aggregated_duration_nnconv2dnnbiasaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddnnrelu,aggregated_count_nnconv2dnnbiasaddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_concatenate,aggregated_percentage_concatenate,aggregated_count_concatenate,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,label_model_name
426850.31700000004,98.31418500000001,26.0,434169.551,99.99998680000002,38.0,2757.437,0.635107,3.0,4370.338,1.0065969999999997,8.0,191.459,0.0440978,1.0,squeezenet1_0.onnx
0.0,nan,26.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,1.0,squeezenet1_0.onnx
413229.69000000006,98.25710000000001,26.0,420559.51700000005,99.9999753,38.0,2754.464,0.654953,3.0,4380.822999999999,1.0416648000000002,8.0,194.54,0.0462575,1.0,squeezenet1_0.onnx
0.0,nan,26.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,1.0,squeezenet1_0.onnx
428200.27900000004,98.322679,26.0,435504.817,99.99993649999999,38.0,2737.282,0.62853,3.0,4374.108,1.0043771000000001,8.0,193.148,0.0443504,1.0,squeezenet1_0.onnx
0.0,nan,26.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,1.0,squeezenet1_0.onnx
411347.348,98.25421700000001,26.0,418655.9160000001,99.99994319999999,38.0,2755.4500000000003,0.658168,3.0,4367.969000000001,1.0433335000000001,8.0,185.149,0.0442247,1.0,squeezenet1_0.onnx
0.0,nan,26.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,1.0,squeezenet1_0.onnx
426840.596,98.315378,26.0,434154.31899999996,99.9999692,38.0,2756.8469999999998,0.6349929999999999,3.0,4368.662,1.0062464,8.0,188.214,0.0433518,1.0,squeezenet1_0.onnx
0.0,nan,26.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,1.0,squeezenet1_0.onnx
412555.176,98.261989,26.0,419852.09300000005,99.99996420000001,38.0,2751.696,0.6553979999999999,3.0,4381.546,1.0435931999999999,8.0,163.675,0.038984,1.0,squeezenet1_0.onnx
0.0,nan,26.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,1.0,squeezenet1_0.onnx
428453.735,98.36099800000001,26.0,435593.15,100.00000990000001,38.0,2702.1569999999997,0.62034,3.0,4250.401,0.9757748,8.0,186.857,0.0428971,1.0,squeezenet1_0.onnx
0.0,nan,26.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,1.0,squeezenet1_0.onnx
411384.472,98.252635,26.0,418700.81500000006,100.0000252,38.0,2744.435,0.655464,3.0,4381.937,1.0465546000000001,8.0,189.971,0.0453716,1.0,squeezenet1_0.onnx
0.0,nan,26.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,1.0,squeezenet1_0.onnx
429438.69299999997,98.32390000000001,26.0,436759.113,99.9999771,38.0,2749.165,0.629447,3.0,4385.472,1.0040934000000001,8.0,185.783,0.0425367,1.0,squeezenet1_0.onnx
0.0,nan,26.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,1.0,squeezenet1_0.onnx
412707.48600000003,98.25791900000002,26.0,420024.341,99.9999257,38.0,2747.892,0.6542220000000001,3.0,4373.1810000000005,1.0411726,8.0,195.782,0.0466121,1.0,squeezenet1_0.onnx
0.0,nan,26.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,1.0,squeezenet1_0.onnx
427964.478,98.33355599999999,26.0,435217.3839999999,100.000056,38.0,2729.815,0.6272300000000001,3.0,4326.371999999999,0.9940699,8.0,196.719,0.0452001,1.0,squeezenet1_0.onnx
0.0,nan,26.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,1.0,squeezenet1_0.onnx
414686.53699999995,98.296877,26.0,421871.664,100.0000322,38.0,2764.239,0.655231,3.0,4224.748,1.0014313999999997,8.0,196.14,0.0464928,1.0,squeezenet1_0.onnx
0.0,nan,26.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,1.0,squeezenet1_0.onnx
428699.005,98.346035,26.0,435908.811,100.00000659999999,38.0,2664.7200000000003,0.611302,3.0,4355.834000000001,0.9992541000000001,8.0,189.252,0.0434155,1.0,squeezenet1_0.onnx
0.0,nan,26.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,1.0,squeezenet1_0.onnx
412822.446,98.25711199999999,26.0,420144.949,99.9999628,38.0,2754.1049999999996,0.655513,3.0,4376.233,1.0416,8.0,192.165,0.0457378,1.0,squeezenet1_0.onnx
0.0,nan,26.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,1.0,squeezenet1_0.onnx
426624.091,98.32054000000002,26.0,433911.037,99.99990550000001,38.0,2755.4429999999998,0.6350250000000001,3.0,4337.415,0.9996104999999998,8.0,194.088,0.04473,1.0,squeezenet1_0.onnx
0.0,nan,26.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,1.0,squeezenet1_0.onnx
412295.122,98.254481,26.0,419619.46300000005,99.99995299999999,38.0,2754.581,0.656448,3.0,4380.748999999999,1.0439806,8.0,189.011,0.0450434,1.0,squeezenet1_0.onnx
0.0,nan,26.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,1.0,squeezenet1_0.onnx
427459.956,98.319955,26.0,434764.26399999997,100.0000164,38.0,2736.7909999999997,0.629489,3.0,4374.333,1.0061382000000003,8.0,193.184,0.0444342,1.0,squeezenet1_0.onnx
0.0,nan,26.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,1.0,squeezenet1_0.onnx
411634.99199999997,98.25099599999999,26.0,418962.758,100.0000208,38.0,2757.0510000000004,0.658067,3.0,4382.905,1.0461304999999999,8.0,187.81,0.0448273,1.0,squeezenet1_0.onnx
0.0,nan,26.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,1.0,squeezenet1_0.onnx
427038.987,98.31966699999998,26.0,434337.564,100.00006029999999,38.0,2752.0099999999998,0.633612,3.0,4357.905000000001,1.0033446,8.0,188.662,0.0434367,1.0,squeezenet1_0.onnx
0.0,nan,26.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,1.0,squeezenet1_0.onnx
413515.37000000005,98.28644100000001,26.0,420724.65700000006,99.99998049999999,38.0,2750.4790000000003,0.653748,3.0,4289.468,1.0195419000000001,8.0,169.34,0.0402496,1.0,squeezenet1_0.onnx
0.0,nan,26.0,0.0,nan,38.0,0.0,nan,3.0,0.0,nan,8.0,0.0,nan,1.0,squeezenet1_0.onnx
