aggregated_duration_nnconv2dnnbiasaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddnnrelu,aggregated_count_nnconv2dnnbiasaddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnconv2dnnbiasadd,aggregated_percentage_nnconv2dnnbiasadd,aggregated_count_nnconv2dnnbiasadd,aggregated_duration_nnconv2dnnbiasaddadd,aggregated_percentage_nnconv2dnnbiasaddadd,aggregated_count_nnconv2dnnbiasaddadd,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
64215.38699999999,67.092563,35.0,95711.63699999997,99.99998790000001,54.0,10440.291000000001,10.908058,7.0,17365.504,18.143559,10.0,91.795,0.0959079,1.0,3598.66,3.7599,1.0,mnasnet1_0.onnx
64037.06999999998,67.066784,35.0,95482.55199999997,100.00001,54.0,10400.617000000002,10.892700999999999,7.0,17353.599,18.174619,10.0,100.396,0.105146,1.0,3590.87,3.76076,1.0,mnasnet1_0.onnx
64278.809,67.11313200000001,35.0,95776.816,100.00001300000001,54.0,10478.678,10.940719,7.0,17305.652000000002,18.068729,10.0,96.967,0.101243,1.0,3616.71,3.77619,1.0,mnasnet1_0.onnx
63948.861999999994,66.993946,35.0,95454.67000000001,99.99999,54.0,10411.315999999999,10.907068,7.0,17413.922,18.243142000000002,10.0,97.11,0.101734,1.0,3583.46,3.7541,1.0,mnasnet1_0.onnx
64144.32800000001,67.07752500000001,35.0,95627.12999999998,99.99999000000001,54.0,10494.010999999999,10.973881000000002,7.0,17303.159,18.094416000000002,10.0,96.792,0.101218,1.0,3588.84,3.75295,1.0,mnasnet1_0.onnx
63872.42100000002,66.965491,35.0,95381.07600000002,99.99997599999996,54.0,10503.996,11.012651,7.0,17300.924,18.138739,10.0,100.985,0.105875,1.0,3602.75,3.77722,1.0,mnasnet1_0.onnx
64496.268000000004,67.15871,35.0,96035.61600000002,100.000018,54.0,10501.016,10.93451,7.0,17346.659,18.062732999999998,10.0,98.163,0.102215,1.0,3593.51,3.74185,1.0,mnasnet1_0.onnx
63905.83900000001,66.882873,35.0,95548.906,100.00000800000001,54.0,10427.013,10.912743,7.0,17496.79,18.311873000000002,10.0,100.354,0.105029,1.0,3618.91,3.78749,1.0,mnasnet1_0.onnx
64163.61299999999,67.17099400000001,35.0,95522.808,100.000009,54.0,10267.371,10.748619999999999,7.0,17412.487,18.228609,10.0,96.837,0.101376,1.0,3582.5,3.75041,1.0,mnasnet1_0.onnx
63825.250000000015,67.06331,35.0,95171.65600000002,100.000013,54.0,10415.268,10.943659,7.0,17256.832,18.132326,10.0,97.016,0.101938,1.0,3577.29,3.75878,1.0,mnasnet1_0.onnx
64171.341000000015,67.054307,35.0,95700.558,100.0000057,54.0,10498.998,10.970674,7.0,17335.878,18.114713,10.0,89.051,0.0930517,1.0,3605.29,3.76726,1.0,mnasnet1_0.onnx
63927.12099999999,67.007982,35.0,95402.24600000001,99.999983,54.0,10448.744,10.952301,7.0,17330.718,18.165938999999998,10.0,97.073,0.101751,1.0,3598.59,3.77201,1.0,mnasnet1_0.onnx
64354.88700000001,67.135283,35.0,95858.53199999999,100.00001300000004,54.0,10482.583,10.935474,7.0,17331.972999999998,18.080784,10.0,97.749,0.101972,1.0,3591.34,3.7465,1.0,mnasnet1_0.onnx
63714.494999999995,66.95813900000002,35.0,95155.708,99.999987,54.0,10434.09,10.965302999999999,7.0,17320.309,18.202044,10.0,98.944,0.103981,1.0,3587.87,3.77052,1.0,mnasnet1_0.onnx
64207.453,67.01739699999999,35.0,95807.16,99.99999899999997,54.0,10482.044,10.940773,7.0,17416.181,18.178357000000002,10.0,98.932,0.103262,1.0,3602.55,3.76021,1.0,mnasnet1_0.onnx
63792.01599999999,66.97563,35.0,95246.62999999999,100.00001800000003,54.0,10459.98,10.982002,7.0,17302.84,18.166355999999997,10.0,99.704,0.10468,1.0,3592.09,3.77135,1.0,mnasnet1_0.onnx
64052.33,67.16923299999999,35.0,95359.61899999999,99.99999600000002,54.0,10330.205999999998,10.832886,7.0,17267.326,18.107593,10.0,100.217,0.105094,1.0,3609.54,3.78519,1.0,mnasnet1_0.onnx
63748.80099999999,66.91347000000003,35.0,95270.529,100.00000299999999,54.0,10429.299,10.947040000000001,7.0,17396.722999999998,18.260326,10.0,97.916,0.102777,1.0,3597.79,3.77639,1.0,mnasnet1_0.onnx
64273.392,67.06388499999998,35.0,95839.07100000001,100.00000870000001,54.0,10466.775,10.921194999999999,7.0,17438.653,18.195764,10.0,87.841,0.0916547,1.0,3572.41,3.72751,1.0,mnasnet1_0.onnx
63990.68500000001,66.999683,35.0,95508.95999999998,100.000008,54.0,10452.076000000001,10.943551000000001,7.0,17391.579999999998,18.209365,10.0,97.409,0.101989,1.0,3577.21,3.74542,1.0,mnasnet1_0.onnx
64190.28600000001,67.089417,35.0,95678.679,99.999962,54.0,10521.553,10.996756999999999,7.0,17265.912,18.045707000000004,10.0,99.918,0.104431,1.0,3601.01,3.76365,1.0,mnasnet1_0.onnx
63831.032999999996,66.90567200000001,35.0,95404.50099999997,99.99996300000001,54.0,10448.635999999999,10.951926,7.0,17458.583000000002,18.299519,10.0,98.339,0.103076,1.0,3567.91,3.73977,1.0,mnasnet1_0.onnx
64271.10099999998,67.100739,35.0,95783.01299999996,100.000005,54.0,10460.544000000002,10.921074,7.0,17356.244000000002,18.120389,10.0,98.544,0.102883,1.0,3596.58,3.75492,1.0,mnasnet1_0.onnx
63873.59900000001,66.88874999999999,35.0,95492.25200000002,99.99998299999999,54.0,10520.651,11.017304,7.0,17402.199,18.223660000000002,10.0,101.183,0.105959,1.0,3594.62,3.76431,1.0,mnasnet1_0.onnx
64281.666000000005,67.03972499999999,35.0,95885.885,99.99996099999998,54.0,10484.059,10.933888,7.0,17417.86,18.165201,10.0,99.68,0.103957,1.0,3602.62,3.75719,1.0,mnasnet1_0.onnx
63804.479,66.91453100000001,35.0,95352.22599999998,100.00003000000002,54.0,10470.646,10.981029,7.0,17375.939000000002,18.222895,10.0,98.752,0.103565,1.0,3602.41,3.77801,1.0,mnasnet1_0.onnx
64287.53699999998,67.147666,35.0,95740.52999999998,100.00000349999998,54.0,10374.292,10.835843,7.0,17391.458,18.165206,10.0,88.233,0.0921585,1.0,3599.01,3.75913,1.0,mnasnet1_0.onnx
63936.539,66.95172099999999,35.0,95496.48000000001,100.00001,54.0,10419.35,10.910709,7.0,17444.933999999997,18.267637,10.0,97.667,0.102273,1.0,3597.99,3.76767,1.0,mnasnet1_0.onnx
64145.67600000001,66.994392,35.0,95747.81400000003,99.99999599999998,54.0,10488.616,10.954421,7.0,17403.175,18.176057,10.0,99.057,0.103456,1.0,3611.29,3.77167,1.0,mnasnet1_0.onnx
63837.783,66.936633,35.0,95370.51599999999,100.00001700000003,54.0,10494.546,11.003976999999999,7.0,17339.855,18.181555,10.0,100.332,0.105202,1.0,3598.0,3.77265,1.0,mnasnet1_0.onnx
64150.39599999998,67.097257,35.0,95608.09599999998,99.99998900000001,54.0,10481.285,10.96275,7.0,17300.829,18.095558,10.0,98.136,0.102644,1.0,3577.45,3.74178,1.0,mnasnet1_0.onnx
63845.84699999999,66.93688499999999,35.0,95382.14000000001,99.99999200000002,54.0,10428.516,10.933403,7.0,17402.176,18.244699,10.0,98.191,0.102945,1.0,3607.41,3.78206,1.0,mnasnet1_0.onnx
64308.455000000016,67.15494699999998,35.0,95761.30599999998,99.99997600000002,54.0,10371.351999999999,10.830413,7.0,17374.832000000002,18.143876,10.0,102.417,0.10695,1.0,3604.25,3.76379,1.0,mnasnet1_0.onnx
63397.863999999994,66.822574,35.0,94874.87799999998,99.99996700000003,54.0,10463.531,11.02877,7.0,17334.07,18.270441,10.0,96.793,0.102022,1.0,3582.62,3.77616,1.0,mnasnet1_0.onnx
64384.945000000014,67.193145,35.0,95820.672,99.99999799999999,54.0,10440.783,10.896177000000002,7.0,17288.415999999997,18.042482,10.0,97.358,0.101604,1.0,3609.17,3.76659,1.0,mnasnet1_0.onnx
63930.65100000001,66.904882,35.0,95554.53700000003,99.999994,54.0,10471.57,10.958743,7.0,17469.335,18.282054,10.0,97.881,0.102435,1.0,3585.1,3.75188,1.0,mnasnet1_0.onnx
64210.065,67.12616899999999,35.0,95655.80099999999,100.00000299999999,54.0,10415.017,10.888020000000001,7.0,17342.769,18.13038,10.0,100.27,0.104824,1.0,3587.68,3.75061,1.0,mnasnet1_0.onnx
63926.266,66.972914,35.0,95450.90300000002,99.999982,54.0,10484.866,10.98456,7.0,17348.709000000003,18.175541000000003,10.0,98.102,0.102777,1.0,3592.96,3.76419,1.0,mnasnet1_0.onnx
64153.76299999999,67.150701,35.0,95536.97900000002,99.99995499999997,54.0,10381.613000000001,10.866578,7.0,17301.073,18.109272999999998,10.0,99.61,0.104263,1.0,3600.92,3.76914,1.0,mnasnet1_0.onnx
63917.662999999986,67.18810299999997,35.0,95132.41400000002,100.000018,54.0,10276.002,10.801795,7.0,17248.318,18.130868,10.0,96.171,0.101092,1.0,3594.26,3.77816,1.0,mnasnet1_0.onnx
