aggregated_duration_nnconv2dnnbiasaddmultiplyaddclipmultiply,aggregated_percentage_nnconv2dnnbiasaddmultiplyaddclipmultiply,aggregated_count_nnconv2dnnbiasaddmultiplyaddclipmultiply,total_duration,total_percentage,total_count,aggregated_duration_nnconv2dnnbiasaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddnnrelu,aggregated_count_nnconv2dnnbiasaddnnrelu,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nnconv2dnnbiasaddmultiplyaddclip,aggregated_percentage_nnconv2dnnbiasaddmultiplyaddclip,aggregated_count_nnconv2dnnbiasaddmultiplyaddclip,aggregated_duration_multiply,aggregated_percentage_multiply,aggregated_count_multiply,aggregated_duration_nnconv2dnnbiasadd,aggregated_percentage_nnconv2dnnbiasadd,aggregated_count_nnconv2dnnbiasadd,aggregated_duration_nnconv2dnnbiasaddadd,aggregated_percentage_nnconv2dnnbiasaddadd,aggregated_count_nnconv2dnnbiasaddadd,aggregated_duration_nndenseaddmultiplyaddclipmultiply,aggregated_percentage_nndenseaddmultiplyaddclipmultiply,aggregated_count_nndenseaddmultiplyaddclipmultiply,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
18094.413,52.764955000000015,18.0,34292.501000000004,100.00001660000002,73.0,5235.311,15.266648,14.0,493.6039999999999,1.4393941000000001,10.0,700.82,2.0436532,9.0,401.09900000000005,1.1696412999999999,9.0,1557.41,4.541545,5.0,3289.004,9.59103,6.0,1163.34,3.39239,1.0,3357.5,9.79076,1.0,mobilenet_v3_small.onnx
19323.452,54.49808900000001,18.0,35457.179999999986,100.00005579999998,73.0,5228.142000000001,14.744926599999998,14.0,492.55100000000004,1.3891423999999999,10.0,651.49,1.8373987,9.0,407.19100000000003,1.1484031000000001,9.0,1563.526,4.409618999999999,5.0,3280.468,9.251907000000001,6.0,1154.45,3.2559,1.0,3355.91,9.46467,1.0,mobilenet_v3_small.onnx
18013.615,52.622384,18.0,34231.867,100.00004830000002,73.0,5282.726000000001,15.432221800000004,14.0,492.225,1.4379140999999998,10.0,689.7139999999999,2.0148295,9.0,394.73600000000005,1.1531249000000001,9.0,1540.6390000000001,4.500604000000001,5.0,3306.932,9.66039,6.0,1160.32,3.38958,1.0,3350.96,9.789,1.0,mobilenet_v3_small.onnx
18070.448000000004,52.73440800000001,18.0,34266.92,100.00001759999998,73.0,5264.682999999998,15.363737600000002,14.0,491.09399999999994,1.4331426999999999,10.0,678.33,1.9795474,9.0,397.10400000000004,1.1588549,9.0,1559.4419999999998,4.550867,5.0,3283.0389999999998,9.58078,6.0,1156.61,3.3753,1.0,3366.17,9.82338,1.0,mobilenet_v3_small.onnx
17828.132000000005,52.50212599999999,18.0,33956.963,99.99999459999997,73.0,5265.434,15.506196299999994,14.0,490.4530000000001,1.4443368,10.0,699.114,2.0588245,9.0,400.934,1.1807130000000001,9.0,1557.807,4.587598,5.0,3266.789,9.62039,6.0,1153.84,3.39794,1.0,3294.46,9.70187,1.0,mobilenet_v3_small.onnx
19125.175,54.208530999999994,18.0,35280.74700000001,100.00003659999996,73.0,5266.567999999999,14.927617899999998,14.0,500.463,1.4185181,10.0,705.482,1.9996274,9.0,407.665,1.1554902,9.0,1562.884,4.4298519999999995,5.0,3288.08,9.31977,6.0,1151.88,3.26489,1.0,3272.55,9.27574,1.0,mobilenet_v3_small.onnx
17957.299,52.487687000000015,18.0,34212.43800000001,100.00005409999996,73.0,5293.328000000001,15.4719339,14.0,493.96700000000004,1.4438233,10.0,707.9380000000001,2.0692419,9.0,402.3599999999999,1.176064,9.0,1559.161,4.557294000000001,5.0,3301.495,9.649989999999999,6.0,1171.02,3.4228,1.0,3325.87,9.72122,1.0,mobilenet_v3_small.onnx
18049.716999999997,52.710026,18.0,34243.394000000015,99.99996240000004,73.0,5221.933,15.249486699999999,14.0,493.717,1.4417883,10.0,697.9159999999999,2.038105,9.0,404.393,1.1809384,9.0,1572.045,4.590798,5.0,3281.9530000000004,9.58419,6.0,1150.13,3.35868,1.0,3371.59,9.84595,1.0,mobilenet_v3_small.onnx
17882.501,52.30474,18.0,34189.03999999999,99.9999866,73.0,5313.264,15.540859699999999,14.0,490.652,1.4351156999999999,10.0,699.992,2.0474159,9.0,403.086,1.1789912999999999,9.0,1571.652,4.596954,5.0,3286.393,9.61242,6.0,1170.95,3.42493,1.0,3370.55,9.85856,1.0,mobilenet_v3_small.onnx
19106.094,54.106524,18.0,35311.98700000001,99.99998999999997,73.0,5318.876,15.0625151,14.0,490.07300000000004,1.3878375,10.0,705.672,1.9983933,9.0,407.79799999999994,1.1548421,9.0,1558.3899999999999,4.413206,5.0,3277.5339999999997,9.281642,6.0,1158.05,3.27949,1.0,3289.5,9.31554,1.0,mobilenet_v3_small.onnx
18025.181,52.639207,18.0,34242.878999999986,99.99998629999997,73.0,5296.9619999999995,15.468785999999998,14.0,501.9700000000001,1.4659107,10.0,696.629,2.0343776,9.0,406.038,1.1857600000000001,9.0,1548.328,4.521605,5.0,3287.581,9.60078,6.0,1148.64,3.35439,1.0,3331.55,9.72917,1.0,mobilenet_v3_small.onnx
18011.374,52.67717,18.0,34191.960999999996,99.9999386,73.0,5186.741999999999,15.1694663,14.0,499.36299999999994,1.4604697,10.0,695.482,2.0340525,9.0,404.65999999999997,1.1834941,9.0,1565.211,4.577716,5.0,3305.779,9.6683,6.0,1158.31,3.38766,1.0,3365.04,9.84161,1.0,mobilenet_v3_small.onnx
18031.3,52.67735699999999,18.0,34229.681,99.99996850000002,73.0,5260.312000000001,15.367671300000001,14.0,497.46900000000005,1.4533243,10.0,693.124,2.0249198,9.0,391.952,1.1450651,9.0,1550.466,4.5296009999999995,5.0,3292.788,9.619690000000002,6.0,1154.93,3.37406,1.0,3357.34,9.80828,1.0,mobilenet_v3_small.onnx
19357.689000000002,54.31094399999999,18.0,35642.357,100.0000262,73.0,5271.863,14.7909975,14.0,491.969,1.3802924,10.0,706.176,1.9812828999999998,9.0,399.103,1.1197434,9.0,1557.016,4.368444,5.0,3274.721,9.187722,6.0,1155.19,3.24106,1.0,3428.63,9.61954,1.0,mobilenet_v3_small.onnx
17820.034,52.24805200000001,18.0,34106.562,99.9999591,73.0,5327.600999999998,15.6204696,14.0,490.7700000000001,1.438933,10.0,702.856,2.0607646,9.0,402.46,1.1800079,9.0,1542.874,4.523682,5.0,3297.7569999999996,9.668980000000001,6.0,1155.33,3.38742,1.0,3366.88,9.87165,1.0,mobilenet_v3_small.onnx
17818.178999999996,52.314463,18.0,34059.717000000004,99.9999196,73.0,5320.7970000000005,15.621958399999997,14.0,490.44000000000005,1.4399423,10.0,699.944,2.0550492,9.0,401.642,1.1792287,9.0,1536.6,4.511488,5.0,3295.1349999999998,9.674579999999999,6.0,1162.44,3.41294,1.0,3334.54,9.79027,1.0,mobilenet_v3_small.onnx
18025.336,52.539366,18.0,34308.293,100.00006749999996,73.0,5274.625000000001,15.374183100000003,14.0,493.863,1.4394854,10.0,698.184,2.0350307,9.0,401.777,1.1710773,9.0,1559.5169999999998,4.545605,5.0,3298.3810000000003,9.61396,6.0,1154.94,3.36635,1.0,3401.67,9.91501,1.0,mobilenet_v3_small.onnx
19147.132000000005,54.108872999999996,18.0,35386.311,99.99997470000001,73.0,5270.795,14.8949893,14.0,493.23999999999995,1.3938696,10.0,696.184,1.9673814,9.0,403.92400000000004,1.1414694,9.0,1576.7689999999998,4.455872,5.0,3290.847,9.29978,6.0,1161.46,3.28223,1.0,3345.96,9.45551,1.0,mobilenet_v3_small.onnx
18055.387999999995,52.669340999999996,18.0,34280.66500000001,100.00003899999997,73.0,5217.522,15.220016300000001,14.0,491.006,1.4323133000000001,10.0,695.319,2.0283123,9.0,400.563,1.1684811,9.0,1560.3029999999999,4.551555,5.0,3271.674,9.54379,6.0,1165.64,3.40029,1.0,3423.25,9.98594,1.0,mobilenet_v3_small.onnx
18005.693,52.660822,18.0,34191.846000000005,100.00004430000001,73.0,5266.864999999999,15.403835400000002,14.0,469.256,1.3724201,10.0,704.548,2.0605735000000003,9.0,405.35999999999996,1.1855453,9.0,1566.5469999999998,4.5816479999999995,5.0,3252.657,9.51297,6.0,1156.51,3.38242,1.0,3364.41,9.83981,1.0,mobilenet_v3_small.onnx
17876.695,52.400527999999994,18.0,34115.49799999999,100.00000779999999,73.0,5305.777,15.5523661,14.0,489.84000000000003,1.4358284,10.0,700.019,2.0519091,9.0,398.3620000000001,1.1676852,9.0,1574.221,4.614391,5.0,3283.254,9.62394,6.0,1133.92,3.32378,1.0,3353.41,9.82958,1.0,mobilenet_v3_small.onnx
19156.32,54.130985,18.0,35388.83400000001,100.00003320000002,73.0,5264.794999999998,14.8769948,14.0,494.5419999999999,1.397453,10.0,701.236,1.9815185000000002,9.0,404.22599999999994,1.1422419000000001,9.0,1570.185,4.43695,5.0,3289.89,9.29641,6.0,1158.38,3.2733,1.0,3349.26,9.46418,1.0,mobilenet_v3_small.onnx
17962.962,52.642143,18.0,34122.734000000004,99.9999211,73.0,5196.833999999999,15.2298501,14.0,494.63000000000005,1.4495611,10.0,694.553,2.0354551,9.0,401.979,1.1780378,9.0,1557.587,4.564654,5.0,3288.549,9.6374,6.0,1157.56,3.39234,1.0,3368.08,9.87048,1.0,mobilenet_v3_small.onnx
17974.315000000002,52.526821,18.0,34219.29999999999,99.99999089999999,73.0,5278.656,15.4259588,14.0,494.33,1.4445930000000002,10.0,698.3820000000001,2.0409009,9.0,402.19000000000005,1.1753302,9.0,1572.4260000000002,4.595147,5.0,3255.631,9.51401,6.0,1158.59,3.38579,1.0,3384.78,9.89144,1.0,mobilenet_v3_small.onnx
17817.398999999998,52.215905000000014,18.0,34122.528000000006,99.99996939999997,73.0,5310.892,15.5642004,14.0,482.212,1.4131798,10.0,695.363,2.0378412,9.0,403.432,1.182304,9.0,1584.082,4.642339,5.0,3299.438,9.66938,6.0,1156.29,3.38863,1.0,3373.42,9.88619,1.0,mobilenet_v3_small.onnx
19106.925000000003,54.165552999999996,18.0,35275.061,100.00000189999999,73.0,5299.078,15.022160299999998,14.0,488.913,1.3860014999999999,10.0,691.9649999999999,1.9616258,9.0,405.90100000000007,1.1506732999999998,9.0,1559.6080000000002,4.421268,5.0,3287.101,9.31848,6.0,1153.99,3.27141,1.0,3281.58,9.30283,1.0,mobilenet_v3_small.onnx
18011.2,52.717311999999986,18.0,34165.60799999999,99.99995570000004,73.0,5174.449000000001,15.145190199999996,14.0,492.34399999999994,1.4410507,10.0,699.6379999999999,2.0477856,9.0,401.596,1.1754391999999998,9.0,1570.635,4.597118,5.0,3281.2160000000003,9.603850000000001,6.0,1160.69,3.39726,1.0,3373.84,9.87495,1.0,mobilenet_v3_small.onnx
18017.005,52.66197700000001,18.0,34212.562000000005,100.00001190000003,73.0,5227.807000000002,15.280362400000001,14.0,491.69900000000007,1.4371882999999999,10.0,654.797,1.9139098,9.0,404.97999999999996,1.1837164,9.0,1564.368,4.572498,5.0,3289.156,9.61389,6.0,1178.96,3.44597,1.0,3383.79,9.8905,1.0,mobilenet_v3_small.onnx
18053.279999999995,52.67237499999999,18.0,34274.647999999994,99.99995979999998,73.0,5232.613000000001,15.266702699999998,14.0,497.38200000000006,1.4511659,10.0,705.482,2.0583187,9.0,401.352,1.1709885,9.0,1575.187,4.595779,5.0,3254.602,9.49566,6.0,1157.96,3.37847,1.0,3396.79,9.9105,1.0,mobilenet_v3_small.onnx
19232.123999999996,54.284102000000004,18.0,35428.623,99.99996650000001,73.0,5259.759000000001,14.846073200000003,14.0,494.0990000000001,1.3946325,10.0,697.615,1.9690694999999998,9.0,402.69200000000006,1.1366283000000001,9.0,1541.227,4.350224000000001,5.0,3282.517,9.265157,6.0,1148.35,3.24131,1.0,3370.24,9.51277,1.0,mobilenet_v3_small.onnx
