aggregated_duration_nnconv2dnnbiasaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddnnrelu,aggregated_count_nnconv2dnnbiasaddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnconv2dnnbiasadd,aggregated_percentage_nnconv2dnnbiasadd,aggregated_count_nnconv2dnnbiasadd,aggregated_duration_nnconv2dnnbiasaddaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddaddnnrelu,aggregated_count_nnconv2dnnbiasaddaddnnrelu,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
1107833.47,83.58474700000002,33.0,1325401.814,100.00002140000002,56.0,1023.62,0.0772308,1.0,93058.18,7.021135999999999,4.0,121138.87,9.139778999999999,16.0,158.964,0.0119936,1.0,2188.71,0.165135,1.0,resnet50.onnx
0.0,nan,33.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,1.0,0.0,nan,1.0,resnet50.onnx
1111581.1800000002,83.73099799999999,33.0,1327560.6519999998,99.99989519999998,56.0,1030.1,0.0775933,1.0,90692.09,6.8314829999999995,4.0,121887.06999999996,9.181282,16.0,155.722,0.0117299,1.0,2214.49,0.166809,1.0,resnet50.onnx
0.0,nan,33.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,1.0,0.0,nan,1.0,resnet50.onnx
1108325.7500000002,83.661972,33.0,1324766.1380000003,99.99996999999999,56.0,995.272,0.0751281,1.0,91852.19,6.933462,4.0,121221.95,9.150435,16.0,153.486,0.0115859,1.0,2217.49,0.167387,1.0,resnet50.onnx
0.0,nan,33.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,1.0,0.0,nan,1.0,resnet50.onnx
1111106.7700000005,83.48339399999999,33.0,1330931.3540000003,99.99999269999998,56.0,1029.95,0.0773858,1.0,95012.58,7.138809,4.0,121399.70999999998,9.121406,16.0,156.184,0.0117349,1.0,2226.16,0.167263,1.0,resnet50.onnx
0.0,nan,33.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,1.0,0.0,nan,1.0,resnet50.onnx
1113323.34,83.72855100000001,33.0,1329681.6660000002,99.99998100000002,56.0,1011.11,0.0760413,1.0,91855.63,6.908082,4.0,121163.62,9.11223,16.0,142.246,0.0106977,1.0,2185.72,0.164379,1.0,resnet50.onnx
0.0,nan,33.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,1.0,0.0,nan,1.0,resnet50.onnx
1111587.6199999999,83.66209900000001,33.0,1328662.759,99.9999875,56.0,1025.0,0.0771452,1.0,92210.21,6.940087,4.0,121480.38,9.143068,16.0,155.139,0.0116763,1.0,2204.41,0.165912,1.0,resnet50.onnx
0.0,nan,33.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,1.0,0.0,nan,1.0,resnet50.onnx
1114189.24,83.72977699999998,33.0,1330696.7550000001,100.00002599999998,56.0,1039.67,0.0781295,1.0,91658.65,6.888026,4.0,121438.90000000002,9.125968999999996,16.0,160.555,0.0120655,1.0,2209.74,0.166059,1.0,resnet50.onnx
0.0,nan,33.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,1.0,0.0,nan,1.0,resnet50.onnx
1114330.0499999998,83.54963800000002,33.0,1333735.4979999997,100.00008480000002,56.0,1025.2,0.0768667,1.0,93917.16,7.04166,4.0,122132.85,9.157205,16.0,156.328,0.0117211,1.0,2173.91,0.162994,1.0,resnet50.onnx
0.0,nan,33.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,1.0,0.0,nan,1.0,resnet50.onnx
1111979.0200000003,83.54361600000001,33.0,1331015.23,99.99996620000002,56.0,1028.22,0.0772506,1.0,94638.36,7.110256,4.0,121004.98000000003,9.091185999999999,16.0,153.98,0.0115686,1.0,2210.67,0.166089,1.0,resnet50.onnx
0.0,nan,33.0,0.0,nan,56.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,16.0,0.0,nan,1.0,0.0,nan,1.0,resnet50.onnx
