aggregated_duration_nnconv2dnnbiasaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddnnrelu,aggregated_count_nnconv2dnnbiasaddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnconv2dnnbiasaddaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddaddnnrelu,aggregated_count_nnconv2dnnbiasaddaddnnrelu,aggregated_duration_nnconv2dnnbiasadd,aggregated_percentage_nnconv2dnnbiasadd,aggregated_count_nnconv2dnnbiasadd,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
517208.2,69.60637,9.0,743046.925,99.99996411,23.0,1011.48,0.136126,1.0,218535.0,29.41065,8.0,4695.59,0.631939,3.0,46.575,0.00626811,1.0,1550.08,0.208611,1.0,resnet18.onnx
514174.1,69.49409,9.0,739880.8079999998,99.99989070999999,23.0,1019.92,0.137849,1.0,218290.5,29.50345,8.0,4810.41,0.65016,3.0,46.418,0.00627371,1.0,1539.46,0.208068,1.0,resnet18.onnx
463472.49999999994,67.13678,9.0,690340.254,99.99999175000002,23.0,1025.02,0.14848,1.0,219414.9,31.78362,8.0,4823.28,0.6986829999999999,3.0,45.754,0.00662775,1.0,1558.8,0.225801,1.0,resnet18.onnx
515935.3,69.51233,9.0,742221.0209999998,99.99996185000002,23.0,1018.66,0.137244,1.0,218928.5,29.496389999999998,8.0,4740.74,0.638722,3.0,44.881,0.00604685,1.0,1552.94,0.209229,1.0,resnet18.onnx
515025.2,69.46607,9.0,741406.036,100.00005006,23.0,1020.17,0.137599,1.0,219042.4,29.54418,8.0,4740.88,0.639444,3.0,44.166,0.00595706,1.0,1533.22,0.2068,1.0,resnet18.onnx
515580.10000000003,69.48315,9.0,742021.7540000001,100.00001292999997,23.0,1003.22,0.1352,1.0,219272.80000000005,29.55074,8.0,4588.09,0.618322,3.0,44.454,0.00599093,1.0,1533.09,0.20661,1.0,resnet18.onnx
463292.3999999999,67.17635999999999,9.0,689666.4659999998,100.00003556000001,23.0,1021.16,0.148066,1.0,218867.90000000002,31.7353,8.0,4898.3099999999995,0.710243,3.0,44.446,0.00644456,1.0,1542.25,0.223622,1.0,resnet18.onnx
516024.49999999994,69.52759999999999,9.0,742186.205,99.99999395,23.0,1017.14,0.137047,1.0,218860.8,29.48869,8.0,4705.79,0.634045,3.0,46.505,0.00626595,1.0,1531.47,0.206346,1.0,resnet18.onnx
516206.4,69.50893000000002,9.0,742647.8820000001,100.00000703000002,23.0,1016.62,0.136891,1.0,219121.3,29.50539,8.0,4724.88,0.6362209999999999,3.0,46.542,0.00626703,1.0,1532.14,0.206308,1.0,resnet18.onnx
515549.80000000005,69.58621,9.0,740878.879,99.99997739000001,23.0,1016.43,0.137192,1.0,218182.5,29.44916,8.0,4565.16,0.616182,3.0,46.619,0.00629239,1.0,1518.37,0.204941,1.0,resnet18.onnx
462905.0,67.19867,9.0,688859.982,99.99993886000003,23.0,1019.11,0.147941,1.0,218799.8,31.762569999999997,8.0,4556.79,0.661497,3.0,45.822,0.00665186,1.0,1533.46,0.222609,1.0,resnet18.onnx
514067.7,69.42395,9.0,740475.4940000001,99.99993336000001,23.0,1022.4,0.138073,1.0,219258.1,29.61043,8.0,4528.08,0.611509,3.0,44.794,0.00604936,1.0,1554.42,0.209922,1.0,resnet18.onnx
516271.99999999994,69.48555,9.0,742991.6,99.99997656999999,23.0,1012.62,0.136289,1.0,219208.80000000002,29.503539999999997,8.0,4912.88,0.66123,3.0,47.63,0.00641057,1.0,1537.67,0.206957,1.0,resnet18.onnx
516376.4000000001,69.46558,9.0,743355.9730000001,99.99998977999999,23.0,1021.52,0.13742,1.0,219663.89999999997,29.550269999999998,8.0,4761.049999999999,0.6404799999999999,3.0,43.113,0.00579978,1.0,1489.99,0.20044,1.0,resnet18.onnx
460960.69999999995,67.07471,9.0,687234.0649999998,99.99995594000002,23.0,1022.91,0.148845,1.0,219010.5,31.86842,8.0,4738.67,0.6895279999999999,3.0,40.835,0.00594194,1.0,1460.45,0.212511,1.0,resnet18.onnx
515438.7,69.52230999999999,9.0,741399.912,99.99994377,23.0,1016.8,0.137146,1.0,218781.89999999997,29.50929,8.0,4561.52,0.615256,3.0,45.372,0.00611977,1.0,1555.62,0.209822,1.0,resnet18.onnx
516773.4000000001,69.55375000000001,9.0,742983.7010000001,99.99997627,23.0,993.214,0.133679,1.0,218859.39999999997,29.456850000000003,8.0,4776.08,0.6428240000000001,3.0,42.887,0.00577227,1.0,1538.72,0.207101,1.0,resnet18.onnx
515740.89,69.48598000000001,9.0,742223.2000000002,100.00000301,23.0,1017.7,0.137115,1.0,219155.49999999997,29.52688,8.0,4713.35,0.635031,3.0,42.96,0.00578801,1.0,1552.8,0.209209,1.0,resnet18.onnx
463614.39999999997,67.1752,9.0,690157.066,100.00003077999999,23.0,1024.21,0.148402,1.0,219396.3,31.789360000000002,8.0,4513.38,0.653966,3.0,44.976,0.00651678,1.0,1563.8,0.226586,1.0,resnet18.onnx
516930.7,69.60265,9.0,742688.196,100.00000855999998,23.0,1022.66,0.137698,1.0,218581.0,29.431070000000002,8.0,4566.89,0.614914,3.0,44.506,0.00599256,1.0,1542.44,0.207684,1.0,resnet18.onnx
516067.3,69.53794,9.0,742137.88,100.00000265,23.0,1018.8,0.137278,1.0,218694.0,29.4681,8.0,4900.79,0.660361,3.0,44.83,0.00604065,1.0,1412.16,0.190283,1.0,resnet18.onnx
515763.8000000001,69.53218999999999,9.0,741763.0840000001,100.00003423999999,23.0,1022.46,0.137841,1.0,218755.7,29.491310000000002,8.0,4625.51,0.6235820000000001,3.0,44.604,0.00601324,1.0,1551.01,0.209098,1.0,resnet18.onnx
465685.60000000003,67.26794,9.0,692284.0369999999,99.99993767,23.0,1002.21,0.144768,1.0,219368.3,31.68761,8.0,4650.13,0.671708,3.0,43.667,0.00630767,1.0,1534.13,0.221604,1.0,resnet18.onnx
514149.60000000003,69.46624,9.0,740142.4360000002,99.99992745,23.0,1015.88,0.137255,1.0,218813.09999999998,29.563640000000003,8.0,4575.72,0.6182209999999999,3.0,47.106,0.00636445,1.0,1541.03,0.208207,1.0,resnet18.onnx
516529.39999999997,69.59067999999999,9.0,742238.8019999999,99.99997581999997,23.0,1018.02,0.137156,1.0,218304.2,29.411610000000003,8.0,4783.67,0.644493,3.0,46.062,0.00620582,1.0,1557.45,0.209831,1.0,resnet18.onnx
513181.8,69.41066,9.0,739340.9680000001,99.99995326999999,23.0,1019.38,0.137877,1.0,218860.9,29.60216,8.0,4698.79,0.635539,3.0,43.978,0.00594827,1.0,1536.12,0.207769,1.0,resnet18.onnx
460740.89999999997,67.11882,9.0,686455.883,100.00002388,23.0,1019.4,0.148501,1.0,218483.2,31.827709999999996,8.0,4625.629999999999,0.6738419999999999,3.0,45.573,0.00663888,1.0,1541.18,0.224512,1.0,resnet18.onnx
