aggregated_duration_nnconv2dnnbiasaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddnnrelu,aggregated_count_nnconv2dnnbiasaddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnconv2dnnbiasadd,aggregated_percentage_nnconv2dnnbiasadd,aggregated_count_nnconv2dnnbiasadd,aggregated_duration_concatenatereshapetransposereshape,aggregated_percentage_concatenatereshapetransposereshape,aggregated_count_concatenatereshapetransposereshape,aggregated_duration_stridedslice,aggregated_percentage_stridedslice,aggregated_count_stridedslice,aggregated_duration_stridedsliceconcatenatereshapetransposereshape,aggregated_percentage_stridedsliceconcatenatereshapetransposereshape,aggregated_count_stridedsliceconcatenatereshapetransposereshape,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
49769.924000000006,80.05554100000003,37.0,62169.24399999999,99.99999550000004,88.0,389.162,0.625972,1.0,6194.578000000001,9.964051,19.0,434.674,0.6991780000000001,3.0,458.626,0.7377055,13.0,1800.7630000000001,2.896549,13.0,83.567,0.134419,1.0,3037.95,4.88658,1.0,shufflenet_v2_x1_0.onnx
49882.945,80.099858,37.0,62275.91800000002,99.99997009999998,88.0,385.552,0.619103,1.0,6203.775000000001,9.961759,19.0,435.58799999999997,0.699448,3.0,459.43000000000006,0.7377331,13.0,1803.0449999999996,2.8952540000000004,13.0,82.413,0.132335,1.0,3023.17,4.85448,1.0,shufflenet_v2_x1_0.onnx
49713.00000000001,80.10641199999999,37.0,62058.699,99.9999824,88.0,389.935,0.628332,1.0,6119.040999999999,9.860083,19.0,434.73199999999997,0.700517,3.0,457.673,0.7374834,13.0,1807.268,2.91219,13.0,73.58,0.118565,1.0,3063.47,4.9364,1.0,shufflenet_v2_x1_0.onnx
50123.781999999985,80.18466599999999,37.0,62510.424999999974,100.00000410000003,88.0,389.776,0.623538,1.0,6182.5779999999995,9.890483000000001,19.0,435.64599999999996,0.696917,3.0,458.115,0.7328611,13.0,1802.8990000000001,2.884158,13.0,80.889,0.129401,1.0,3036.74,4.85798,1.0,shufflenet_v2_x1_0.onnx
49740.55399999999,80.07581100000002,37.0,62116.78299999999,99.99992679999997,88.0,385.754,0.621014,1.0,6182.3910000000005,9.952838000000002,19.0,435.97700000000003,0.7018669999999999,3.0,450.25,0.7248438,13.0,1804.9210000000003,2.9056909999999996,13.0,79.306,0.127672,1.0,3037.63,4.89019,1.0,shufflenet_v2_x1_0.onnx
49841.522000000004,80.12650300000001,37.0,62203.484000000026,99.99993560000001,88.0,383.773,0.616964,1.0,6181.120999999999,9.936948,19.0,436.677,0.702014,3.0,458.02500000000003,0.7363346,13.0,1802.202,2.897272000000001,13.0,78.364,0.12598,1.0,3021.8,4.85792,1.0,shufflenet_v2_x1_0.onnx
49870.21999999999,80.123148,37.0,62241.986999999994,100.00002690000002,88.0,370.476,0.595219,1.0,6196.4529999999995,9.955426999999997,19.0,434.673,0.698359,3.0,460.8809999999999,0.7404659000000001,13.0,1806.1839999999995,2.901873,13.0,81.26,0.130555,1.0,3021.84,4.85498,1.0,shufflenet_v2_x1_0.onnx
50183.274,80.23774399999998,37.0,62543.228,100.0000037,88.0,383.63,0.613384,1.0,6190.013000000001,9.897174000000001,19.0,438.63200000000006,0.701326,3.0,459.324,0.7344117,13.0,1801.6029999999996,2.8805720000000004,13.0,80.332,0.128442,1.0,3006.42,4.80695,1.0,shufflenet_v2_x1_0.onnx
49667.248999999996,80.032492,37.0,62058.914000000004,100.00007090000001,88.0,389.904,0.62828,1.0,6205.7530000000015,9.999766000000001,19.0,435.63,0.7019620000000001,3.0,455.257,0.7335888999999999,13.0,1805.543,2.909403,13.0,78.628,0.126699,1.0,3020.95,4.86788,1.0,shufflenet_v2_x1_0.onnx
49801.356,80.138644,37.0,62144.011999999995,100.00002669999996,88.0,385.496,0.620327,1.0,6150.268999999998,9.896803999999998,19.0,435.937,0.7014940000000001,3.0,457.9290000000001,0.7368837,13.0,1803.409,2.9019839999999997,13.0,78.786,0.12678,1.0,3030.83,4.87711,1.0,shufflenet_v2_x1_0.onnx
