aggregated_duration_nnconv2dnnbiasaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddnnrelu,aggregated_count_nnconv2dnnbiasaddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnconv2dnnbiasaddaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddaddnnrelu,aggregated_count_nnconv2dnnbiasaddaddnnrelu,aggregated_duration_nnconv2dnnbiasadd,aggregated_percentage_nnconv2dnnbiasadd,aggregated_count_nnconv2dnnbiasadd,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
650412.9999999999,60.845228,17.0,1068963.3239999998,100.00001150999996,39.0,995.75,0.093151,1.0,411093.3,38.45719,16.0,5190.05,0.485521,3.0,46.484,0.00434851,1.0,1224.74,0.114573,1.0,resnet34.onnx
650270.9,60.83850000000001,17.0,1068848.346,100.00004145000001,39.0,1013.89,0.0948582,1.0,411239.8999999999,38.475049999999996,16.0,5055.6,0.472996,3.0,45.076,0.00421725,1.0,1222.98,0.11442,1.0,resnet34.onnx
653846.5,60.831661999999994,17.0,1074845.3369999998,99.99998072999999,39.0,1018.41,0.0947496,1.0,413734.2,38.492439999999995,16.0,5006.63,0.465801,3.0,41.297,0.00384213,1.0,1198.3,0.111486,1.0,resnet34.onnx
661883.0,60.982032000000004,17.0,1085373.898,99.99998039000002,39.0,1018.45,0.0938342,1.0,416127.2,38.3395,16.0,5082.36,0.468259,3.0,49.278,0.00454019,1.0,1213.61,0.111815,1.0,resnet34.onnx
649488.7000000001,60.811339999999994,17.0,1068037.624,99.99995001999999,39.0,1025.83,0.0960476,1.0,411338.5999999999,38.513510000000004,16.0,4947.6,0.463242,3.0,47.404,0.00443842,1.0,1189.49,0.111372,1.0,resnet34.onnx
653374.3000000002,60.989418,17.0,1071291.658,100.00001808,39.0,1016.56,0.0948912,1.0,410724.5999999999,38.339189999999995,16.0,4915.93,0.458879,3.0,44.768,0.00417888,1.0,1215.5,0.113461,1.0,resnet34.onnx
650788.2999999999,60.721652999999996,17.0,1071755.938,99.99995348,39.0,1020.52,0.0952198,1.0,413496.10000000003,38.58117,16.0,5186.92,0.483964,3.0,51.398,0.00479568,1.0,1212.7,0.113151,1.0,resnet34.onnx
666245.9,61.07473399999999,17.0,1090870.0069999998,99.99999390999999,39.0,1015.5,0.0930912,1.0,417447.7,38.2674,16.0,4900.23,0.449203,3.0,45.737,0.00419271,1.0,1214.94,0.111373,1.0,resnet34.onnx
651133.5000000001,60.873525,17.0,1069649.6709999999,100.00001551000003,39.0,1017.34,0.0951098,1.0,411165.00000000006,38.43924,16.0,5073.65,0.474329,3.0,44.751,0.00418371,1.0,1215.43,0.113628,1.0,resnet34.onnx
649399.2000000001,60.844013,17.0,1067317.2970000003,99.99994658000001,39.0,1026.49,0.0961747,1.0,410844.19999999995,38.493159999999996,16.0,4788.04,0.448605,3.0,47.537,0.00445388,1.0,1211.83,0.11354,1.0,resnet34.onnx
