aggregated_duration_nnconv2dnnbiasaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddnnrelu,aggregated_count_nnconv2dnnbiasaddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_concatenateaddrsqrtmultiplyexpanddimsmultiplynegativemultiplyadd51edc2bb5499865d,aggregated_percentage_concatenateaddrsqrtmultiplyexpanddimsmultiplynegativemultiplyadd51edc2bb5499865d,aggregated_count_concatenateaddrsqrtmultiplyexpanddimsmultiplynegativemultiplyadd51edc2bb5499865d,aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,aggregated_duration_nnpad,aggregated_percentage_nnpad,aggregated_count_nnpad,aggregated_duration_nnavgpool2d,aggregated_percentage_nnavgpool2d,aggregated_count_nnavgpool2d,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
1035998.3899999994,20.217294100000014,79.0,5124314.052999998,99.99999108000007,251.0,1528.41,0.0298267,1.0,52715.23499999999,1.0287278599999998,82.0,4024034.889999998,78.52826960000004,81.0,1703.768,0.03324869,3.0,894.885,0.017463509999999998,3.0,161.755,0.00315662,1.0,7276.72,0.142004,1.0,densenet161.onnx
1080762.33,20.4160042,79.0,5293702.8889999995,100.00000650000004,251.0,1491.75,0.0281798,1.0,52628.25399999999,0.99416663,82.0,4149029.9199999995,78.3767075,81.0,1614.7600000000002,0.03050336,3.0,881.098,0.016644270000000003,3.0,164.197,0.00310174,1.0,7130.58,0.134699,1.0,densenet161.onnx
1080061.77,20.911900299999996,79.0,5164817.8110000035,99.99998547999992,251.0,1524.3,0.0295132,1.0,52645.50400000001,1.01931019,82.0,4020618.6300000004,77.84627099999992,81.0,1710.6699999999998,0.0331216,3.0,924.4820000000001,0.017899599999999998,3.0,164.375,0.00318259,1.0,7168.08,0.138787,1.0,densenet161.onnx
1077364.9500000007,20.393863800000013,79.0,5282788.027000001,100.00001706000003,251.0,1530.9,0.0289789,1.0,52526.685,0.9942990799999993,82.0,4141452.6799999997,78.39523200000004,81.0,1686.383,0.03192218,3.0,918.418,0.0173851,3.0,163.291,0.003091,1.0,7144.72,0.135245,1.0,densenet161.onnx
1039558.4100000001,20.300364600000012,79.0,5120888.898999997,99.99999987000001,251.0,1529.13,0.0298606,1.0,52680.054000000026,1.0287284999999997,82.0,4017346.1599999983,78.45015820000002,81.0,1533.6979999999999,0.0299498,3.0,919.9079999999999,0.01796383,3.0,159.789,0.00312034,1.0,7161.75,0.139854,1.0,densenet161.onnx
1079389.34,20.373894599999993,79.0,5297905.135,100.00001431999992,251.0,1537.23,0.0290158,1.0,52636.76200000001,0.99353874,82.0,4154398.930000001,78.41588969999998,81.0,1700.197,0.03209191,3.0,922.298,0.01740873,3.0,163.008,0.00307684,1.0,7157.37,0.135098,1.0,densenet161.onnx
1077851.15,20.853009299999986,79.0,5168801.187999999,99.99999725999999,251.0,1529.95,0.0295998,1.0,52574.409000000036,1.0171486999999997,82.0,4026872.1499999994,77.90728340000001,81.0,1707.326,0.033031370000000004,3.0,920.234,0.01780362,3.0,162.769,0.00314907,1.0,7183.2,0.138972,1.0,densenet161.onnx
1079253.8000000003,20.41312869999999,79.0,5287056.613999998,100.00000379999996,251.0,1525.96,0.0288621,1.0,52689.32799999999,0.99657141,82.0,4143472.589999999,78.37012659999996,81.0,1710.236,0.03234756,3.0,921.096,0.01742172,3.0,160.394,0.00303371,1.0,7323.21,0.138512,1.0,densenet161.onnx
1039484.5500000009,20.276016800000004,79.0,5126672.759,100.00001038000009,251.0,1522.13,0.0296904,1.0,52725.484999999986,1.02845457,82.0,4022848.6599999997,78.46899670000005,81.0,1707.8310000000001,0.03331263,3.0,929.169,0.01812421,3.0,162.724,0.00317407,1.0,7292.21,0.142241,1.0,densenet161.onnx
1078579.77,20.411199900000003,79.0,5284255.443000001,99.99999545999992,251.0,1536.49,0.0290768,1.0,52586.473,0.9951542400000001,82.0,4141732.2300000004,78.37872060000002,81.0,1546.899,0.029273709999999998,3.0,921.193,0.0174328,3.0,164.098,0.00310541,1.0,7188.29,0.136032,1.0,densenet161.onnx
1077843.4399999997,20.8835755,79.0,5161199.331999998,100.00000875999997,251.0,1496.38,0.0289928,1.0,52601.55999999999,1.0191727399999997,82.0,4019290.42,77.87514309999997,81.0,1703.0700000000002,0.03299756,3.0,922.0260000000001,0.01786457,3.0,169.106,0.00327649,1.0,7173.33,0.138986,1.0,densenet161.onnx
1076307.27,20.376460799999993,79.0,5282110.701999999,100.00002575000002,251.0,1529.99,0.0289655,1.0,52635.75799999999,0.9964909300000004,82.0,4141668.639999999,78.4093767,81.0,1700.206,0.03218806,3.0,923.76,0.017488459999999997,3.0,164.078,0.0031063,1.0,7181.0,0.135949,1.0,densenet161.onnx
1036837.8700000002,20.227389699999996,79.0,5125908.129000002,99.99999610000002,251.0,1539.59,0.0300354,1.0,52647.23799999999,1.0270806400000003,82.0,4024930.4900000007,78.52132170000003,81.0,1702.6170000000002,0.03321587,3.0,921.628,0.0179798,3.0,163.106,0.00318199,1.0,7165.59,0.139791,1.0,densenet161.onnx
1076479.54,20.351367200000002,79.0,5289472.743999995,100.0000114400001,251.0,1529.28,0.0289118,1.0,52675.07099999998,0.9958477500000004,82.0,4148854.0300000007,78.43606220000002,81.0,1672.581,0.03162095,3.0,916.239,0.01732194,3.0,160.673,0.0030376,1.0,7185.33,0.135842,1.0,densenet161.onnx
1078061.3,20.88834779999998,79.0,5161063.655000001,99.99998001,251.0,1529.75,0.0296401,1.0,52710.40199999999,1.0213085899999998,82.0,4018659.1199999982,77.8649273,81.0,1706.341,0.03306184,3.0,921.884,0.01786229,3.0,164.488,0.00318709,1.0,7310.37,0.141645,1.0,densenet161.onnx
1078432.4700000002,20.340060099999995,79.0,5302011.271999994,100.00002211999993,251.0,1526.31,0.0287873,1.0,52728.89099999998,0.9945072699999999,82.0,4159204.409999999,78.44581189999997,81.0,1707.056,0.03219637,3.0,923.314,0.017414409999999998,3.0,164.191,0.00309677,1.0,7324.63,0.138148,1.0,densenet161.onnx
1038663.6799999997,20.324459300000008,79.0,5110411.565000002,99.99997389999994,251.0,1529.36,0.0299263,1.0,52674.464000000014,1.0307284199999998,82.0,4007432.849999999,78.41700450000002,81.0,1705.706,0.03337703,3.0,927.911,0.01815727,3.0,164.764,0.00322408,1.0,7312.83,0.143097,1.0,densenet161.onnx
