aggregated_duration_nnconv2dnnbiasaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddnnrelu,aggregated_count_nnconv2dnnbiasaddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnconv2dnnbiasadd,aggregated_percentage_nnconv2dnnbiasadd,aggregated_count_nnconv2dnnbiasadd,aggregated_duration_nnconv2dnnbiasaddadd,aggregated_percentage_nnconv2dnnbiasaddadd,aggregated_count_nnconv2dnnbiasaddadd,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
128831.99399999998,69.08180899999998,35.0,186491.94199999998,100.00001999999998,54.0,21686.243000000002,11.628515,7.0,32332.129999999997,17.337028,10.0,98.035,0.052568,1.0,3543.54,1.9001,1.0,mnasnet1_3.onnx
128917.47799999999,69.05489,35.0,186688.38699999993,99.99999899999999,54.0,22053.424,11.812959,7.0,32084.510000000002,17.186139999999998,10.0,100.065,0.0536,1.0,3532.91,1.89241,1.0,mnasnet1_3.onnx
128887.65499999998,69.21195999999999,35.0,186221.71399999998,100.000021,54.0,21522.175000000003,11.557292,7.0,32174.15,17.27733,10.0,95.474,0.051269,1.0,3542.26,1.90217,1.0,mnasnet1_3.onnx
129220.09200000002,69.11798200000001,35.0,186955.826,99.99999930000001,54.0,22148.599000000002,11.846966,7.0,31950.37,17.089798,10.0,97.485,0.0521433,1.0,3539.28,1.89311,1.0,mnasnet1_3.onnx
128109.57300000002,69.10370599999999,35.0,185387.456,100.0000239,54.0,21577.970999999998,11.639393000000002,7.0,32087.249999999996,17.308217,10.0,97.992,0.0528579,1.0,3514.67,1.89585,1.0,mnasnet1_3.onnx
129421.65100000001,68.962667,35.0,187669.164,99.99998550000002,54.0,22117.148,11.785172,7.0,32505.7,17.320736999999998,10.0,96.705,0.0515295,1.0,3527.96,1.87988,1.0,mnasnet1_3.onnx
128842.204,68.714765,35.0,187502.97599999997,100.00004149999997,54.0,22640.262000000002,12.074628,7.0,32376.030000000002,17.266958,10.0,99.94,0.0533005,1.0,3544.54,1.89039,1.0,mnasnet1_3.onnx
128529.919,68.91082,35.0,186516.28799999994,100.00001060000001,54.0,22401.467,12.010466000000001,7.0,31950.1,17.129939999999998,10.0,98.172,0.0526346,1.0,3536.63,1.89615,1.0,mnasnet1_3.onnx
127789.24399999995,69.09409600000002,35.0,184949.56399999998,99.99999500000003,54.0,21546.104,11.649723000000002,7.0,31975.879999999997,17.288978,10.0,96.836,0.052358,1.0,3541.5,1.91484,1.0,mnasnet1_3.onnx
128481.28000000003,69.12458299999999,35.0,185869.169,99.9999984,54.0,21594.885,11.61833,7.0,32161.300000000003,17.303185,10.0,98.214,0.0528404,1.0,3533.49,1.90106,1.0,mnasnet1_3.onnx
