aggregated_duration_nnconv2dnnbiasaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddnnrelu,aggregated_count_nnconv2dnnbiasaddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnconv2dnnbiasadd,aggregated_percentage_nnconv2dnnbiasadd,aggregated_count_nnconv2dnnbiasadd,aggregated_duration_concatenatereshapetransposereshape,aggregated_percentage_concatenatereshapetransposereshape,aggregated_count_concatenatereshapetransposereshape,aggregated_duration_stridedslice,aggregated_percentage_stridedslice,aggregated_count_stridedslice,aggregated_duration_stridedsliceconcatenatereshapetransposereshape,aggregated_percentage_stridedsliceconcatenatereshapetransposereshape,aggregated_count_stridedsliceconcatenatereshapetransposereshape,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
57021.327000000005,77.79726199999999,37.0,73294.77799999998,99.99999470000003,88.0,389.038,0.530785,1.0,8635.213,11.781476000000001,19.0,654.78,0.893351,3.0,699.5419999999998,0.9544217,13.0,2718.5199999999995,3.7090229999999997,13.0,83.898,0.114466,1.0,3092.46,4.21921,1.0,shufflenet_v2_x1_5.onnx
56962.11300000001,77.67726299999998,37.0,73331.75600000001,100.00000039999998,88.0,380.798,0.519281,1.0,8669.132000000001,11.821813000000002,19.0,652.4670000000001,0.889747,3.0,699.318,0.9536364000000003,13.0,2715.7889999999998,3.7034299999999996,13.0,86.759,0.11831,1.0,3165.38,4.31652,1.0,shufflenet_v2_x1_5.onnx
57003.640999999996,77.67433100000001,37.0,73387.96399999999,99.99996540000001,88.0,390.483,0.532081,1.0,8660.963000000002,11.801611,19.0,653.845,0.890944,3.0,720.1119999999999,0.9812404000000001,13.0,2719.173,3.705205,13.0,83.077,0.113203,1.0,3156.67,4.30135,1.0,shufflenet_v2_x1_5.onnx
57457.039000000004,77.81550499999997,37.0,73837.52299999999,100.00000209999999,88.0,388.676,0.526393,1.0,8641.862000000001,11.703890999999999,19.0,652.237,0.88334,3.0,715.506,0.9690271000000001,13.0,2721.5959999999995,3.685923,13.0,87.987,0.119163,1.0,3172.62,4.29676,1.0,shufflenet_v2_x1_5.onnx
56951.19200000001,77.681817,37.0,73313.43900000001,100.00002649999996,88.0,391.541,0.534064,1.0,8658.135,11.809745999999999,19.0,653.639,0.891567,3.0,709.2930000000001,0.9674805000000001,13.0,2717.4529999999995,3.706623,13.0,83.936,0.114489,1.0,3148.25,4.29424,1.0,shufflenet_v2_x1_5.onnx
56848.282,77.592983,37.0,73264.742,100.00002149999999,88.0,389.287,0.531343,1.0,8707.506,11.884991,19.0,654.543,0.893394,3.0,708.682,0.9672894999999999,13.0,2720.2440000000006,3.712897,13.0,79.898,0.109054,1.0,3156.3,4.30807,1.0,shufflenet_v2_x1_5.onnx
57081.13100000001,77.77724699999999,37.0,73390.529,100.00000139999996,88.0,391.067,0.532857,1.0,8600.708,11.719101000000002,19.0,653.703,0.8907180000000001,3.0,714.8849999999999,0.9740824000000001,13.0,2712.543,3.6960369999999996,13.0,81.162,0.110589,1.0,3155.33,4.29937,1.0,shufflenet_v2_x1_5.onnx
57130.088,77.82981099999999,37.0,73403.86099999999,99.9999848,88.0,384.577,0.523919,1.0,8594.11,11.707971,19.0,654.9250000000001,0.8922209999999999,3.0,715.4999999999999,0.9747437999999999,13.0,2721.6480000000006,3.70777,13.0,85.353,0.116279,1.0,3117.66,4.24727,1.0,shufflenet_v2_x1_5.onnx
56942.359,77.67526899999997,37.0,73308.17399999997,99.99994939999998,88.0,394.454,0.538077,1.0,8633.750999999998,11.777337999999999,19.0,654.481,0.89278,3.0,710.394,0.9690514,13.0,2717.965,3.7075869999999997,13.0,82.11,0.112007,1.0,3172.66,4.32784,1.0,shufflenet_v2_x1_5.onnx
56878.602000000006,77.677614,37.0,73223.887,99.99996,88.0,392.851,0.536507,1.0,8669.406,11.839591999999998,19.0,656.268,0.8962490000000001,3.0,692.192,0.9453090000000001,13.0,2721.2649999999994,3.716364,13.0,80.843,0.110405,1.0,3132.46,4.27792,1.0,shufflenet_v2_x1_5.onnx
