aggregated_duration_nnconv2dnnbiasaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddnnrelu,aggregated_count_nnconv2dnnbiasaddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnconv2dnnbiasadd,aggregated_percentage_nnconv2dnnbiasadd,aggregated_count_nnconv2dnnbiasadd,aggregated_duration_nnconv2dnnbiasaddaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddaddnnrelu,aggregated_count_nnconv2dnnbiasaddaddnnrelu,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
8731884.1,93.7647661,67.0,9312549.523,100.00006915999997,107.0,1025.51,0.0110122,1.0,114539.24,1.2299456,4.0,462767.3999999999,4.969290000000002,33.0,149.863,0.00160926,1.0,2183.41,0.023446,1.0,wide_resnet101_2.onnx
8916611.920000002,93.90621870000003,67.0,9495223.853000006,99.99993033,107.0,998.417,0.0105149,1.0,116080.78,1.222518,4.0,459116.80000000005,4.835235,33.0,152.696,0.00160813,1.0,2263.24,0.0238356,1.0,wide_resnet101_2.onnx
8303358.1800000025,93.48326210000005,67.0,8882189.339000005,100.00001935000003,107.0,1023.34,0.0115212,1.0,114884.36,1.293423,4.0,460505.9,5.184595,33.0,152.849,0.00172085,1.0,2264.71,0.0254972,1.0,wide_resnet101_2.onnx
9180255.069999997,94.07588720000001,67.0,9758351.552,100.00000270000002,107.0,1018.14,0.0104335,1.0,115377.94,1.1823489,4.0,459301.5,4.70675,33.0,153.762,0.0015757,1.0,2245.14,0.0230074,1.0,wide_resnet101_2.onnx
8663854.169999998,93.77866380000005,67.0,9238616.611,99.99997016000005,107.0,1027.91,0.0111262,1.0,112548.29000000001,1.218238,4.0,458867.80000000005,4.9668470000000005,33.0,154.281,0.00166996,1.0,2164.16,0.0234252,1.0,wide_resnet101_2.onnx
8940314.580000002,93.89750420000001,67.0,9521358.093000004,100.00003243000002,107.0,1024.89,0.0107641,1.0,117065.79000000001,1.2295073,4.0,460618.4,4.837739000000002,33.0,149.593,0.00157113,1.0,2184.84,0.0229467,1.0,wide_resnet101_2.onnx
8313331.560000003,93.48055639999997,67.0,8893113.109000003,100.00000177999995,107.0,1016.91,0.0114348,1.0,117207.05,1.317953,4.0,459169.20000000007,5.163200999999999,33.0,139.709,0.00157098,1.0,2248.68,0.0252856,1.0,wide_resnet101_2.onnx
9174639.97,94.08566669999995,67.0,9751364.445,99.99996224999994,107.0,1019.15,0.0104514,1.0,114350.47,1.1726616,4.0,458935.1,4.706367999999999,33.0,156.075,0.00160055,1.0,2263.68,0.023214,1.0,wide_resnet101_2.onnx
8681204.090000002,93.71516439999996,67.0,9263389.044,99.99996228999997,107.0,1023.7,0.0110511,1.0,115103.26000000001,1.2425614999999999,4.0,463653.0,5.005223000000001,33.0,153.364,0.00165559,1.0,2251.63,0.0243067,1.0,wide_resnet101_2.onnx
8953671.710000003,93.94135560000001,67.0,9531119.255,99.99990419999999,107.0,1024.84,0.0107525,1.0,114260.95000000001,1.1988204999999998,4.0,459752.9,4.823702000000001,33.0,154.385,0.0016198,1.0,2254.47,0.0236538,1.0,wide_resnet101_2.onnx
8298807.170000003,93.50546090000006,67.0,8875215.324000001,100.00004527000009,107.0,1019.2,0.0114837,1.0,114273.84,1.2875619999999999,4.0,458689.19999999995,5.168205,33.0,157.124,0.00177037,1.0,2268.79,0.0255633,1.0,wide_resnet101_2.onnx
9167996.019999998,94.05249770000002,67.0,9747737.115,99.99994349,107.0,1014.78,0.0104104,1.0,114996.81,1.1797292000000001,4.0,461317.5999999999,4.732563,33.0,158.585,0.00162689,1.0,2253.32,0.0231163,1.0,wide_resnet101_2.onnx
8656666.12,93.68795410000001,67.0,9239891.887,99.99999928000003,107.0,1017.17,0.0110085,1.0,118378.06,1.2811641,4.0,461429.5,4.993887000000001,33.0,153.537,0.00166168,1.0,2247.5,0.0243239,1.0,wide_resnet101_2.onnx
