aggregated_duration_nnconv2dnnbiasaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddnnrelu,aggregated_count_nnconv2dnnbiasaddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnconv2dnnbiasadd,aggregated_percentage_nnconv2dnnbiasadd,aggregated_count_nnconv2dnnbiasadd,aggregated_duration_nnconv2dnnbiasaddadd,aggregated_percentage_nnconv2dnnbiasaddadd,aggregated_count_nnconv2dnnbiasaddadd,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
55263.401000000005,64.66494,35.0,85461.16099999995,100.000009,54.0,7887.951999999999,9.229875,7.0,18690.189,21.869797,10.0,98.329,0.115057,1.0,3521.29,4.12034,1.0,mnasnet0_75.onnx
55466.03099999999,64.47134,35.0,86032.128,100.00001900000001,54.0,7782.088,9.045556,7.0,19159.61,22.270288,10.0,106.099,0.123325,1.0,3518.3,4.08951,1.0,mnasnet0_75.onnx
55190.14899999998,64.54107599999999,35.0,85511.58699999998,99.999953,54.0,7869.79,9.20319,7.0,18799.781,21.985072,10.0,99.907,0.116835,1.0,3551.96,4.15378,1.0,mnasnet0_75.onnx
55218.647,64.502578,35.0,85606.928,100.00001499999998,54.0,7831.444,9.148137,7.0,18906.97,22.085786000000002,10.0,98.837,0.115454,1.0,3551.03,4.14806,1.0,mnasnet0_75.onnx
55520.480999999985,64.69425000000001,35.0,85819.80899999998,100.00002100000003,54.0,7821.64,9.114032,7.0,18827.931,21.938919999999996,10.0,101.927,0.118769,1.0,3547.83,4.13405,1.0,mnasnet0_75.onnx
55192.90799999999,64.83881499999998,35.0,85123.245,99.999982,54.0,7854.9130000000005,9.227689999999999,7.0,18412.614999999998,21.630527,10.0,103.229,0.12127,1.0,3559.58,4.18168,1.0,mnasnet0_75.onnx
55364.164,64.76790799999999,35.0,85480.87,100.00000399999999,54.0,7819.334999999999,9.147466,7.0,18659.029,21.828308000000003,10.0,100.972,0.118122,1.0,3537.37,4.1382,1.0,mnasnet0_75.onnx
55292.00300000001,64.74258499999999,35.0,85402.924,100.000029,54.0,7827.379,9.165229,7.0,18635.939000000002,21.821168999999998,10.0,99.773,0.116826,1.0,3547.83,4.15422,1.0,mnasnet0_75.onnx
55427.587999999996,64.70420000000001,35.0,85662.991,99.99992900000001,54.0,7834.754,9.146014000000001,7.0,18742.031000000003,21.878773,10.0,101.838,0.118882,1.0,3556.78,4.15206,1.0,mnasnet0_75.onnx
55510.18100000001,65.15934899999999,35.0,85191.42000000001,100.00000399999999,54.0,7822.823,9.182647000000001,7.0,18217.489999999998,21.384187999999998,10.0,101.676,0.11935,1.0,3539.25,4.15447,1.0,mnasnet0_75.onnx
55389.763,65.06788099999999,35.0,85126.06099999999,99.999942,54.0,7814.606,9.180031,7.0,18268.704999999998,21.460753,10.0,98.837,0.116107,1.0,3554.15,4.17517,1.0,mnasnet0_75.onnx
55309.91200000001,64.735028,35.0,85440.50500000002,100.000022,54.0,7819.868999999999,9.152406000000001,7.0,18655.048000000003,21.833962999999997,10.0,99.226,0.116135,1.0,3556.45,4.16249,1.0,mnasnet0_75.onnx
55187.46499999998,64.741488,35.0,85242.83699999998,99.99998099999999,54.0,7868.302,9.230449,7.0,18538.172,21.74745,10.0,99.448,0.116664,1.0,3549.45,4.16393,1.0,mnasnet0_75.onnx
55340.53,64.48453500000001,35.0,85819.83,99.99998700000002,54.0,7832.613,9.126817,7.0,19002.893,22.142769,10.0,98.784,0.115106,1.0,3545.01,4.13076,1.0,mnasnet0_75.onnx
55254.01699999999,64.888888,35.0,85151.768,100.00003,54.0,7849.992,9.218836000000001,7.0,18389.889,21.596598999999998,10.0,102.29,0.120127,1.0,3555.58,4.17558,1.0,mnasnet0_75.onnx
