aggregated_duration_nnconv2daddnnrelu,aggregated_percentage_nnconv2daddnnrelu,aggregated_count_nnconv2daddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnconv2dadd,aggregated_percentage_nnconv2dadd,aggregated_count_nnconv2dadd,aggregated_duration_concatenatereshapetransposereshape,aggregated_percentage_concatenatereshapetransposereshape,aggregated_count_concatenatereshapetransposereshape,aggregated_duration_stridedslice,aggregated_percentage_stridedslice,aggregated_count_stridedslice,aggregated_duration_stridedsliceconcatenatereshapetransposereshape,aggregated_percentage_stridedsliceconcatenatereshapetransposereshape,aggregated_count_stridedsliceconcatenatereshapetransposereshape,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
172402.48299999998,89.773464,37.0,192041.677,99.99999080000002,88.0,370.856,0.193112,1.0,11682.143999999997,6.08313,19.0,868.685,0.4523423,3.0,872.2549999999999,0.45420109999999997,13.0,3642.6940000000004,1.8968238000000004,13.0,141.53,0.0736976,1.0,2061.03,1.07322,1.0,shufflenet_v2_x2_0.onnx
172315.20700000002,89.772231,37.0,191947.139,100.00002229999998,88.0,372.019,0.193813,1.0,11676.74,6.083317000000001,19.0,869.316,0.4528936,3.0,875.632,0.4561842000000001,13.0,3639.3059999999996,1.8959946,13.0,141.079,0.0734989,1.0,2057.84,1.07209,1.0,shufflenet_v2_x2_0.onnx
172577.74500000002,89.79554799999997,37.0,192189.596,99.99997729999997,88.0,369.588,0.192304,1.0,11673.799999999997,6.074102999999999,19.0,868.855,0.452082,3.0,872.288,0.4538684,13.0,3641.1620000000003,1.8945668000000002,13.0,139.578,0.0726251,1.0,2046.58,1.06488,1.0,shufflenet_v2_x2_0.onnx
172891.71999999997,89.79566900000002,37.0,192539.01599999997,99.99998590000001,88.0,370.657,0.19251,1.0,11698.890000000001,6.076116000000001,19.0,870.383,0.452055,3.0,873.047,0.453439,13.0,3644.047,1.8926286,13.0,139.472,0.0724383,1.0,2050.8,1.06513,1.0,shufflenet_v2_x2_0.onnx
172609.937,89.776187,37.0,192266.95799999996,99.99999880000003,88.0,372.551,0.193768,1.0,11695.408000000001,6.082898999999999,19.0,869.471,0.45222,3.0,876.2519999999998,0.4557475,13.0,3641.245,1.8938472,13.0,138.394,0.0719801,1.0,2063.7,1.07335,1.0,shufflenet_v2_x2_0.onnx
172392.842,89.76515800000001,37.0,192048.714,99.99999080000002,88.0,371.92,0.193659,1.0,11703.423,6.093981,19.0,868.4680000000001,0.4522124,3.0,878.9019999999999,0.4576450999999999,13.0,3645.179,1.8980485999999999,13.0,138.48,0.0721067,1.0,2049.5,1.06718,1.0,shufflenet_v2_x2_0.onnx
172751.18,89.782152,37.0,192411.46599999996,99.9999888,88.0,371.034,0.192834,1.0,11702.832999999999,6.0821890000000005,19.0,867.803,0.45101480000000005,3.0,878.224,0.4564302,13.0,3643.4010000000007,1.8935472,13.0,141.541,0.0735616,1.0,2055.45,1.06826,1.0,shufflenet_v2_x2_0.onnx
173053.683,89.80541900000001,37.0,192698.50599999996,100.00001159999998,88.0,370.47,0.192254,1.0,11705.558999999997,6.074547999999999,19.0,871.011,0.4520074,3.0,874.284,0.4537059,13.0,3642.181,1.8900935,13.0,141.448,0.0734038,1.0,2039.87,1.05858,1.0,shufflenet_v2_x2_0.onnx
172803.55099999998,89.79337799999999,37.0,192445.81099999993,100.0000312,88.0,370.039,0.192282,1.0,11701.859999999999,6.080605,19.0,868.106,0.4510921,3.0,877.2529999999999,0.4558443,13.0,3641.4569999999994,1.8921974,13.0,138.835,0.0721424,1.0,2044.71,1.06249,1.0,shufflenet_v2_x2_0.onnx
172543.78900000005,89.78416499999999,37.0,192176.15500000003,99.9999881,88.0,369.871,0.192465,1.0,11695.646000000002,6.085903,19.0,867.361,0.4513359,3.0,871.9230000000001,0.45371030000000007,13.0,3642.652,1.895476,13.0,139.583,0.0726329,1.0,2045.33,1.0643,1.0,shufflenet_v2_x2_0.onnx
172472.55600000004,89.79065199999998,37.0,192082.93899999998,99.99997959999996,88.0,370.189,0.192724,1.0,11662.748000000001,6.071724,19.0,868.2449999999999,0.45201589999999997,3.0,877.966,0.45707659999999994,13.0,3643.519,1.8968472,13.0,139.356,0.0725499,1.0,2048.36,1.06639,1.0,shufflenet_v2_x2_0.onnx
173079.82100000003,89.798708,37.0,192742.01100000003,100.00001030000001,88.0,369.487,0.1917,1.0,11714.855000000003,6.078001,19.0,868.1859999999999,0.4504393,3.0,875.857,0.454419,13.0,3641.372,1.8892449999999996,13.0,144.013,0.074718,1.0,2048.42,1.06278,1.0,shufflenet_v2_x2_0.onnx
172573.251,89.77536199999999,37.0,192227.844,100.00000209999996,88.0,372.912,0.193995,1.0,11701.496,6.087309000000001,19.0,868.373,0.45174099999999995,3.0,872.909,0.4541012000000001,13.0,3640.858,1.8940320000000002,13.0,139.215,0.0724219,1.0,2058.83,1.07104,1.0,shufflenet_v2_x2_0.onnx
172299.31899999996,89.75927299999998,37.0,191957.15799999997,100.00001659999998,88.0,369.283,0.192378,1.0,11703.694,6.097037,19.0,869.5419999999999,0.4529875,3.0,873.04,0.45480989999999993,13.0,3643.354,1.8980036,13.0,136.976,0.0713576,1.0,2061.95,1.07417,1.0,shufflenet_v2_x2_0.onnx
172788.68699999998,89.796446,37.0,192422.62600000005,100.0000005,88.0,367.161,0.19081,1.0,11678.423999999997,6.069158999999999,19.0,868.6850000000001,0.4514467,3.0,879.1080000000001,0.45686309999999997,13.0,3641.621,1.8925123000000001,13.0,138.32,0.0718834,1.0,2060.62,1.07088,1.0,shufflenet_v2_x2_0.onnx
172913.15999999997,89.781555,37.0,192593.21400000004,100.00000490000001,88.0,371.384,0.192833,1.0,11721.573000000002,6.086180000000001,19.0,869.622,0.45153249999999995,3.0,874.8199999999999,0.4542318000000001,13.0,3640.5499999999997,1.8902785,13.0,137.635,0.0714641,1.0,2064.47,1.07193,1.0,shufflenet_v2_x2_0.onnx
172268.18100000004,89.77613400000001,37.0,191886.38600000006,100.00000560000002,88.0,372.109,0.193921,1.0,11662.968,6.078064999999998,19.0,867.5,0.45209009999999994,3.0,878.3450000000001,0.4577421,13.0,3642.551000000001,1.8982848000000003,13.0,141.552,0.0737686,1.0,2053.18,1.07,1.0,shufflenet_v2_x2_0.onnx
172597.09399999998,89.77931999999998,37.0,192245.973,100.00001259999999,88.0,372.786,0.193911,1.0,11712.017999999998,6.092202000000001,19.0,867.868,0.45143659999999997,3.0,875.9219999999999,0.4556258,13.0,3642.5600000000004,1.8947392000000005,13.0,139.855,0.072748,1.0,2037.87,1.06003,1.0,shufflenet_v2_x2_0.onnx
172708.65899999999,89.79508299999999,37.0,192336.39899999998,99.99998289999998,88.0,373.479,0.19418,1.0,11684.079,6.074815000000001,19.0,868.761,0.45168800000000003,3.0,873.1880000000001,0.45398989999999995,13.0,3641.6730000000002,1.8933881,13.0,138.48,0.0719989,1.0,2048.08,1.06484,1.0,shufflenet_v2_x2_0.onnx
172946.89,89.79291600000002,37.0,192606.40000000002,100.00000249999997,88.0,371.898,0.193087,1.0,11703.506000000001,6.076382999999998,19.0,868.792,0.45107189999999997,3.0,882.741,0.4583133,13.0,3642.651000000001,1.8912412,13.0,142.452,0.0739601,1.0,2047.47,1.06303,1.0,shufflenet_v2_x2_0.onnx
172950.54200000004,89.80004099999998,37.0,192595.19899999996,100.00000609999995,88.0,369.246,0.191721,1.0,11697.805999999999,6.073773,19.0,868.757,0.45107939999999996,3.0,875.99,0.4548347,13.0,3640.045,1.8899972000000003,13.0,136.723,0.0709898,1.0,2056.09,1.06757,1.0,shufflenet_v2_x2_0.onnx
172452.64599999995,89.777248,37.0,192089.4419999999,99.9999872,88.0,372.012,0.193666,1.0,11687.041,6.084165000000003,19.0,868.196,0.45197479999999995,3.0,876.382,0.4562363,13.0,3640.4469999999997,1.8951824999999998,13.0,138.928,0.0723246,1.0,2053.79,1.06919,1.0,shufflenet_v2_x2_0.onnx
172739.374,89.78204699999996,37.0,192398.553,99.99999999999999,88.0,369.334,0.191963,1.0,11683.826000000001,6.072722,19.0,870.3620000000001,0.4523751,3.0,881.2839999999999,0.4580510999999999,13.0,3643.8680000000004,1.8939188,13.0,141.515,0.073553,1.0,2068.99,1.07537,1.0,shufflenet_v2_x2_0.onnx
172986.99899999998,89.81010200000003,37.0,192614.20999999996,100.00001480000002,88.0,366.772,0.190418,1.0,11669.271999999999,6.058366,19.0,869.8050000000001,0.45157949999999997,3.0,878.2669999999998,0.45597230000000005,13.0,3643.8559999999998,1.8917918999999999,13.0,138.769,0.0720451,1.0,2060.47,1.06974,1.0,shufflenet_v2_x2_0.onnx
172618.33299999998,89.79847300000002,37.0,192228.58100000003,100.00000050000003,88.0,373.145,0.194115,1.0,11672.485000000002,6.0721940000000005,19.0,867.812,0.4514478,3.0,871.911,0.45358019999999993,13.0,3643.836,1.8955749999999998,13.0,140.049,0.0728555,1.0,2041.01,1.06176,1.0,shufflenet_v2_x2_0.onnx
172550.49300000002,89.76843099999998,37.0,192217.30799999996,99.99998239999998,88.0,375.403,0.195301,1.0,11708.456999999999,6.0912619999999995,19.0,867.244,0.4511794,3.0,878.3119999999999,0.456937,13.0,3638.84,1.8930862000000002,13.0,136.889,0.0712158,1.0,2061.67,1.07257,1.0,shufflenet_v2_x2_0.onnx
172633.519,89.78686499999998,37.0,192270.34999999998,100.00000740000002,88.0,369.703,0.192283,1.0,11688.059000000001,6.078976,19.0,868.0430000000001,0.45147000000000004,3.0,874.8640000000001,0.45501759999999997,13.0,3638.8689999999997,1.8925809000000002,13.0,139.713,0.0726649,1.0,2057.58,1.07015,1.0,shufflenet_v2_x2_0.onnx
