aggregated_duration_nnconv2daddnnrelu,aggregated_percentage_nnconv2daddnnrelu,aggregated_count_nnconv2daddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnconv2dadd,aggregated_percentage_nnconv2dadd,aggregated_count_nnconv2dadd,aggregated_duration_concatenatereshapetransposereshape,aggregated_percentage_concatenatereshapetransposereshape,aggregated_count_concatenatereshapetransposereshape,aggregated_duration_stridedslice,aggregated_percentage_stridedslice,aggregated_count_stridedslice,aggregated_duration_stridedsliceconcatenatereshapetransposereshape,aggregated_percentage_stridedsliceconcatenatereshapetransposereshape,aggregated_count_stridedsliceconcatenatereshapetransposereshape,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
173022.14,89.81026299999998,37.0,192652.99699999994,100.00000620000002,88.0,370.722,0.19243,1.0,11675.414,6.060329999999999,19.0,866.914,0.44998760000000004,3.0,878.234,0.4558633,13.0,3644.2259999999997,1.8916007000000001,13.0,142.547,0.0739916,1.0,2052.8,1.06554,1.0,shufflenet_v2_x2_0.onnx
172920.78199999995,89.80300599999998,37.0,192555.70599999995,100.00001100000001,88.0,370.767,0.19255,1.0,11690.696,6.071326999999999,19.0,868.937,0.4512655,3.0,874.1569999999999,0.45397600000000005,13.0,3641.6000000000004,1.8911934,13.0,141.727,0.0736031,1.0,2047.04,1.06309,1.0,shufflenet_v2_x2_0.onnx
172555.25599999996,89.77699300000002,37.0,192204.3919999999,100.00003610000005,88.0,369.495,0.192241,1.0,11700.259,6.0874109999999995,19.0,867.732,0.45146319999999995,3.0,878.195,0.4569067,13.0,3637.727,1.8926342999999999,13.0,139.938,0.0728069,1.0,2055.79,1.06958,1.0,shufflenet_v2_x2_0.onnx
172585.60199999998,89.77270399999999,37.0,192247.234,99.99996499999999,88.0,369.64,0.192273,1.0,11691.287000000002,6.08138,19.0,869.722,0.4523973,3.0,884.5559999999999,0.4601138,13.0,3642.37,1.8946283,13.0,142.587,0.0741686,1.0,2061.47,1.0723,1.0,shufflenet_v2_x2_0.onnx
173240.779,89.78867400000001,37.0,192942.79899999994,99.99999899999997,88.0,371.936,0.19277,1.0,11719.148000000001,6.073898000000002,19.0,867.202,0.4494615,3.0,880.7860000000002,0.45650109999999994,13.0,3644.2959999999994,1.8887943999999999,13.0,141.292,0.07323,1.0,2077.36,1.07667,1.0,shufflenet_v2_x2_0.onnx
172462.09699999992,89.77481599999999,37.0,192105.2409999998,100.00002129999997,88.0,370.848,0.193044,1.0,11693.110999999999,6.086828999999998,19.0,868.7929999999999,0.45224829999999994,3.0,876.2299999999999,0.45611969999999996,13.0,3640.8100000000004,1.8952166999999998,13.0,142.672,0.0742676,1.0,2050.68,1.06748,1.0,shufflenet_v2_x2_0.onnx
172494.052,89.765214,37.0,192161.398,100.0000183,88.0,374.718,0.195002,1.0,11708.972000000002,6.093301,19.0,868.345,0.45188290000000003,3.0,878.191,0.4570071999999999,13.0,3639.174,1.8938103999999998,13.0,138.646,0.0721508,1.0,2059.3,1.07165,1.0,shufflenet_v2_x2_0.onnx
172574.30099999998,89.787322,37.0,192203.43700000003,100.00000959999998,88.0,369.408,0.192196,1.0,11677.414,6.075548999999999,19.0,867.4380000000001,0.4513131,3.0,874.081,0.45476859999999997,13.0,3638.5550000000003,1.8930737000000002,13.0,139.15,0.0723972,1.0,2063.09,1.07339,1.0,shufflenet_v2_x2_0.onnx
173202.08599999998,89.81260400000001,37.0,192848.372,100.00002690000004,88.0,369.454,0.191577,1.0,11679.310000000001,6.056214999999999,19.0,868.908,0.4505652,3.0,871.1089999999999,0.45170679999999996,13.0,3641.209999999999,1.8881195999999998,13.0,142.745,0.0740193,1.0,2073.55,1.07522,1.0,shufflenet_v2_x2_0.onnx
172558.675,89.788999,37.0,192182.39600000007,99.99998520000001,88.0,371.722,0.193421,1.0,11671.372000000003,6.07307,19.0,868.583,0.45195830000000004,3.0,873.2929999999999,0.4544085000000001,13.0,3638.1899999999996,1.8930925,13.0,139.651,0.0726659,1.0,2060.91,1.07237,1.0,shufflenet_v2_x2_0.onnx
172655.97999999998,89.78365699999998,37.0,192302.28699999992,100.00003159999997,88.0,371.743,0.193312,1.0,11702.648000000001,6.085552,19.0,869.351,0.45207509999999995,3.0,871.1659999999999,0.4530189,13.0,3644.2720000000004,1.8950732999999997,13.0,139.887,0.0727433,1.0,2047.24,1.0646,1.0,shufflenet_v2_x2_0.onnx
172706.98200000002,89.77296199999999,37.0,192382.009,100.0000126,88.0,371.521,0.193116,1.0,11708.670999999998,6.0861469999999995,19.0,868.816,0.4516092,3.0,880.382,0.4576217,13.0,3642.393,1.8933121999999998,13.0,141.044,0.0733145,1.0,2062.2,1.07193,1.0,shufflenet_v2_x2_0.onnx
173061.75400000002,89.798826,37.0,192721.65800000005,100.00000059999999,88.0,372.838,0.193459,1.0,11687.773000000001,6.064578,19.0,868.9490000000001,0.4508821,3.0,873.146,0.4530604999999999,13.0,3642.8219999999997,1.8901985999999995,13.0,142.106,0.0737364,1.0,2072.27,1.07526,1.0,shufflenet_v2_x2_0.onnx
