aggregated_duration_nnconv2daddnnrelu,aggregated_percentage_nnconv2daddnnrelu,aggregated_count_nnconv2daddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnconv2dadd,aggregated_percentage_nnconv2dadd,aggregated_count_nnconv2dadd,aggregated_duration_nnconv2daddadd,aggregated_percentage_nnconv2daddadd,aggregated_count_nnconv2daddadd,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
126480.27500000002,69.349829,35.0,182379.889,99.99992449999998,54.0,20950.631999999998,11.487366999999999,7.0,31396.01,17.214612,10.0,88.922,0.0487565,1.0,3464.05,1.89936,1.0,mnasnet1_3.onnx
126233.90400000002,69.356729,35.0,182006.6609999999,99.99999050000004,54.0,20435.369,11.22782,7.0,31792.609999999993,17.467833000000002,10.0,92.948,0.0510685,1.0,3451.83,1.89654,1.0,mnasnet1_3.onnx
126183.20700000001,69.055834,35.0,182726.31900000002,99.9999859,54.0,21337.559999999998,11.677333,7.0,31666.510000000002,17.330025000000003,10.0,89.872,0.0491839,1.0,3449.17,1.88761,1.0,mnasnet1_3.onnx
122393.21000000002,68.33788200000001,35.0,179100.09499999997,99.9999885,54.0,21739.986,12.138449,7.0,31432.27,17.550111,10.0,91.299,0.0509765,1.0,3443.33,1.92257,1.0,mnasnet1_3.onnx
126266.92600000002,69.12665600000003,35.0,182660.155,99.99997510000003,54.0,21319.97,11.671928999999999,7.0,31525.370000000003,17.259045999999998,10.0,90.059,0.0493041,1.0,3457.83,1.89304,1.0,mnasnet1_3.onnx
126058.03900000003,69.285359,35.0,181940.46800000002,100.00004619999997,54.0,20772.347,11.417109,7.0,31561.299999999996,17.347056,10.0,91.702,0.0504022,1.0,3457.08,1.90012,1.0,mnasnet1_3.onnx
125883.77799999999,68.992388,35.0,182460.34899999996,99.9999716,54.0,21295.551,11.671330000000001,7.0,31732.1,17.39122,10.0,91.93,0.0503836,1.0,3456.99,1.89465,1.0,mnasnet1_3.onnx
122643.41000000002,68.37172599999998,35.0,179377.398,100.0000129,54.0,21605.429000000004,12.044681,7.0,31570.41,17.599991,10.0,90.989,0.0507249,1.0,3467.16,1.93289,1.0,mnasnet1_3.onnx
126347.48299999998,69.109983,35.0,182820.85400000002,100.0000086,54.0,21680.897,11.859100999999999,7.0,31262.519999999997,17.100099999999998,10.0,92.534,0.0506146,1.0,3437.42,1.88021,1.0,mnasnet1_3.onnx
127042.76600000002,69.030395,35.0,184038.93600000005,100.00001360000002,54.0,21969.790999999997,11.937576,7.0,31478.679999999997,17.104355,10.0,91.739,0.0498476,1.0,3455.96,1.87784,1.0,mnasnet1_3.onnx
126447.89199999998,69.19502499999999,35.0,182741.13399999996,99.99994149999998,54.0,21609.540999999997,11.825217,7.0,31142.499999999996,17.041872,10.0,90.361,0.0494475,1.0,3450.84,1.88838,1.0,mnasnet1_3.onnx
122620.023,68.695656,35.0,178497.503,100.00000469999999,54.0,21098.118000000002,11.819849000000001,7.0,31242.31,17.502932,10.0,91.922,0.0514977,1.0,3445.13,1.93007,1.0,mnasnet1_3.onnx
126723.86400000002,69.411914,35.0,182567.834,99.99997219999999,54.0,21004.436,11.504995000000001,7.0,31298.53,17.143515,10.0,91.664,0.0502082,1.0,3449.34,1.88934,1.0,mnasnet1_3.onnx
126559.16600000001,69.16851,35.0,182972.20599999998,100.00000869999998,54.0,21272.022,11.625819,7.0,31589.370000000003,17.264594000000002,10.0,90.728,0.0495857,1.0,3460.92,1.8915,1.0,mnasnet1_3.onnx
126000.669,69.095324,35.0,182357.813,100.00003389999996,54.0,21474.757999999998,11.776167000000001,7.0,31346.839999999997,17.189749,10.0,89.636,0.0491539,1.0,3445.91,1.88964,1.0,mnasnet1_3.onnx
122281.355,68.969042,35.0,177298.87999999998,99.99999760000001,54.0,20323.733,11.462984,7.0,31155.09,17.572076,10.0,90.982,0.0513156,1.0,3447.72,1.94458,1.0,mnasnet1_3.onnx
125725.855,69.36150800000001,35.0,181261.569,99.99994580000002,54.0,20650.309999999998,11.392547,7.0,31334.91,17.287117,10.0,92.994,0.0513038,1.0,3457.5,1.90747,1.0,mnasnet1_3.onnx
126759.54299999999,69.471146,35.0,182463.64,100.0000337,54.0,20824.751,11.4131,7.0,31323.48,17.166981,10.0,90.496,0.0495967,1.0,3465.37,1.89921,1.0,mnasnet1_3.onnx
126395.12199999999,69.08628300000001,35.0,182952.56299999994,99.99999289999998,54.0,21502.806000000004,11.753203,7.0,31516.72,17.226714,10.0,89.835,0.0491029,1.0,3448.08,1.88469,1.0,mnasnet1_3.onnx
122735.025,68.60391499999999,35.0,178903.783,99.99996879999998,54.0,21369.273,11.944560000000001,7.0,31268.15,17.477616,10.0,93.205,0.0520978,1.0,3438.13,1.92178,1.0,mnasnet1_3.onnx
126482.66,69.31802499999999,35.0,182467.133,99.99997889999996,54.0,21195.232,11.615916,7.0,31233.059999999998,17.117092,10.0,90.551,0.0496259,1.0,3465.63,1.89932,1.0,mnasnet1_3.onnx
126658.44600000003,69.297474,35.0,182775.08599999998,100.0000477,54.0,21222.663,11.611356,7.0,31354.640000000003,17.154776,10.0,93.127,0.0509517,1.0,3446.21,1.88549,1.0,mnasnet1_3.onnx
