aggregated_duration_nnconv2daddnnrelu,aggregated_percentage_nnconv2daddnnrelu,aggregated_count_nnconv2daddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnconv2dadd,aggregated_percentage_nnconv2dadd,aggregated_count_nnconv2dadd,aggregated_duration_nnconv2daddadd,aggregated_percentage_nnconv2daddadd,aggregated_count_nnconv2daddadd,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
125767.99699999997,68.834746,35.0,182710.137,100.00002989999997,54.0,21997.989,12.039812000000001,7.0,31394.089999999997,17.182467,10.0,93.191,0.0510049,1.0,3456.87,1.892,1.0,mnasnet1_3.onnx
122275.565,68.12641100000002,35.0,179483.28300000005,99.99998180000004,54.0,21834.757,12.165351999999999,7.0,31815.86,17.726364,10.0,90.181,0.0502448,1.0,3466.92,1.93161,1.0,mnasnet1_3.onnx
126123.798,69.301018,35.0,181994.281,100.0000405,54.0,20929.345,11.499994000000001,7.0,31385.489999999998,17.245318,10.0,93.728,0.0515005,1.0,3461.92,1.90221,1.0,mnasnet1_3.onnx
126875.63800000002,69.36397099999999,35.0,182912.908,100.00002280000002,54.0,20876.750999999997,11.413495000000001,7.0,31609.370000000003,17.281117,10.0,92.389,0.0505098,1.0,3458.76,1.89093,1.0,mnasnet1_3.onnx
125909.438,68.76366300000001,35.0,183104.62799999997,99.99998950000001,54.0,21859.899,11.938462000000001,7.0,31782.52,17.357566000000002,10.0,90.341,0.0493385,1.0,3462.43,1.89096,1.0,mnasnet1_3.onnx
122080.93900000004,68.88525599999998,35.0,177223.55600000004,99.9999572,54.0,19956.913999999997,11.260872,7.0,31649.45,17.85847,10.0,90.613,0.0511292,1.0,3445.64,1.94423,1.0,mnasnet1_3.onnx
126181.07500000001,69.303495,35.0,182070.235,99.99998570000002,54.0,20828.349000000002,11.439738,7.0,31507.190000000002,17.304963,10.0,93.001,0.0510797,1.0,3460.62,1.90071,1.0,mnasnet1_3.onnx
126225.70199999998,69.05286999999998,35.0,182795.623,99.99995819999995,54.0,21476.019,11.748649,7.0,31546.379999999997,17.257732999999998,10.0,88.192,0.0482462,1.0,3459.33,1.89246,1.0,mnasnet1_3.onnx
126371.60900000001,69.298905,35.0,182357.24699999994,100.0000033,54.0,20920.463000000003,11.472244,7.0,31522.420000000002,17.286095,10.0,91.925,0.0504093,1.0,3450.83,1.89235,1.0,mnasnet1_3.onnx
122040.99,68.31616100000001,35.0,178641.493,100.0000088,54.0,21706.638,12.150945,7.0,31335.820000000003,17.541181,10.0,91.825,0.0514018,1.0,3466.22,1.94032,1.0,mnasnet1_3.onnx
125978.65900000004,69.144951,35.0,182195.01600000003,100.000014,54.0,21055.04,11.556320000000001,7.0,31618.959999999995,17.354478999999998,10.0,93.947,0.051564,1.0,3448.41,1.8927,1.0,mnasnet1_3.onnx
126278.587,69.189032,35.0,182512.538,100.0000322,54.0,20804.196,11.398772000000001,7.0,31864.409999999996,17.458751,10.0,92.255,0.0505472,1.0,3473.09,1.90293,1.0,mnasnet1_3.onnx
125814.29499999995,69.37790700000001,35.0,181346.36899999998,100.00002239999999,54.0,20759.000999999997,11.447156,7.0,31224.78,17.218318,10.0,92.743,0.0511414,1.0,3455.55,1.9055,1.0,mnasnet1_3.onnx
122203.81400000001,68.37521,35.0,178725.43400000004,100.0000543,54.0,21496.841999999997,12.027873,7.0,31482.170000000002,17.614815,10.0,90.768,0.0507863,1.0,3451.84,1.93137,1.0,mnasnet1_3.onnx
126891.89400000001,69.17016600000001,35.0,183448.84300000005,99.99998050000002,54.0,21243.01,11.579792999999999,7.0,31778.679999999997,17.322907999999998,10.0,91.309,0.0497735,1.0,3443.95,1.87734,1.0,mnasnet1_3.onnx
126403.46000000002,69.366739,35.0,182224.87200000003,99.999996,54.0,20840.319000000003,11.436597,7.0,31437.890000000003,17.252254,10.0,91.743,0.050346,1.0,3451.46,1.89406,1.0,mnasnet1_3.onnx
126082.75099999996,69.250201,35.0,182068.50699999993,100.00002350000003,54.0,21011.09,11.540206999999999,7.0,31433.54,17.264677,10.0,91.596,0.0503085,1.0,3449.53,1.89463,1.0,mnasnet1_3.onnx
122288.77400000002,68.582012,35.0,178310.27899999998,100.00000090000003,54.0,20804.201,11.667425999999999,7.0,31668.46,17.760298,10.0,91.054,0.0510649,1.0,3457.79,1.9392,1.0,mnasnet1_3.onnx
