aggregated_duration_nnconv2daddnnrelu,aggregated_percentage_nnconv2daddnnrelu,aggregated_count_nnconv2daddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_percentage_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_count_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnavgpool2d,aggregated_percentage_nnavgpool2d,aggregated_count_nnavgpool2d,aggregated_duration_nndenseaddnnrelu,aggregated_percentage_nndenseaddnnrelu,aggregated_count_nndenseaddnnrelu,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
77126.6,2.23722,1.0,3447430.997,100.00007048,19.0,1128350.6,32.730202,9.0,4329.999,0.12560069999999998,5.0,42.258,0.00122578,1.0,2231655.0,64.73391000000001,2.0,5926.54,0.171912,1.0,vgg13_bn.onnx
77298.0,2.25972,1.0,3420687.52,99.99996594,19.0,1121729.8,32.79252999999999,9.0,4293.86,0.12552624,5.0,42.03,0.0012287,1.0,2211184.0,64.64147,2.0,6139.83,0.179491,1.0,vgg13_bn.onnx
77215.5,2.26324,1.0,3411714.3379999995,100.00001199,19.0,1090001.7,31.948766,9.0,4322.525000000001,0.12669608,5.0,40.153,0.00117691,1.0,2233968.0,65.47939,2.0,6166.46,0.180743,1.0,vgg13_bn.onnx
86543.4,2.50657,1.0,3452663.2930000005,99.99999122,19.0,1119825.5,32.433701,9.0,4318.992,0.12509164,5.0,39.691,0.00114958,1.0,2235809.0,64.75603,2.0,6126.71,0.177449,1.0,vgg13_bn.onnx
77159.3,2.23911,1.0,3445979.9800000004,99.99998912,19.0,1122468.1,32.573268999999996,9.0,4333.505,0.1257554,5.0,40.205,0.00116672,1.0,2235832.0,64.88231,2.0,6146.87,0.178378,1.0,vgg13_bn.onnx
77250.0,2.2592,1.0,3419360.8049999997,99.99993247999998,19.0,1124302.0999999999,32.88048,9.0,4312.463,0.12611918,5.0,41.282,0.0012073,1.0,2207317.0,64.55342,2.0,6137.96,0.179506,1.0,vgg13_bn.onnx
77152.4,2.26502,1.0,3406249.981,99.99995888000001,19.0,1084749.9,31.845822,9.0,4328.527,0.12707569000000002,5.0,41.154,0.00120819,1.0,2233848.0,65.58087,2.0,6130.0,0.179963,1.0,vgg13_bn.onnx
86572.8,2.51455,1.0,3442876.9279999994,99.99996411,19.0,1124268.5999999996,32.654931000000005,9.0,4323.7210000000005,0.12558486,5.0,40.187,0.00116725,1.0,2221524.0,64.52517,2.0,6147.62,0.178561,1.0,vgg13_bn.onnx
77226.2,2.24648,1.0,3437648.509,99.99995741999999,19.0,1131664.4000000001,32.919692,9.0,4324.129999999999,0.12578734,5.0,40.739,0.00118508,1.0,2218232.0,64.52759,2.0,6161.04,0.179223,1.0,vgg13_bn.onnx
77218.1,2.24647,1.0,3437312.247,99.99999386,19.0,1126429.5,32.77066799999999,9.0,4324.797,0.1258193,5.0,40.27,0.00117156,1.0,2223159.0,64.67721999999999,2.0,6140.58,0.178645,1.0,vgg13_bn.onnx
77163.4,2.26783,1.0,3402522.1399999997,100.00002865,19.0,1082320.5,31.809354000000003,9.0,4301.043000000001,0.12640756,5.0,40.187,0.00118109,1.0,2232543.0,65.61439,2.0,6154.01,0.180866,1.0,vgg13_bn.onnx
