aggregated_duration_nnconv2daddnnrelu,aggregated_percentage_nnconv2daddnnrelu,aggregated_count_nnconv2daddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_percentage_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_count_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnavgpool2d,aggregated_percentage_nnavgpool2d,aggregated_count_nnavgpool2d,aggregated_duration_nndenseaddnnrelu,aggregated_percentage_nndenseaddnnrelu,aggregated_count_nndenseaddnnrelu,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
89650.5,2.55266,1.0,3512046.002,100.00003831000001,19.0,1143722.2,32.565736,9.0,4336.782,0.12348322999999999,5.0,39.97,0.00113808,1.0,2268057.0,64.57936,2.0,6239.55,0.177661,1.0,vgg13.onnx
89569.5,2.56811,1.0,3487761.343,100.00003878999999,19.0,1136921.9000000001,32.597481,9.0,4327.733,0.12408354,5.0,40.92,0.00117325,1.0,2250504.0,64.52577,2.0,6397.29,0.183421,1.0,vgg13.onnx
89467.4,2.5729,1.0,3477297.5779999997,99.99998674999999,19.0,1097081.9,31.549785999999997,9.0,4322.660000000001,0.12431099999999999,5.0,40.328,0.00115975,1.0,2279986.0,65.56779999999999,2.0,6399.29,0.18403,1.0,vgg13.onnx
87030.1,2.49408,1.0,3489469.3269999996,100.00003799000001,19.0,1139444.7,32.653895,9.0,4345.549,0.12453338000000001,5.0,40.848,0.00117061,1.0,2252213.0,64.54309,2.0,6395.13,0.183269,1.0,vgg13.onnx
89595.5,2.54338,1.0,3522699.5779999997,99.99998218000002,19.0,1144657.4999999998,32.493795999999996,9.0,4327.613,0.12284947,5.0,41.135,0.00116771,1.0,2277681.0,64.6572,2.0,6396.83,0.181589,1.0,vgg13.onnx
89584.0,2.54445,1.0,3520763.154,99.9999377,19.0,1148262.7,32.614011999999995,9.0,4334.542,0.12311351000000001,5.0,40.742,0.00115719,1.0,2272117.0,64.53474,2.0,6424.17,0.182465,1.0,vgg13.onnx
89572.8,2.58357,1.0,3467015.096,100.00002029,19.0,1094072.5,31.556566999999998,9.0,4345.902,0.12534983,5.0,39.644,0.00114346,1.0,2272563.0,65.54818,2.0,6421.25,0.18521,1.0,vgg13.onnx
87075.2,2.49969,1.0,3483436.629,99.99991488,19.0,1137537.7,32.65559100000001,9.0,4332.74,0.12438105,5.0,41.029,0.00117783,1.0,2248050.0,64.53535,2.0,6399.96,0.183725,1.0,vgg13.onnx
89796.1,2.56476,1.0,3501152.448,99.9999966,19.0,1146115.9,32.735453,9.0,4324.560999999999,0.12351835,5.0,40.517,0.00115725,1.0,2254468.0,64.3921,2.0,6407.37,0.183008,1.0,vgg13.onnx
89525.4,2.55249,1.0,3507378.3279999997,100.00006956000001,19.0,1140105.9,32.506017,9.0,4347.484,0.12395272000000002,5.0,40.294,0.00114884,1.0,2266953.0,64.63381,2.0,6406.25,0.182651,1.0,vgg13.onnx
89524.3,2.58694,1.0,3460629.418,100.00001819,19.0,1098930.0,31.755259000000002,9.0,4338.287,0.12536121,5.0,39.831,0.00115098,1.0,2261369.0,65.34556,2.0,6428.0,0.185747,1.0,vgg13.onnx
87205.6,2.53617,1.0,3438471.591,100.00005473,19.0,1135699.2999999998,33.029193,9.0,4348.094999999999,0.12645393000000002,5.0,40.636,0.0011818,1.0,2204754.0,64.12022999999999,2.0,6423.96,0.186826,1.0,vgg13.onnx
89779.3,2.54671,1.0,3525300.86,99.99999503000001,19.0,1143903.7999999998,32.448425,9.0,4320.878000000001,0.12256754,5.0,40.382,0.00114549,1.0,2280867.0,64.6999,2.0,6389.5,0.181247,1.0,vgg13.onnx
89814.0,2.56289,1.0,3504405.9960000003,100.00001482999998,19.0,1144081.7,32.646945,9.0,4294.305,0.12254024,5.0,40.041,0.00114259,1.0,2259763.0,64.48349999999999,2.0,6412.95,0.182997,1.0,vgg13.onnx
89623.9,2.59396,1.0,3455104.056,100.00001950000001,19.0,1088434.7999999998,31.502214999999996,9.0,4282.389999999999,0.12394391,5.0,40.756,0.00117959,1.0,2266324.0,65.59354,2.0,6398.21,0.185181,1.0,vgg13.onnx
