aggregated_duration_nnconv2daddnnrelu,aggregated_percentage_nnconv2daddnnrelu,aggregated_count_nnconv2daddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_concatenatemultiplyaddnnrelu,aggregated_percentage_concatenatemultiplyaddnnrelu,aggregated_count_concatenatemultiplyaddnnrelu,aggregated_duration_nncontribconv2dwinogradwithoutweighttransform,aggregated_percentage_nncontribconv2dwinogradwithoutweighttransform,aggregated_count_nncontribconv2dwinogradwithoutweighttransform,aggregated_duration_concatenateaddnnrelu,aggregated_percentage_concatenateaddnnrelu,aggregated_count_concatenateaddnnrelu,aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,aggregated_duration_nnpad,aggregated_percentage_nnpad,aggregated_count_nnpad,aggregated_duration_nnavgpool2d,aggregated_percentage_nnavgpool2d,aggregated_count_nnavgpool2d,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
560543.2559999998,48.57557410000001,99.0,1153961.545,100.00002996999984,311.0,982.784,0.0851661,1.0,41061.349,3.558295169999999,95.0,455995.9429999999,39.51570330000001,98.0,3745.768,0.3246015,7.0,84075.5,7.28582,3.0,1019.8360000000001,0.088377,3.0,538.694,0.0466822,3.0,133.255,0.0115476,1.0,5865.16,0.508263,1.0,densenet201.onnx
559866.4480000001,48.6505637,99.0,1150790.6800000002,99.99998455999997,311.0,979.684,0.0851314,1.0,41114.639,3.572729759999999,95.0,454110.0759999999,39.460705799999985,98.0,3745.411,0.3254643,7.0,83427.2,7.249560000000001,3.0,1018.7800000000001,0.0885288,3.0,540.923,0.0470045,3.0,134.439,0.0116823,1.0,5853.08,0.508614,1.0,densenet201.onnx
559463.2469999999,48.564621800000005,99.0,1151996.6700000002,99.99997250999996,311.0,977.533,0.0848555,1.0,41127.10700000002,3.5700721100000004,95.0,457315.03499999986,39.697607100000006,98.0,3753.504,0.3258255,7.0,81803.6,7.10103,3.0,1018.197,0.0883853,3.0,541.864,0.0470369,3.0,133.923,0.0116253,1.0,5862.66,0.508913,1.0,densenet201.onnx
554330.5370000001,48.4104929,99.0,1145062.1320000002,99.99997622999985,311.0,978.252,0.0854322,1.0,41084.227000000006,3.5879463299999994,95.0,454774.40499999997,39.716138900000004,98.0,3755.069,0.3279361,7.0,82586.7,7.21242,3.0,1020.317,0.0891058,3.0,543.7139999999999,0.047483399999999995,3.0,132.491,0.0115706,1.0,5856.42,0.51145,1.0,densenet201.onnx
558922.2230000003,48.57802629999999,99.0,1150565.0329999994,99.99996809999996,311.0,980.875,0.0852516,1.0,41122.63899999999,3.5741256000000017,95.0,456317.3869999999,39.66028970000003,98.0,3739.8910000000005,0.3250478,7.0,81923.3,7.12027,3.0,1034.789,0.0899374,3.0,543.053,0.0471988,3.0,130.956,0.0113819,1.0,5849.92,0.508439,1.0,densenet201.onnx
559581.5070000002,48.71048040000001,99.0,1148790.827999999,100.00001827000006,311.0,979.683,0.0852795,1.0,41070.188,3.575079670000002,95.0,453674.6230000001,39.49150040000001,98.0,3755.465,0.3269058,7.0,82175.8,7.15325,3.0,1016.8480000000001,0.0885146,3.0,535.4100000000001,0.046606400000000006,3.0,131.094,0.0114115,1.0,5870.21,0.51099,1.0,densenet201.onnx
560347.9079999998,48.621472600000004,99.0,1152469.9110000017,99.99997250000011,311.0,980.182,0.0850505,1.0,41107.901999999995,3.5669385000000005,95.0,458042.158,39.74436959999997,98.0,3751.5020000000004,0.32551779999999997,7.0,80702.6,7.00258,3.0,1013.975,0.0879827,3.0,542.711,0.047091,3.0,132.013,0.0114548,1.0,5848.96,0.507515,1.0,densenet201.onnx
553916.377,48.35263369999998,99.0,1145575.1300000013,99.99995330999991,311.0,981.838,0.085707,1.0,41091.926999999996,3.5870137099999995,95.0,454525.4710000001,39.67662170000002,98.0,3740.0159999999996,0.3264745,7.0,83768.3,7.312340000000001,3.0,1016.8030000000001,0.0887592,3.0,540.4259999999999,0.0471751,3.0,135.022,0.0117864,1.0,5858.95,0.511442,1.0,densenet201.onnx
559274.5179999999,48.655120300000014,99.0,1149467.676,100.00002856000008,311.0,980.198,0.0852741,1.0,41121.969000000034,3.5774789599999983,95.0,455744.58999999997,39.64831199999998,98.0,3750.5440000000003,0.3262851,7.0,81067.2,7.05259,3.0,1000.943,0.0870788,3.0,536.409,0.046665899999999996,3.0,131.055,0.0114014,1.0,5860.25,0.509822,1.0,densenet201.onnx
558806.639,48.573442300000025,99.0,1150436.758,100.00000734999995,311.0,976.369,0.0848694,1.0,41073.590999999986,3.57026095,95.0,454247.24399999995,39.4847649,98.0,3765.4759999999997,0.3273088,7.0,84023.1,7.30358,3.0,1014.6210000000001,0.0881944,3.0,538.016,0.0467662,3.0,130.752,0.0113654,1.0,5860.95,0.509455,1.0,densenet201.onnx
559098.391,48.62065710000001,99.0,1149919.05,99.9999755400001,311.0,985.772,0.0857254,1.0,41094.83800000001,3.573716939999999,95.0,457546.5680000001,39.789443799999994,98.0,3740.147,0.3252529,7.0,79898.6,6.9482,3.0,1023.4870000000001,0.08900519999999999,3.0,544.111,0.0473173,3.0,131.676,0.0114509,1.0,5855.46,0.509206,1.0,densenet201.onnx
555623.864,48.59687209999998,99.0,1143332.9219999998,100.00003429999997,311.0,982.058,0.0858944,1.0,41107.249,3.5953880000000003,95.0,454894.92099999986,39.78675399999999,98.0,3753.9840000000004,0.328337,7.0,79417.2,6.94612,3.0,1018.0550000000001,0.0890428,3.0,545.4060000000001,0.0477033,3.0,134.715,0.0117827,1.0,5855.47,0.51214,1.0,densenet201.onnx
560035.4550000002,48.57919059999998,99.0,1152829.2839999993,99.99996400000002,311.0,974.968,0.0845718,1.0,41101.331999999995,3.5652568999999996,95.0,457283.17500000005,39.66616419999998,98.0,3744.033,0.3247692,7.0,82145.5,7.1255500000000005,3.0,1018.461,0.0883444,3.0,548.731,0.0475987,3.0,132.509,0.0114942,1.0,5845.12,0.507024,1.0,densenet201.onnx
560061.5050000004,48.768544099999986,99.0,1148407.5599999996,100.00000752000003,311.0,982.877,0.0855861,1.0,41074.76600000002,3.5766738200000003,95.0,453396.04299999983,39.480399499999976,98.0,3752.0999999999995,0.32672260000000003,7.0,81602.8,7.10574,3.0,1019.3539999999999,0.0887624,3.0,533.3290000000001,0.046440800000000004,3.0,133.206,0.0115992,1.0,5851.58,0.509539,1.0,densenet201.onnx
560443.279,48.70567829999999,99.0,1150673.2149999994,99.9999769,311.0,973.486,0.0846014,1.0,41079.960999999996,3.570079500000001,95.0,455987.71099999995,39.62788340000001,98.0,3758.6929999999998,0.32665200000000005,7.0,80897.40000000001,7.03045,3.0,1018.1290000000001,0.08848110000000001,3.0,539.021,0.046844,3.0,132.445,0.0115102,1.0,5843.09,0.507797,1.0,densenet201.onnx
556686.3009999996,48.834275799999986,99.0,1139950.5480000004,100.00003466999995,311.0,983.377,0.0862649,1.0,41101.16399999999,3.605521470000001,95.0,452206.16699999996,39.66893990000002,98.0,3748.706,0.3288483,7.0,77683.1,6.8146,3.0,1018.7459999999999,0.08936759999999999,3.0,541.172,0.047473299999999996,3.0,131.145,0.0115044,1.0,5850.67,0.513239,1.0,densenet201.onnx
559992.245,48.4685774,99.0,1155371.0230000005,99.99997064000011,311.0,977.392,0.0845955,1.0,41084.229,3.55593434,95.0,457593.6689999996,39.60577920000003,98.0,3759.3320000000003,0.32537819999999995,7.0,84430.6,7.30766,3.0,1016.318,0.08796459999999999,3.0,539.531,0.046697699999999995,3.0,132.587,0.0114757,1.0,5845.12,0.505908,1.0,densenet201.onnx
559684.4139999999,48.697876400000006,99.0,1149300.2179999992,100.00004868999996,311.0,979.123,0.085193,1.0,41101.64400000003,3.576232090000001,95.0,454031.63700000016,39.5050661,98.0,3754.02,0.3266353,7.0,82201.4,7.1523,3.0,1015.4449999999999,0.0883534,3.0,538.2769999999999,0.0468352,3.0,132.678,0.0115442,1.0,5861.58,0.510013,1.0,densenet201.onnx
559377.9059999997,48.4825428,99.0,1153770.305999999,99.99993150000006,311.0,977.244,0.0847001,1.0,41126.989,3.5645717999999986,95.0,456781.25800000015,39.59031500000001,98.0,3757.2029999999995,0.3256458,7.0,84219.9,7.29953,3.0,1009.7099999999999,0.0875139,3.0,536.087,0.046464000000000005,3.0,134.969,0.0116981,1.0,5849.04,0.50695,1.0,densenet201.onnx
553838.3789999998,48.51756159999999,99.0,1141522.0190000006,100.00003216999991,311.0,981.643,0.0859942,1.0,41116.475999999995,3.601900470000001,95.0,453682.3729999999,39.74364250000001,98.0,3748.241,0.3283547,7.0,80599.3,7.06069,3.0,1018.031,0.0891819,3.0,540.364,0.0473371,3.0,132.242,0.0115847,1.0,5864.97,0.513785,1.0,densenet201.onnx
