aggregated_duration_nnconv2daddnnrelu,aggregated_percentage_nnconv2daddnnrelu,aggregated_count_nnconv2daddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_percentage_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_count_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_duration_nnconv2dadd,aggregated_percentage_nnconv2dadd,aggregated_count_nnconv2dadd,aggregated_duration_nnconv2daddaddnnrelu,aggregated_percentage_nnconv2daddaddnnrelu,aggregated_count_nnconv2daddaddnnrelu,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
1075101.5,53.52525300000002,54.0,2008588.4390000002,100.00002277999998,158.0,974.064,0.0484949,1.0,495473.26000000007,24.667739,47.0,100964.64,5.026641,4.0,333851.0300000001,16.621173,50.0,137.365,0.00683888,1.0,2086.58,0.103883,1.0,resnet152.onnx
0.0,nan,54.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,47.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
1080985.4,53.67375399999999,54.0,2013992.454,99.99999193,158.0,975.258,0.0484241,1.0,492988.3599999999,24.478152000000012,47.0,102649.26999999999,5.096815,4.0,334165.06999999995,16.592166000000006,50.0,140.976,0.00699983,1.0,2088.12,0.103681,1.0,resnet152.onnx
0.0,nan,54.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,47.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
1086954.6799999992,53.77675599999999,54.0,2021234.7950000006,99.99999617000005,158.0,981.407,0.0485548,1.0,495773.25,24.528237,47.0,102124.63,5.052587,4.0,333175.6099999998,16.483769000000006,50.0,140.928,0.00697237,1.0,2084.29,0.10312,1.0,resnet152.onnx
0.0,nan,54.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,47.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
1078527.5899999996,53.661018000000006,54.0,2009890.5439999995,100.00000002000003,158.0,980.899,0.0488036,1.0,492508.90999999986,24.50426000000001,47.0,101740.03,5.061971,4.0,333892.56000000006,16.612471000000003,50.0,141.545,0.00704242,1.0,2099.01,0.104434,1.0,resnet152.onnx
0.0,nan,54.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,47.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
1080080.9200000004,53.605681,54.0,2014862.2579999994,100.00000365999999,158.0,975.407,0.0484106,1.0,495453.46,24.58995,47.0,102073.45999999999,5.06603,4.0,334034.70000000007,16.578544,50.0,139.611,0.00692906,1.0,2104.7,0.104459,1.0,resnet152.onnx
0.0,nan,54.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,47.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
