aggregated_duration_nnconv2daddnnrelu,aggregated_percentage_nnconv2daddnnrelu,aggregated_count_nnconv2daddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_concatenatemultiplyaddnnrelu,aggregated_percentage_concatenatemultiplyaddnnrelu,aggregated_count_concatenatemultiplyaddnnrelu,aggregated_duration_nncontribconv2dwinogradwithoutweighttransform,aggregated_percentage_nncontribconv2dwinogradwithoutweighttransform,aggregated_count_nncontribconv2dwinogradwithoutweighttransform,aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,aggregated_duration_nnpad,aggregated_percentage_nnpad,aggregated_count_nnpad,aggregated_duration_nnavgpool2d,aggregated_percentage_nnavgpool2d,aggregated_count_nnavgpool2d,aggregated_duration_concatenateaddnnrelu,aggregated_percentage_concatenateaddnnrelu,aggregated_count_concatenateaddnnrelu,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
440068.785,45.34724800000001,83.0,970441.3080000001,99.99993802999997,263.0,975.937,0.100566,1.0,24638.219,2.5388683600000017,78.0,441574.3839999999,45.502414400000006,82.0,53865.7,5.55063,3.0,961.3199999999999,0.0990601,3.0,508.52000000000004,0.0524009,3.0,2871.714,0.29591847,8.0,113.569,0.0117028,1.0,4863.16,0.501129,1.0,densenet169.onnx
442445.06600000017,45.83044519999997,83.0,965395.5070000001,99.9999949400001,263.0,979.503,0.101461,1.0,24649.361999999994,2.5532925900000016,78.0,435203.75,45.080362199999996,82.0,52797.100000000006,5.46895,3.0,963.264,0.0997793,3.0,509.70500000000004,0.05279749,3.0,2875.754,0.29788376,8.0,115.793,0.0119944,1.0,4856.21,0.503029,1.0,densenet169.onnx
442927.1069999998,45.60617249999999,83.0,971200.297000001,100.00005501999995,263.0,970.48,0.0999259,1.0,24669.66799999999,2.540122009999998,78.0,440205.456,45.325959999999995,82.0,53108.100000000006,5.46829,3.0,963.154,0.0991715,3.0,504.67499999999995,0.05196409,3.0,2877.118,0.29624352,8.0,116.549,0.0120005,1.0,4857.99,0.500205,1.0,densenet169.onnx
435654.60599999997,45.398031099999976,83.0,959634.1549999987,100.00000136000001,263.0,976.76,0.101785,1.0,24651.56099999999,2.5688489299999997,78.0,435225.7770000001,45.35325730000001,82.0,53819.600000000006,5.60835,3.0,954.9590000000001,0.09951279999999998,3.0,504.92,0.05261588,3.0,2880.8549999999996,0.30020335,8.0,115.617,0.012048,1.0,4849.5,0.505349,1.0,densenet169.onnx
443937.3649999999,45.572879499999985,83.0,974126.6250000007,100.00002723000007,263.0,977.775,0.100375,1.0,24652.72399999999,2.5307518200000003,78.0,441984.1169999999,45.37235200000003,82.0,53265.8,5.4680599999999995,3.0,959.551,0.0985038,3.0,505.647,0.0519078,3.0,2873.8870000000006,0.29502201,8.0,116.129,0.0119213,1.0,4853.63,0.498254,1.0,densenet169.onnx
439538.96699999983,45.646534499999994,83.0,962917.539,99.99994470000009,263.0,981.05,0.101883,1.0,24648.509000000005,2.5597738799999994,78.0,436517.103,45.33275719999999,82.0,51903.2,5.3902,3.0,961.452,0.0998478,3.0,508.622,0.052820969999999995,3.0,2881.457,0.29924235,8.0,116.099,0.012057,1.0,4861.08,0.504828,1.0,densenet169.onnx
442093.4590000002,45.34729129999996,83.0,974907.2010000012,100.00001226000009,263.0,979.671,0.100489,1.0,24681.08799999999,2.5316343399999996,78.0,442824.63099999994,45.4222025,82.0,55031.0,5.64473,3.0,950.4449999999999,0.09749079999999999,3.0,512.223,0.0525407,3.0,2869.223,0.29430712000000003,8.0,117.471,0.0120495,1.0,4847.99,0.497277,1.0,densenet169.onnx
435625.68300000014,45.41531029999996,83.0,959205.5329999994,100.00001944000006,263.0,979.858,0.102153,1.0,24670.637999999995,2.57198655,78.0,436316.9740000001,45.487297400000024,82.0,52295.5,5.45196,3.0,960.803,0.1001665,3.0,511.174,0.0532914,3.0,2881.546,0.30040939,8.0,115.487,0.0120399,1.0,4847.87,0.505405,1.0,densenet169.onnx
440782.121,45.4562655,83.0,969683.4980000004,100.0000021399999,263.0,975.42,0.100592,1.0,24664.181999999997,2.5435305600000016,78.0,440724.40199999994,45.4503566,82.0,53210.2,5.48738,3.0,962.76,0.099286,3.0,511.663,0.0527659,3.0,2881.651,0.29717448,8.0,118.099,0.0121791,1.0,4853.0,0.500472,1.0,densenet169.onnx
441981.89,45.764918400000006,83.0,965765.2430000006,100.00001836999996,263.0,976.281,0.101089,1.0,24638.731999999996,2.5512155200000004,78.0,435959.6899999999,45.14141999999998,82.0,52874.0,5.47482,3.0,965.153,0.09993659999999999,3.0,511.65500000000003,0.0529792,3.0,2881.439,0.29835825,8.0,114.573,0.0118634,1.0,4861.83,0.503418,1.0,densenet169.onnx
441979.4410000002,45.46616420000001,83.0,972105.9170000001,100.00000876,263.0,970.088,0.0997925,1.0,24665.992000000002,2.5373781600000003,78.0,441087.5989999999,45.37446649999999,82.0,54088.2,5.56402,3.0,961.582,0.0989175,3.0,509.132,0.052374170000000005,3.0,2875.732,0.29582513,8.0,113.771,0.0117036,1.0,4854.38,0.499367,1.0,densenet169.onnx
438219.3910000001,45.546932300000016,83.0,962126.7579999996,100.00000625,263.0,977.976,0.101647,1.0,24649.47000000001,2.5619793999999985,78.0,436235.4590000001,45.340767199999995,82.0,52740.7,5.481680000000001,3.0,957.587,0.0995282,3.0,507.96700000000004,0.0527963,3.0,2872.34,0.29854084999999997,8.0,114.368,0.011887,1.0,4851.5,0.504248,1.0,densenet169.onnx
442555.0779999998,45.47500060000001,83.0,973183.4420000002,99.99998869999997,263.0,977.71,0.100465,1.0,24687.65299999999,2.5367932600000014,78.0,440848.29499999975,45.29959909999999,82.0,54795.4,5.630520000000001,3.0,957.514,0.0983899,3.0,505.154,0.051907390000000005,3.0,2881.1679999999997,0.29605584999999995,8.0,112.72,0.0115826,1.0,4862.75,0.499675,1.0,densenet169.onnx
441512.1460000001,45.792330599999985,83.0,964160.8180000002,99.99992979000008,263.0,979.836,0.101626,1.0,24678.35099999999,2.5595680100000004,78.0,436359.3200000001,45.25792049999998,82.0,51318.1,5.32256,3.0,958.7700000000001,0.0994409,3.0,507.42300000000006,0.05262852,3.0,2875.056,0.29819256,8.0,116.526,0.0120857,1.0,4855.29,0.503577,1.0,densenet169.onnx
443807.4040000001,45.505755300000004,83.0,975277.4370000012,99.99999672999999,263.0,978.76,0.100357,1.0,24682.446999999996,2.530812770000001,78.0,441891.5749999999,45.30932680000002,82.0,54591.8,5.59756,3.0,962.5450000000001,0.09869449999999999,3.0,515.388,0.0528453,3.0,2873.8099999999995,0.29466605999999995,8.0,115.288,0.011821,1.0,4858.42,0.498158,1.0,densenet169.onnx
436147.32000000007,45.48517360000001,83.0,958878.3839999997,100.00004632999999,263.0,979.885,0.102191,1.0,24607.405000000006,2.56626984,78.0,435064.763,45.372267,82.0,52744.0,5.50061,3.0,961.148,0.1002368,3.0,511.48900000000003,0.0533425,3.0,2880.683,0.30042219,8.0,116.891,0.0121904,1.0,4864.8,0.507343,1.0,densenet169.onnx
