aggregated_duration_nnconv2daddnnrelu,aggregated_percentage_nnconv2daddnnrelu,aggregated_count_nnconv2daddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_concatenatemultiplyaddnnrelu,aggregated_percentage_concatenatemultiplyaddnnrelu,aggregated_count_concatenatemultiplyaddnnrelu,aggregated_duration_nncontribconv2dwinogradwithoutweighttransform,aggregated_percentage_nncontribconv2dwinogradwithoutweighttransform,aggregated_count_nncontribconv2dwinogradwithoutweighttransform,aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,aggregated_duration_nnpad,aggregated_percentage_nnpad,aggregated_count_nnpad,aggregated_duration_nnavgpool2d,aggregated_percentage_nnavgpool2d,aggregated_count_nnavgpool2d,aggregated_duration_concatenateaddnnrelu,aggregated_percentage_concatenateaddnnrelu,aggregated_count_concatenateaddnnrelu,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
441757.372,45.480541399999986,83.0,971310.181000001,99.99998623999988,263.0,976.055,0.100489,1.0,24659.934,2.538831650000001,78.0,441400.568,45.44383390000001,82.0,53190.6,5.476179999999999,3.0,964.145,0.0992623,3.0,510.61400000000003,0.05256961,3.0,2873.8579999999997,0.29587438,8.0,114.945,0.011834,1.0,4862.09,0.50057,1.0,densenet169.onnx
440660.262,45.67351459999999,83.0,964804.7019999999,100.00000065000002,263.0,983.983,0.101988,1.0,24656.197999999997,2.5555649899999993,78.0,436455.809,45.237735900000025,82.0,52724.7,5.46481,3.0,959.896,0.0994913,3.0,513.31,0.0532035,3.0,2883.2819999999997,0.29884636,8.0,115.632,0.011985,1.0,4851.63,0.502861,1.0,densenet169.onnx
442674.4050000003,45.37406100000001,83.0,975610.5409999997,100.00000555000005,263.0,974.928,0.0999301,1.0,24663.047000000002,2.5279607499999996,78.0,442687.756,45.37548779999999,82.0,55284.2,5.66663,3.0,960.342,0.09843510000000001,3.0,513.474,0.05263110000000001,3.0,2880.015,0.2952015,8.0,116.324,0.0119232,1.0,4856.05,0.497745,1.0,densenet169.onnx
438168.67699999985,45.51803020000002,83.0,962625.4610000007,99.99994619,263.0,967.853,0.100543,1.0,24663.718000000008,2.562131819999999,78.0,435754.45399999997,45.2672965,82.0,53747.399999999994,5.583410000000001,3.0,966.373,0.10038929999999999,3.0,510.89199999999994,0.05307278,3.0,2872.978,0.29845249,8.0,117.826,0.0122401,1.0,4855.29,0.50438,1.0,densenet169.onnx
442064.929,45.449849600000015,83.0,972642.7859999998,100.00001484999991,263.0,979.04,0.100658,1.0,24643.210999999992,2.5336341500000006,78.0,442409.0290000001,45.48528639999998,82.0,53210.7,5.470739999999999,3.0,960.478,0.09874930000000001,3.0,513.62,0.0528066,3.0,2884.3909999999996,0.2965519,8.0,118.428,0.0121759,1.0,4858.96,0.499563,1.0,densenet169.onnx
441557.289,45.433850400000004,83.0,971869.3060000008,99.99998696,263.0,980.207,0.100858,1.0,24707.12699999998,2.5422266099999993,78.0,442547.20300000015,45.53562139999999,82.0,52748.8,5.42756,3.0,962.4830000000001,0.09903419999999999,3.0,508.30400000000003,0.05230171,3.0,2884.5330000000004,0.29680264,8.0,113.65,0.011694,1.0,4859.71,0.500038,1.0,densenet169.onnx
442796.02099999995,45.47881389999999,83.0,973630.5300000007,99.99998963999997,263.0,982.677,0.100929,1.0,24640.783000000007,2.53081499,78.0,442046.17500000005,45.40186120000002,82.0,53851.8,5.53104,3.0,960.91,0.0986935,3.0,508.961,0.0522746,3.0,2882.349,0.29604135,8.0,114.724,0.0117831,1.0,4846.13,0.497738,1.0,densenet169.onnx
438016.95099999994,45.53597180000001,83.0,961912.671000001,99.99995969999985,263.0,987.225,0.102632,1.0,24653.595000000005,2.562977510000001,78.0,435784.5339999999,45.3039879,82.0,53147.5,5.52519,3.0,960.2880000000001,0.0998311,3.0,506.28599999999994,0.05263326,3.0,2880.4350000000004,0.29944883000000005,8.0,115.067,0.0119623,1.0,4860.79,0.505325,1.0,densenet169.onnx
439739.4029999999,45.27212690000001,83.0,971325.2900000002,99.99999708999997,263.0,977.248,0.10061,1.0,24664.467999999993,2.5392588800000007,78.0,441516.4210000001,45.455032200000005,82.0,55087.3,5.67135,3.0,958.003,0.09862850000000001,3.0,515.381,0.0530595,3.0,2883.7079999999996,0.29688371,8.0,113.358,0.0116704,1.0,4870.0,0.501377,1.0,densenet169.onnx
440505.484,45.66778299999997,83.0,964587.6499999999,100.00004226999998,263.0,984.071,0.10202,1.0,24664.289999999997,2.556978330000002,78.0,436400.4699999999,45.24218870000002,82.0,52707.2,5.46422,3.0,963.2769999999999,0.09986410000000001,3.0,513.064,0.0531901,3.0,2882.808,0.29886434,8.0,114.146,0.0118337,1.0,4852.84,0.5031,1.0,densenet169.onnx
441956.95600000006,45.41295810000002,83.0,973195.8229999995,100.00003336999995,263.0,978.04,0.100498,1.0,24650.516999999996,2.5329452999999997,78.0,440498.6929999998,45.2631346,82.0,55818.5,5.73559,3.0,954.354,0.09806400000000001,3.0,504.03999999999996,0.05179235,3.0,2871.078,0.29501572,8.0,113.935,0.0117073,1.0,4849.71,0.498328,1.0,densenet169.onnx
435364.8089999999,45.35775660000001,83.0,959845.2280000006,99.99992956000003,263.0,973.937,0.101468,1.0,24651.646000000008,2.568292519999999,78.0,436134.3039999999,45.4379761,82.0,53411.6,5.5646,3.0,958.018,0.0998096,3.0,508.87800000000004,0.0530167,3.0,2874.824,0.29950914,8.0,115.872,0.0120719,1.0,4851.34,0.505429,1.0,densenet169.onnx
440782.1359999998,45.45243760000001,83.0,969765.8060000006,100.00000182000005,263.0,980.817,0.10114,1.0,24646.063,2.541444590000001,78.0,440598.89199999993,45.43351949999998,82.0,53436.8,5.5102899999999995,3.0,958.2479999999999,0.09881229999999999,3.0,508.895,0.052476060000000005,3.0,2876.719,0.29664047,8.0,112.816,0.0116333,1.0,4864.42,0.501608,1.0,densenet169.onnx
443543.2519999998,45.86824200000002,83.0,966993.0440000008,99.99998058000008,263.0,981.387,0.101489,1.0,24668.616999999995,2.5510662,78.0,434857.6610000001,44.97012849999999,82.0,53648.7,5.54799,3.0,953.048,0.0985579,3.0,510.13399999999996,0.0527547,3.0,2875.273,0.29734178,8.0,114.932,0.0118855,1.0,4840.04,0.500525,1.0,densenet169.onnx
442144.772,45.41962539999997,83.0,973466.4029999998,99.99998328999993,263.0,977.179,0.100381,1.0,24666.29999999999,2.53386318,78.0,441270.4970000001,45.329793499999994,82.0,55087.3,5.65888,3.0,958.968,0.0985106,3.0,508.29999999999995,0.0522154,3.0,2883.0969999999998,0.29616821,8.0,113.37,0.011646,1.0,4856.62,0.4989,1.0,densenet169.onnx
438876.04300000035,45.50626480000001,83.0,964430.1639999994,100.00000005999993,263.0,976.761,0.101279,1.0,24656.655,2.5566029199999987,78.0,436359.498,45.24531970000003,82.0,54265.899999999994,5.626720000000001,3.0,958.4809999999999,0.09938319999999999,3.0,506.876,0.052557099999999995,3.0,2874.486,0.29805023999999997,8.0,117.584,0.0121921,1.0,4837.88,0.501631,1.0,densenet169.onnx
442815.08099999995,45.57744410000002,83.0,971565.7459999993,99.99996386999993,263.0,977.191,0.100579,1.0,24664.70099999999,2.538652469999999,78.0,440390.72900000034,45.327933,82.0,53389.8,5.495229999999999,3.0,962.853,0.0991033,3.0,511.21,0.052617029999999995,3.0,2881.2780000000002,0.29656017,8.0,117.363,0.0120798,1.0,4855.54,0.499765,1.0,densenet169.onnx
443551.56100000005,45.9139372,83.0,966049.9199999998,100.00000966000005,263.0,977.932,0.10123,1.0,24653.639999999996,2.5520064499999995,78.0,434733.197,45.001115999999996,82.0,52805.7,5.46615,3.0,957.389,0.0991035,3.0,508.393,0.0526259,3.0,2883.612,0.29849530999999996,8.0,116.876,0.0120983,1.0,4861.62,0.503247,1.0,densenet169.onnx
440778.19700000016,45.37143949999999,83.0,971488.8779999998,100.00005446999991,263.0,973.576,0.100215,1.0,24623.041000000005,2.5345698200000006,78.0,443075.36,45.6078876,82.0,52732.3,5.427989999999999,3.0,958.9499999999999,0.0987094,3.0,505.047,0.051987019999999995,3.0,2873.0030000000006,0.29573193,8.0,114.774,0.0118142,1.0,4854.63,0.49971,1.0,densenet169.onnx
437692.76499999984,45.49070480000002,83.0,962158.2780000007,99.99997900000002,263.0,976.413,0.101481,1.0,24637.120000000003,2.5606084800000017,78.0,434740.3920000001,45.1838702,82.0,54801.8,5.69572,3.0,965.105,0.10030629999999999,3.0,504.77,0.052462299999999996,3.0,2872.765,0.29857492,8.0,115.738,0.012029,1.0,4851.41,0.504222,1.0,densenet169.onnx
441671.93399999983,45.34938780000001,83.0,973930.1300000006,99.99995871000009,263.0,978.884,0.100509,1.0,24647.431999999993,2.530719290000001,78.0,441723.9850000003,45.3548052,82.0,55602.8,5.70912,3.0,953.93,0.0979465,3.0,505.551,0.05190832,3.0,2872.503,0.2949394,8.0,112.861,0.0115882,1.0,4860.25,0.499035,1.0,densenet169.onnx
441209.0929999998,45.855746000000025,83.0,962167.3410000001,99.99998626000003,263.0,978.551,0.101703,1.0,24632.490000000005,2.5601046099999993,78.0,435075.558,45.21827859999998,82.0,50935.9,5.29387,3.0,962.988,0.1000852,3.0,513.9359999999999,0.0534143,3.0,2880.5540000000005,0.29938185000000006,8.0,116.111,0.0120677,1.0,4862.16,0.505335,1.0,densenet169.onnx
440716.3780000001,45.3822908,83.0,971119.9739999995,99.99998907000008,263.0,983.039,0.101227,1.0,24665.484999999997,2.5399007000000013,78.0,441920.4590000001,45.5062681,82.0,53513.100000000006,5.5104299999999995,3.0,958.496,0.09870000000000001,3.0,513.7189999999999,0.052899550000000004,3.0,2878.501,0.29641032,8.0,114.297,0.0117696,1.0,4856.5,0.500093,1.0,densenet169.onnx
438362.11699999985,45.577799200000015,83.0,961788.4180000001,100.00000447,263.0,976.181,0.101496,1.0,24650.807000000004,2.5630181399999987,78.0,435677.19399999996,45.298660699999985,82.0,52809.7,5.49079,3.0,957.0640000000001,0.0995088,3.0,500.105,0.05199741,3.0,2881.39,0.29958672000000003,8.0,115.65,0.0120245,1.0,4858.21,0.505123,1.0,densenet169.onnx
