aggregated_duration_nnconv2daddnnrelu,aggregated_percentage_nnconv2daddnnrelu,aggregated_count_nnconv2daddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_percentage_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_count_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnavgpool2d,aggregated_percentage_nnavgpool2d,aggregated_count_nnavgpool2d,aggregated_duration_nndenseaddnnrelu,aggregated_percentage_nndenseaddnnrelu,aggregated_count_nndenseaddnnrelu,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
59333.3,1.49721,1.0,3962930.181,99.99995376000001,25.0,1696221.4,42.802246000000004,15.0,4291.414,0.10828919000000001,5.0,41.237,0.00104057,1.0,2197154.0,55.44257,2.0,5888.83,0.148598,1.0,vgg19.onnx
59084.9,1.48209,1.0,3986584.5239999993,100.00000799999998,25.0,1714992.6,43.019054,15.0,4319.102,0.10834069,5.0,41.792,0.00104831,1.0,2202001.0,55.23533,2.0,6145.13,0.154145,1.0,vgg19.onnx
59060.4,1.49097,1.0,3961198.579,100.00001919,25.0,1689621.2000000002,42.654331000000006,15.0,4269.019,0.10777111000000002,5.0,40.13,0.00101308,1.0,2202031.0,55.59,2.0,6176.83,0.155934,1.0,vgg19.onnx
61701.9,1.56921,1.0,3932040.5710000005,99.99998379,25.0,1694002.7,43.082033,15.0,4312.119999999999,0.10966619,5.0,40.681,0.0010346,1.0,2165848.0,55.08201,2.0,6135.17,0.15603,1.0,vgg19.onnx
59081.8,1.483,1.0,3983931.4010000005,99.99996807999999,25.0,1711750.6,42.966294,15.0,4301.869000000001,0.10798046,5.0,40.342,0.00101262,1.0,2202596.0,55.28704,2.0,6160.79,0.154641,1.0,vgg19.onnx
59039.2,1.48587,1.0,3973380.4640000006,99.99999018899999,25.0,1710969.8,43.06074,15.0,4286.257,0.10787414999999999,5.0,39.497,0.000994039,1.0,2192896.0,55.18973999999999,2.0,6149.71,0.154772,1.0,vgg19.onnx
59212.0,1.50038,1.0,3946463.096,100.00001376999998,25.0,1689701.0000000002,42.815555999999994,15.0,4301.742,0.10900257000000001,5.0,40.854,0.0010352,1.0,2187051.0,55.41804,2.0,6156.5,0.156,1.0,vgg19.onnx
61704.5,1.55492,1.0,3968331.607,99.99996535,25.0,1692379.7999999998,42.64713199999999,15.0,4297.003,0.10828238,5.0,40.714,0.00102597,1.0,2203720.0,55.532630000000005,2.0,6189.59,0.155975,1.0,vgg19.onnx
59025.1,1.48778,1.0,3967329.432,99.99999039999999,25.0,1707350.0999999999,43.03523199999999,15.0,4299.247,0.10836625,5.0,40.195,0.00101315,1.0,2190475.0,55.21284,2.0,6139.79,0.154759,1.0,vgg19.onnx
59045.9,1.4981,1.0,3941389.545,99.99999998,25.0,1715357.1,43.521599,15.0,4292.8640000000005,0.10891753,5.0,41.481,0.00105245,1.0,2156476.0,54.71363,2.0,6176.2,0.156701,1.0,vgg19.onnx
59065.7,1.4964,1.0,3947178.3450000007,99.99996342,25.0,1690608.3,42.830867,15.0,4283.906999999999,0.10853094,5.0,39.688,0.00100548,1.0,2187033.0,55.40741,2.0,6147.75,0.15575,1.0,vgg19.onnx
61694.3,1.55603,1.0,3964850.107,99.99998977,25.0,1686119.3,42.52666400000001,15.0,4302.0779999999995,0.10850546,5.0,41.009,0.00103431,1.0,2206510.0,55.6518,2.0,6183.42,0.155956,1.0,vgg19.onnx
59076.7,1.49458,1.0,3952732.9979999997,99.99996782000001,25.0,1706450.0,43.17135000000001,15.0,4294.691000000001,0.10865122,5.0,40.737,0.0010306,1.0,2176734.0,55.0691,2.0,6136.87,0.155256,1.0,vgg19.onnx
58998.5,1.47923,1.0,3988472.0,100.00003634800002,25.0,1715816.7,43.019406999999994,15.0,4283.142,0.10738805,5.0,39.418,0.000988298,1.0,2203213.0,55.23955,2.0,6121.24,0.153473,1.0,vgg19.onnx
59181.1,1.50215,1.0,3939751.293,99.99998800000002,25.0,1689929.4,42.89429400000001,15.0,4289.476,0.10887665,5.0,41.657,0.00105735,1.0,2180155.0,55.33739,2.0,6154.66,0.15622,1.0,vgg19.onnx
61830.3,1.56053,1.0,3962132.354,99.99998287000001,25.0,1697431.5999999999,42.841333000000006,15.0,4609.775,0.11634573000000001,5.0,40.459,0.00102114,1.0,2192055.0,55.32515,2.0,6165.22,0.155603,1.0,vgg19.onnx
59105.5,1.48838,1.0,3971117.3100000005,100.00004181,25.0,1709482.6,43.047938,15.0,4301.584,0.10832179999999998,5.0,40.466,0.00101901,1.0,2192004.0,55.198679999999996,2.0,6183.16,0.155703,1.0,vgg19.onnx
59083.5,1.48562,1.0,3977042.719,100.000034,25.0,1720113.6000000003,43.251101999999996,15.0,4292.419000000001,0.10792966999999999,5.0,40.42,0.00101633,1.0,2187368.0,54.99986,2.0,6144.78,0.154506,1.0,vgg19.onnx
59140.1,1.49521,1.0,3955303.1109999996,100.00003078,25.0,1694204.3,42.833709000000006,15.0,4284.1230000000005,0.10831328999999998,5.0,40.838,0.00103249,1.0,2191519.0,55.40717,2.0,6114.75,0.154596,1.0,vgg19.onnx
61776.0,1.58012,1.0,3909578.0190000003,100.00003072000001,25.0,1693582.2000000002,43.318868,15.0,4305.214999999999,0.11011982000000001,5.0,40.304,0.0010309,1.0,2143753.0,54.83332,2.0,6121.3,0.156572,1.0,vgg19.onnx
59114.6,1.48799,1.0,3972772.406,100.00005633,25.0,1701968.9,42.84084300000001,15.0,4261.939,0.10727843,5.0,40.717,0.0010249,1.0,2201178.0,55.40665,2.0,6208.25,0.15627,1.0,vgg19.onnx
59096.2,1.49004,1.0,3966076.5039999997,100.00000187,25.0,1703591.0999999999,42.954026,15.0,4266.009,0.10756223,5.0,40.995,0.00103364,1.0,2192884.0,55.29106,2.0,6198.2,0.15628,1.0,vgg19.onnx
59108.8,1.49197,1.0,3961786.0759999994,100.00004045200001,25.0,1691989.4,42.70769899999999,15.0,4288.632,0.10824987,5.0,39.324,0.000992582,1.0,2200218.0,55.536100000000005,2.0,6141.92,0.155029,1.0,vgg19.onnx
61720.7,1.55619,1.0,3966135.211,100.00000224,25.0,1690896.5,42.633312000000004,15.0,4266.339999999999,0.10756911000000001,5.0,40.301,0.00101613,1.0,2203072.0,55.54712,2.0,6139.37,0.154795,1.0,vgg19.onnx
59145.4,1.48897,1.0,3972241.316,100.00006036,25.0,1708502.8,43.011103999999996,15.0,4301.5869999999995,0.10829148,5.0,40.949,0.00103088,1.0,2194074.0,55.235170000000004,2.0,6176.58,0.155494,1.0,vgg19.onnx
59028.6,1.48322,1.0,3979762.478,100.00005089999999,25.0,1715027.4000000004,43.09373299999999,15.0,4298.922,0.10801956,5.0,40.846,0.00102634,1.0,2195239.0,55.16008,2.0,6127.71,0.153972,1.0,vgg19.onnx
59075.5,1.50137,1.0,3934769.529,99.99994260999999,25.0,1688269.7000000004,42.906392999999994,15.0,4279.512,0.1087613,5.0,40.147,0.00102031,1.0,2176961.0,55.32626,2.0,6143.67,0.156138,1.0,vgg19.onnx
61691.8,1.56226,1.0,3948897.352,100.00001865,25.0,1693391.4999999998,42.882689000000006,15.0,4287.934,0.10858572999999999,5.0,40.078,0.00101492,1.0,2183310.0,55.289069999999995,2.0,6176.04,0.156399,1.0,vgg19.onnx
59066.6,1.49045,1.0,3962993.3029999994,99.99998840999999,25.0,1713488.9999999998,43.23722899999999,15.0,4288.383,0.10821073,5.0,40.41,0.00101968,1.0,2179979.0,55.008399999999995,2.0,6129.91,0.154679,1.0,vgg19.onnx
59061.1,1.48419,1.0,3979341.4579999996,100.00000024999999,25.0,1715114.2,43.100431,15.0,4292.6539999999995,0.10787354,5.0,41.294,0.00103771,1.0,2194724.0,55.15297,2.0,6108.21,0.153498,1.0,vgg19.onnx
59141.1,1.49719,1.0,3950151.414,100.00002125000002,25.0,1690334.9,42.791657000000015,15.0,4292.703,0.10867202,5.0,41.051,0.00103923,1.0,2190203.0,55.446059999999996,2.0,6138.66,0.155403,1.0,vgg19.onnx
61698.9,1.55705,1.0,3962553.05,99.99995197,25.0,1693613.7,42.740469000000004,15.0,4267.000000000001,0.10768325000000001,5.0,41.16,0.00103872,1.0,2196801.0,55.43898,2.0,6131.29,0.154731,1.0,vgg19.onnx
59101.0,1.48735,1.0,3973568.3150000004,99.99998268,25.0,1713214.4000000004,43.115283999999996,15.0,4280.544,0.10772539000000002,5.0,40.661,0.00102329,1.0,2190787.0,55.13396,2.0,6144.71,0.15464,1.0,vgg19.onnx
59094.8,1.48514,1.0,3979074.932,100.00002601999999,25.0,1716893.9,43.148087,15.0,4261.536999999999,0.10709856,5.0,40.605,0.00102046,1.0,2192636.0,55.104169999999996,2.0,6148.09,0.15451,1.0,vgg19.onnx
59118.1,1.49454,1.0,3955590.5900000003,99.99994611000001,25.0,1692649.1,42.791285,15.0,4303.119000000001,0.10878584999999999,5.0,41.821,0.00105726,1.0,2193343.0,55.44917,2.0,6135.45,0.155108,1.0,vgg19.onnx
61683.9,1.56507,1.0,3941297.6629999997,100.00002199999999,25.0,1689718.4000000001,42.872161,15.0,4292.513,0.10891127,5.0,40.23,0.00102073,1.0,2179389.0,55.296220000000005,2.0,6173.62,0.156639,1.0,vgg19.onnx
59089.0,1.48763,1.0,3972035.008,99.99997954999999,25.0,1707614.6,42.99096999999999,15.0,4264.973999999999,0.10737541,5.0,39.964,0.00100614,1.0,2194912.0,55.259060000000005,2.0,6114.47,0.153938,1.0,vgg19.onnx
59048.3,1.4866,1.0,3972040.3989999993,100.00002324,25.0,1710988.5,43.075846999999996,15.0,4287.677,0.10794657999999999,5.0,40.382,0.00101666,1.0,2191514.0,55.173489999999994,2.0,6161.54,0.155123,1.0,vgg19.onnx
