aggregated_duration_nnconv2daddnnrelu,aggregated_percentage_nnconv2daddnnrelu,aggregated_count_nnconv2daddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnconv2dadd,aggregated_percentage_nnconv2dadd,aggregated_count_nnconv2dadd,aggregated_duration_nnconv2daddadd,aggregated_percentage_nnconv2daddadd,aggregated_count_nnconv2daddadd,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
32948.725999999995,69.71360800000001,35.0,47262.996999999996,100.00003500000001,54.0,4943.224,10.458981999999999,7.0,5824.334,12.323242999999996,10.0,90.793,0.192102,1.0,3455.92,7.3121,1.0,mnasnet0_5.onnx
33739.553,70.14038100000002,35.0,48102.861000000004,99.99996800000001,54.0,4992.139,10.378051,7.0,5844.58,12.15018,10.0,91.379,0.189966,1.0,3435.21,7.14139,1.0,mnasnet0_5.onnx
33048.066,69.71038099999998,35.0,47407.66799999999,99.99999499999997,54.0,4954.358,10.450535,7.0,5861.954000000001,12.365,10.0,91.79,0.193619,1.0,3451.5,7.28046,1.0,mnasnet0_5.onnx
32945.112,69.632677,35.0,47312.66500000001,99.99992599999999,54.0,5000.012000000001,10.568020999999998,7.0,5823.316000000001,12.308149,10.0,91.185,0.192729,1.0,3453.04,7.29835,1.0,mnasnet0_5.onnx
32951.522,69.64067400000003,35.0,47316.475,99.99995600000001,54.0,5015.079,10.599005,7.0,5822.054,12.304481,10.0,91.65,0.193696,1.0,3436.17,7.2621,1.0,mnasnet0_5.onnx
33847.764,70.269666,35.0,48168.369999999995,99.99996899999998,54.0,4944.614,10.265267000000001,7.0,5829.035,12.101376999999998,10.0,91.457,0.189869,1.0,3455.5,7.17379,1.0,mnasnet0_5.onnx
32924.075999999994,69.622129,35.0,47289.695,100.00002499999997,54.0,4987.271000000001,10.546203,7.0,5846.6179999999995,12.363404,10.0,89.15,0.188519,1.0,3442.58,7.27977,1.0,mnasnet0_5.onnx
32915.51,69.69738799999999,35.0,47226.346,100.00003499999997,54.0,4953.755999999999,10.489391000000001,7.0,5816.192000000001,12.315558000000001,10.0,92.388,0.195628,1.0,3448.5,7.30207,1.0,mnasnet0_5.onnx
32945.977000000006,69.58433900000001,35.0,47346.826,99.99998699999999,54.0,5049.4580000000005,10.664819,7.0,5803.870000000001,12.258210000000002,10.0,92.051,0.194419,1.0,3455.47,7.2982,1.0,mnasnet0_5.onnx
33720.49100000001,69.99580999999999,35.0,48175.01900000001,100.000001,54.0,5089.442,10.564477,7.0,5818.081999999999,12.076964,10.0,90.174,0.18718,1.0,3456.83,7.17557,1.0,mnasnet0_5.onnx
33050.42599999999,69.75876799999999,35.0,47378.172999999995,99.99999000000003,54.0,4954.573,10.457488999999999,7.0,5835.430999999999,12.316707999999998,10.0,92.873,0.196025,1.0,3444.87,7.271,1.0,mnasnet0_5.onnx
33002.662,69.77685700000002,35.0,47297.432,100.000002,54.0,4943.84,10.452645,7.0,5802.959,12.2691,10.0,92.211,0.19496,1.0,3455.76,7.30644,1.0,mnasnet0_5.onnx
32929.47600000001,69.56450199999999,35.0,47336.66700000001,100.00006800000003,54.0,5041.308,10.649892999999999,7.0,5838.019,12.332976,10.0,92.684,0.195797,1.0,3435.18,7.2569,1.0,mnasnet0_5.onnx
33868.608,69.96412799999996,35.0,48408.56,100.00004199999997,54.0,5063.916,10.46079,7.0,5930.828,12.251607000000002,10.0,90.208,0.186347,1.0,3455.0,7.13717,1.0,mnasnet0_5.onnx
32960.495,69.62993599999999,35.0,47336.685000000005,100.00000899999999,54.0,5020.529,10.605991,7.0,5817.388000000001,12.28938,10.0,92.563,0.195542,1.0,3445.71,7.27916,1.0,mnasnet0_5.onnx
32906.435,69.49929700000001,35.0,47347.84999999999,99.99995,54.0,5066.807000000001,10.70124,7.0,5835.6630000000005,12.325064000000001,10.0,90.775,0.191719,1.0,3448.17,7.28263,1.0,mnasnet0_5.onnx
32959.490000000005,69.858048,35.0,47180.68799999998,100.00003199999996,54.0,4861.031,10.302997,7.0,5824.004999999999,12.344047,10.0,89.662,0.19004,1.0,3446.5,7.3049,1.0,mnasnet0_5.onnx
33770.475000000006,70.22287299999998,35.0,48090.457,100.00006999999998,54.0,4946.027,10.284848,7.0,5833.469999999999,12.130206000000001,10.0,90.445,0.188073,1.0,3450.04,7.17407,1.0,mnasnet0_5.onnx
32996.585999999996,69.61854,35.0,47396.28999999999,100.000039,54.0,4992.596,10.533729,7.0,5867.409,12.379465000000001,10.0,92.079,0.194275,1.0,3447.62,7.27403,1.0,mnasnet0_5.onnx
33021.616,69.535952,35.0,47488.541,99.99995500000001,54.0,5119.037,10.779506999999999,7.0,5810.329,12.235206999999999,10.0,91.809,0.193329,1.0,3445.75,7.25596,1.0,mnasnet0_5.onnx
32989.224,69.75660499999998,35.0,47291.873999999996,99.99997099999997,54.0,4959.205,10.48639,7.0,5819.8240000000005,12.306173,10.0,92.211,0.194983,1.0,3431.41,7.25582,1.0,mnasnet0_5.onnx
33795.348,70.25026,35.0,48107.09999999999,100.00000200000004,54.0,4944.541,10.278181,7.0,5830.023,12.118831,10.0,90.278,0.18766,1.0,3446.91,7.16507,1.0,mnasnet0_5.onnx
33062.26700000001,69.641592,35.0,47474.91300000003,100.00002400000002,54.0,5036.753000000001,10.609283999999999,7.0,5838.717999999999,12.298531,10.0,89.845,0.189247,1.0,3447.33,7.26137,1.0,mnasnet0_5.onnx
32904.83000000001,69.575204,35.0,47293.87899999999,99.99998799999999,54.0,5009.923999999999,10.593191,7.0,5841.531,12.351557,10.0,91.644,0.193776,1.0,3445.95,7.28626,1.0,mnasnet0_5.onnx
32946.101,69.58531200000002,35.0,47346.373999999996,100.00002800000001,54.0,5061.785,10.690959,7.0,5796.812,12.243406000000002,10.0,90.716,0.191601,1.0,3450.96,7.28875,1.0,mnasnet0_5.onnx
33808.708000000006,70.22670600000001,35.0,48142.195,99.99994000000001,54.0,4968.709000000001,10.320911,7.0,5834.83,12.119995000000001,10.0,92.278,0.191678,1.0,3437.67,7.14065,1.0,mnasnet0_5.onnx
32940.566,69.54576099999998,35.0,47365.30100000001,99.99998899999997,54.0,5039.404,10.639446,7.0,5844.105,12.338366999999998,10.0,90.186,0.190405,1.0,3451.04,7.28601,1.0,mnasnet0_5.onnx
32924.153,69.74085600000001,35.0,47209.269,99.99998400000003,54.0,4947.09,10.479054000000001,7.0,5788.414,12.261185,10.0,91.902,0.194669,1.0,3457.71,7.32422,1.0,mnasnet0_5.onnx
32990.74899999999,69.48840199999998,35.0,47476.656,100.00004600000001,54.0,5093.807000000001,10.729078999999999,7.0,5850.575999999999,12.323051,10.0,92.534,0.194904,1.0,3448.99,7.26461,1.0,mnasnet0_5.onnx
33641.431,70.094891,35.0,47994.17599999999,100.00005200000003,54.0,4973.0,10.361669,7.0,5829.714,12.146704999999999,10.0,91.941,0.191567,1.0,3458.09,7.20522,1.0,mnasnet0_5.onnx
