aggregated_duration_nnconv2daddnnrelu,aggregated_percentage_nnconv2daddnnrelu,aggregated_count_nnconv2daddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_percentage_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_count_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_duration_nnconv2dadd,aggregated_percentage_nnconv2dadd,aggregated_count_nnconv2dadd,aggregated_duration_nnconv2daddaddnnrelu,aggregated_percentage_nnconv2daddaddnnrelu,aggregated_count_nnconv2daddaddnnrelu,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
906945.63,57.811016,37.0,1568811.6110000005,100.00000697000002,107.0,980.246,0.0624833,1.0,343451.98,21.892482000000008,30.0,95015.56999999999,6.056532000000001,4.0,220217.7799999999,14.037234000000007,33.0,142.035,0.00905367,1.0,2058.37,0.131206,1.0,resnet101.onnx
907647.0100000002,58.019600000000004,37.0,1564381.2000000002,100.00006491000002,107.0,977.206,0.062466,1.0,339108.00000000006,21.676814999999998,30.0,93850.07,5.999193,4.0,220587.46000000002,14.100627999999997,33.0,140.824,0.00900191,1.0,2070.63,0.132361,1.0,resnet101.onnx
905035.4199999998,57.941175,37.0,1561990.739,100.00002991,107.0,980.489,0.0627717,1.0,339016.75,21.704155999999998,30.0,94130.06999999999,6.026282,4.0,220615.79,14.124017,33.0,138.38,0.00885921,1.0,2073.84,0.132769,1.0,resnet101.onnx
904242.45,57.97054399999999,37.0,1559829.0939999993,99.99990518,107.0,978.825,0.062752,1.0,336574.23,21.577624,30.0,95368.78,6.114048,4.0,220471.08000000002,14.134298,33.0,138.079,0.00885218,1.0,2055.65,0.131787,1.0,resnet101.onnx
906246.8599999999,57.907654,37.0,1564984.2039999997,99.99991684000004,107.0,981.675,0.0627275,1.0,341587.81000000006,21.82691,30.0,93546.69,5.977486000000001,4.0,220386.85999999996,14.082370000000003,33.0,141.699,0.00905434,1.0,2092.61,0.133715,1.0,resnet101.onnx
904108.6299999998,57.92264900000001,37.0,1560889.0510000007,99.99998668,107.0,981.521,0.0628822,1.0,340267.81,21.799614000000002,30.0,94499.92,6.054240999999999,4.0,218811.55999999994,14.018399000000002,33.0,137.99,0.00884048,1.0,2081.62,0.133361,1.0,resnet101.onnx
908046.0699999997,58.05988299999999,37.0,1563982.5980000002,100.00004594000004,107.0,978.955,0.0625938,1.0,340436.28999999986,21.767277999999997,30.0,93799.36,5.997472999999999,4.0,218511.57999999996,13.971490000000001,33.0,139.353,0.00891014,1.0,2070.99,0.132418,1.0,resnet101.onnx
911890.3999999999,58.181613000000006,37.0,1567318.7310000006,100.00004299000003,107.0,980.919,0.0625858,1.0,337881.85999999987,21.557947000000002,30.0,94394.68000000001,6.022682,4.0,219967.59000000003,14.034638,33.0,140.952,0.00899319,1.0,2062.33,0.131584,1.0,resnet101.onnx
906900.86,57.88459999999997,37.0,1566739.172,99.99998666000003,107.0,981.327,0.062635,1.0,342017.26,21.829888000000004,30.0,94232.82999999999,6.014573,4.0,220401.24999999997,14.067510999999996,33.0,137.805,0.00879566,1.0,2067.84,0.131984,1.0,resnet101.onnx
905235.7799999999,57.941846,37.0,1562319.758,100.00005947999998,107.0,978.919,0.062658,1.0,338688.5900000001,21.678570999999998,30.0,94776.98999999999,6.066421,4.0,220422.89,14.108685000000001,33.0,138.929,0.00889248,1.0,2077.66,0.132986,1.0,resnet101.onnx
907280.81,57.974348,37.0,1564969.8339999998,99.99999946000003,107.0,980.327,0.0626419,1.0,339800.22000000003,21.712884,30.0,94790.18,6.056989999999999,4.0,219897.57999999996,14.051234000000001,33.0,140.637,0.00898656,1.0,2080.08,0.132915,1.0,resnet101.onnx
