aggregated_duration_nnconv2daddnnrelu,aggregated_percentage_nnconv2daddnnrelu,aggregated_count_nnconv2daddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_percentage_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_count_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_duration_nnconv2dadd,aggregated_percentage_nnconv2dadd,aggregated_count_nnconv2dadd,aggregated_duration_nnconv2daddaddnnrelu,aggregated_percentage_nnconv2daddaddnnrelu,aggregated_count_nnconv2daddaddnnrelu,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
911003.0800000003,58.15992100000001,37.0,1566376.2500000002,99.99999609999996,107.0,978.362,0.0624602,1.0,337278.01,21.532373000000007,30.0,94651.45,6.042693,4.0,220245.76999999996,14.060847999999995,33.0,140.988,0.0090009,1.0,2078.59,0.1327,1.0,resnet101.onnx
905449.6799999995,57.86210199999999,37.0,1564841.4649999999,100.00004612000005,107.0,977.224,0.0624488,1.0,343231.7600000001,21.933971000000007,30.0,93166.36,5.953729,4.0,219802.34999999998,14.046306,33.0,141.091,0.00901632,1.0,2073.0,0.132473,1.0,resnet101.onnx
905463.84,57.942910999999995,37.0,1562683.6369999999,100.00005336000004,107.0,976.195,0.0624692,1.0,339919.3099999999,21.752289,30.0,94708.09,6.0606089999999995,4.0,219403.53999999995,14.040182000000003,33.0,139.222,0.00890916,1.0,2073.44,0.132684,1.0,resnet101.onnx
903279.8999999999,57.900019,37.0,1560070.3080000002,100.00005570000002,107.0,979.44,0.0627818,1.0,339545.05,21.764728,30.0,94221.42000000001,6.0395520000000005,4.0,219829.34999999992,14.090984000000002,33.0,140.358,0.0089969,1.0,2074.79,0.132994,1.0,resnet101.onnx
911170.67,58.16066399999998,37.0,1566641.9919999999,99.99993019000009,107.0,979.458,0.0625196,1.0,337795.5799999999,21.561758999999995,30.0,94503.51999999999,6.03224,4.0,219979.07,14.041446000000004,33.0,139.644,0.00891359,1.0,2074.05,0.132388,1.0,resnet101.onnx
908620.8899999999,57.897152000000006,37.0,1569369.7299999993,99.99996846000002,107.0,981.867,0.0625644,1.0,341498.91,21.760254,30.0,95390.22,6.07825,4.0,220654.03,14.060046999999997,33.0,139.973,0.00891906,1.0,2083.84,0.132782,1.0,resnet101.onnx
909698.5100000001,58.02139300000002,37.0,1567867.474,100.00001217999998,107.0,983.679,0.06274,1.0,339856.07999999996,21.676327,30.0,95055.38,6.0627189999999995,4.0,220070.04,14.036273999999999,33.0,138.665,0.00884418,1.0,2065.12,0.131715,1.0,resnet101.onnx
906825.7299999999,57.97385599999998,37.0,1564198.031000001,100.00001434999999,107.0,976.352,0.0624187,1.0,340271.16000000003,21.753723,30.0,94350.17,6.031855,4.0,219559.12,14.036524,33.0,141.179,0.00902565,1.0,2074.32,0.132612,1.0,resnet101.onnx
928618.6399999998,58.58259699999998,37.0,1585144.4949999994,99.99999087000002,107.0,979.003,0.0617611,1.0,338688.19000000006,21.366381,30.0,95024.61,5.994694,4.0,219621.27000000005,13.854962999999998,33.0,141.312,0.00891477,1.0,2071.47,0.13068,1.0,resnet101.onnx
906394.9199999999,57.936206999999996,37.0,1564470.5800000003,99.99998992000003,107.0,975.886,0.062378,1.0,340777.1599999999,21.782259000000003,30.0,94274.58,6.025969,4.0,219845.46,14.052388999999998,33.0,136.624,0.00873292,1.0,2065.95,0.132055,1.0,resnet101.onnx
908898.0800000001,58.06407000000001,37.0,1565336.401,99.99997652000009,107.0,974.28,0.0622409,1.0,339313.9800000001,21.676738999999998,30.0,93709.3,5.9865189999999995,4.0,220219.68,14.068516000000002,33.0,141.751,0.00905562,1.0,2079.33,0.132836,1.0,resnet101.onnx
904280.9799999999,57.891076,37.0,1562039.46,100.00000618000004,107.0,977.173,0.0625575,1.0,339651.02999999997,21.744052000000003,30.0,94629.85,6.058101,4.0,220297.56000000003,14.103195,33.0,141.797,0.00907768,1.0,2061.07,0.131947,1.0,resnet101.onnx
906207.9099999996,58.036210999999994,37.0,1561452.9269999987,100.00000382999998,107.0,978.426,0.0626612,1.0,336971.99,21.580668000000006,30.0,94462.08,6.049621999999999,4.0,220623.88999999996,14.129393999999998,33.0,142.711,0.00913963,1.0,2065.92,0.132308,1.0,resnet101.onnx
904373.6100000001,57.873421999999984,37.0,1562674.7980000007,99.99999202999999,107.0,977.563,0.062557,1.0,341540.8,21.856163999999996,30.0,93679.73000000001,5.994835999999999,4.0,219890.14999999997,14.0714,33.0,141.485,0.00905403,1.0,2071.46,0.132559,1.0,resnet101.onnx
909871.6299999999,58.06014400000002,37.0,1567119.3170000005,99.99999341000003,107.0,979.542,0.0625059,1.0,340081.45,21.701050999999996,30.0,93770.65,5.9836290000000005,4.0,220201.30000000002,14.051338,33.0,140.375,0.00895751,1.0,2074.37,0.132368,1.0,resnet101.onnx
905809.04,57.983778999999984,37.0,1562177.5780000002,100.00003306000002,107.0,977.97,0.062603,1.0,339465.45000000007,21.730271000000005,30.0,94337.98000000001,6.038876999999999,4.0,219372.5300000001,14.042739000000001,33.0,138.738,0.00888106,1.0,2075.87,0.132883,1.0,resnet101.onnx
913228.4899999999,58.250526,37.0,1567762.1729999997,100.00008607000002,107.0,980.722,0.0625555,1.0,338015.34,21.560377000000003,30.0,93284.93,5.950199,4.0,220042.47000000006,14.035448999999998,33.0,138.411,0.00882857,1.0,2071.81,0.132151,1.0,resnet101.onnx
902627.72,57.798612999999996,37.0,1561678.6739999992,100.00002137000006,107.0,978.719,0.0626709,1.0,341933.77,21.895253999999998,30.0,94967.54000000001,6.081109,4.0,218949.19,14.020109000000001,33.0,140.215,0.00897847,1.0,2081.52,0.133287,1.0,resnet101.onnx
907146.2099999998,57.93719100000001,37.0,1565741.736,100.00002574000003,107.0,979.215,0.06254,1.0,340143.83999999997,21.72414,30.0,95050.18,6.070607000000001,4.0,220208.57999999996,14.064164,33.0,140.991,0.00900474,1.0,2072.72,0.132379,1.0,resnet101.onnx
907901.7999999998,57.997312,37.0,1565419.7310000001,99.99995235999998,107.0,980.32,0.0626234,1.0,340023.85,21.720927000000003,30.0,94936.84,6.0646260000000005,4.0,219352.03000000003,14.012337,33.0,143.251,0.00915096,1.0,2081.64,0.132976,1.0,resnet101.onnx
916868.87,58.38885099999998,37.0,1570280.0850000004,99.99998717000001,107.0,981.1,0.0624793,1.0,337240.99000000005,21.476498000000007,30.0,93989.38,5.9855149999999995,4.0,218978.32000000004,13.945177000000003,33.0,136.895,0.00871787,1.0,2084.53,0.132749,1.0,resnet101.onnx
909068.5400000002,57.99179300000001,37.0,1567582.2720000003,100.00004646000001,107.0,979.679,0.0624962,1.0,341028.19,21.755052000000003,30.0,94714.98999999999,6.04211,4.0,219583.03,14.007750999999997,33.0,140.193,0.00894326,1.0,2067.65,0.131901,1.0,resnet101.onnx
906993.2600000001,58.02005500000001,37.0,1563241.159,100.00001925000001,107.0,977.544,0.0625332,1.0,338894.25,21.678955000000002,30.0,93158.76000000001,5.959336,4.0,221000.64999999997,14.137338999999997,33.0,139.395,0.00891705,1.0,2077.3,0.132884,1.0,resnet101.onnx
906515.4900000001,57.95446,37.0,1564185.69,99.99999051000002,107.0,982.755,0.0628286,1.0,339769.7,21.72182099999999,30.0,94667.75,6.052206999999999,4.0,220021.83000000005,14.066225000000001,33.0,141.745,0.00906191,1.0,2086.42,0.133387,1.0,resnet101.onnx
915907.0300000003,58.344961999999995,37.0,1569812.1409999994,99.99994503999996,107.0,981.898,0.0625488,1.0,337350.19999999995,21.489841999999992,30.0,94187.12,5.999889,4.0,219183.83000000002,13.962427000000002,33.0,139.403,0.00888024,1.0,2062.66,0.131396,1.0,resnet101.onnx
901662.0399999999,57.763474,37.0,1560954.454,99.99999481999997,107.0,977.75,0.062638,1.0,341187.32,21.857622,30.0,94718.56999999999,6.068002,4.0,220200.76,14.106805999999999,33.0,140.764,0.00901782,1.0,2067.25,0.132435,1.0,resnet101.onnx
909458.3,57.99641199999998,37.0,1568130.5759999997,100.00007908999996,107.0,975.307,0.0621955,1.0,340139.42,21.690755000000006,30.0,94461.27,6.023822,4.0,220877.75000000003,14.085419,33.0,139.369,0.00888759,1.0,2079.16,0.132588,1.0,resnet101.onnx
906770.8499999997,58.010538999999994,37.0,1563115.8420000006,100.00005413,107.0,978.888,0.0626241,1.0,338914.7899999999,21.681995,30.0,94273.70999999999,6.031136,4.0,219947.80999999997,14.071110000000001,33.0,141.994,0.00908403,1.0,2087.8,0.133566,1.0,resnet101.onnx
911489.2500000003,58.173082,37.0,1566855.38,99.99993147000002,107.0,975.916,0.062285,1.0,338733.70000000007,21.618704000000005,30.0,94007.52,5.999753,4.0,219452.71,14.005935999999998,33.0,138.674,0.00885047,1.0,2057.61,0.131321,1.0,resnet101.onnx
