aggregated_duration_nnconv2daddnnrelu,aggregated_percentage_nnconv2daddnnrelu,aggregated_count_nnconv2daddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnconv2dadd,aggregated_percentage_nnconv2dadd,aggregated_count_nnconv2dadd,aggregated_duration_nnconv2daddadd,aggregated_percentage_nnconv2daddadd,aggregated_count_nnconv2daddadd,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
60668.84700000002,67.02181599999999,35.0,90520.98300000001,99.999963,54.0,9777.275,10.801123,7.0,16525.667,18.256168,10.0,91.314,0.100876,1.0,3457.88,3.81998,1.0,mnasnet1_0.onnx
60493.66500000001,66.910123,35.0,90410.302,99.99996399999996,54.0,9816.883,10.858132999999999,7.0,16548.777000000002,18.304083,10.0,91.147,0.100815,1.0,3459.83,3.82681,1.0,mnasnet1_0.onnx
60595.133,67.02452799999999,35.0,90407.38699999999,100.000003,54.0,9801.117,10.841068,7.0,16478.039,18.226428000000002,10.0,88.978,0.098419,1.0,3444.12,3.80956,1.0,mnasnet1_0.onnx
60775.09499999999,67.094283,35.0,90581.61800000002,99.99999500000001,54.0,9767.91,10.783536999999999,7.0,16495.977,18.211181,10.0,90.966,0.100424,1.0,3451.67,3.81057,1.0,mnasnet1_0.onnx
60638.20899999999,67.03499199999999,35.0,90457.53599999995,99.99999499999996,54.0,9811.001999999999,10.845964,7.0,16466.184999999998,18.203231,10.0,90.98,0.100578,1.0,3451.16,3.81523,1.0,mnasnet1_0.onnx
60655.712000000014,67.08980000000001,35.0,90409.723,99.9999864,54.0,9792.104,10.83079,7.0,16423.528,18.165681,10.0,89.619,0.0991254,1.0,3448.76,3.81459,1.0,mnasnet1_0.onnx
60762.73599999998,67.06880799999999,35.0,90597.57699999998,99.99997730000001,54.0,9804.3,10.821818,7.0,16491.271,18.202764,10.0,88.91,0.0981373,1.0,3450.36,3.80845,1.0,mnasnet1_0.onnx
60763.651,67.11476100000002,35.0,90536.93,100.00000150000001,54.0,9791.802,10.815268,7.0,16443.798000000003,18.162525,10.0,89.919,0.0993175,1.0,3447.76,3.80813,1.0,mnasnet1_0.onnx
60654.348999999995,67.03289800000002,35.0,90484.438,99.9999714,54.0,9758.45,10.784653,7.0,16533.786,18.272522,10.0,90.483,0.0999984,1.0,3447.37,3.8099,1.0,mnasnet1_0.onnx
60793.776,67.07960000000001,35.0,90629.28400000001,99.999982,54.0,9767.129,10.776997,7.0,16529.436,18.238529,10.0,93.073,0.102696,1.0,3445.87,3.80216,1.0,mnasnet1_0.onnx
60633.439,67.02146899999998,35.0,90468.669,99.99999729999995,54.0,9776.128,10.806094,7.0,16524.030000000002,18.264927,10.0,90.412,0.0999373,1.0,3444.66,3.80757,1.0,mnasnet1_0.onnx
60644.84300000001,67.07617599999998,35.0,90411.91199999997,100.00000900000003,54.0,9740.529,10.773496,7.0,16496.541999999998,18.245984000000004,10.0,89.628,0.099133,1.0,3440.37,3.80522,1.0,mnasnet1_0.onnx
60600.78499999999,67.004471,35.0,90442.87299999999,99.99998799999999,54.0,9792.925,10.827762,7.0,16511.625,18.256413000000002,10.0,91.738,0.101432,1.0,3445.8,3.80991,1.0,mnasnet1_0.onnx
60674.878,66.989729,35.0,90573.36099999999,99.99996499999999,54.0,9890.091,10.91942,7.0,16464.824,18.178441,10.0,93.268,0.102975,1.0,3450.3,3.8094,1.0,mnasnet1_0.onnx
60737.32600000001,67.067146,35.0,90562.00299999998,100.00004799999999,54.0,9824.484,10.84835,7.0,16463.726,18.17953,10.0,91.297,0.100812,1.0,3445.17,3.80421,1.0,mnasnet1_0.onnx
60713.53600000001,67.02048900000001,35.0,90589.50399999997,99.999988,54.0,9862.431,10.886947000000001,7.0,16472.012,18.183137,10.0,91.355,0.100845,1.0,3450.17,3.80857,1.0,mnasnet1_0.onnx
60544.56800000001,67.03245500000001,35.0,90321.19200000001,99.999936,54.0,9774.093,10.821473000000001,7.0,16460.814,18.22476,10.0,93.887,0.103948,1.0,3447.83,3.8173,1.0,mnasnet1_0.onnx
60641.97899999999,66.951476,35.0,90576.027,100.00000320000002,54.0,9819.991000000002,10.841716,7.0,16565.934999999998,18.289524,10.0,90.492,0.0999072,1.0,3457.63,3.81738,1.0,mnasnet1_0.onnx
60470.22099999999,67.01036999999998,35.0,90240.10500000001,100.00000929999997,54.0,9781.501,10.839419,7.0,16453.269,18.232765,10.0,88.034,0.0975553,1.0,3447.08,3.8199,1.0,mnasnet1_0.onnx
60784.113000000005,67.060541,35.0,90640.656,99.99999100000002,54.0,9805.704,10.818221000000001,7.0,16512.279,18.217289,10.0,90.26,0.09958,1.0,3448.3,3.80436,1.0,mnasnet1_0.onnx
60673.50499999999,67.056721,35.0,90480.91900000001,100.00002839999998,54.0,9791.206,10.821295,7.0,16476.69,18.210115000000002,10.0,89.058,0.0984274,1.0,3450.46,3.81347,1.0,mnasnet1_0.onnx
60540.554000000004,67.006047,35.0,90350.871,99.99997500000003,54.0,9794.284,10.840285,7.0,16479.361,18.239272,10.0,91.752,0.101551,1.0,3444.92,3.81282,1.0,mnasnet1_0.onnx
