aggregated_duration_nnconv2daddnnrelu,aggregated_percentage_nnconv2daddnnrelu,aggregated_count_nnconv2daddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnconv2dadd,aggregated_percentage_nnconv2dadd,aggregated_count_nnconv2dadd,aggregated_duration_nnconv2daddadd,aggregated_percentage_nnconv2daddadd,aggregated_count_nnconv2daddadd,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
60914.229000000014,67.10916999999999,35.0,90768.86299999998,99.99999749999998,54.0,9810.172,10.807853,7.0,16509.767999999996,18.188800999999998,10.0,90.064,0.0992235,1.0,3444.63,3.79495,1.0,mnasnet1_0.onnx
60655.714,67.017955,35.0,90506.67899999997,100.00001999999999,54.0,9816.225,10.845861,7.0,16496.015,18.226307000000002,10.0,90.685,0.100197,1.0,3448.04,3.8097,1.0,mnasnet1_0.onnx
60643.53100000001,67.055222,35.0,90438.20499999999,99.99998700000002,54.0,9815.614000000001,10.853382,7.0,16430.231,18.167348000000004,10.0,91.419,0.101085,1.0,3457.41,3.82295,1.0,mnasnet1_0.onnx
60752.967999999986,67.04354099999998,35.0,90617.191,99.99998139999998,54.0,9826.190999999999,10.843626,7.0,16505.117,18.214087,10.0,89.165,0.0983974,1.0,3443.75,3.80033,1.0,mnasnet1_0.onnx
60506.47600000001,66.89752200000001,35.0,90446.51800000001,100.00000980000003,54.0,9825.796,10.86365,7.0,16584.04,18.335745,10.0,89.626,0.0990928,1.0,3440.58,3.804,1.0,mnasnet1_0.onnx
60613.87599999999,66.951169,35.0,90534.48300000001,100.00001600000002,54.0,9857.898000000001,10.888555,7.0,16520.856,18.248141,10.0,91.513,0.101081,1.0,3450.34,3.81107,1.0,mnasnet1_0.onnx
60544.802,67.04926599999999,35.0,90298.98099999997,100.00000899999999,54.0,9756.987000000001,10.805212,7.0,16455.11,18.222916,10.0,90.412,0.100125,1.0,3451.67,3.82249,1.0,mnasnet1_0.onnx
60623.55000000001,66.94764999999998,35.0,90553.66799999999,99.99998389999996,54.0,9869.347,10.898892,7.0,16482.561,18.201966000000002,10.0,90.07,0.0994659,1.0,3488.14,3.85201,1.0,mnasnet1_0.onnx
60553.06300000001,67.048399,35.0,90312.487,100.00003499999995,54.0,9720.764000000001,10.763482,7.0,16513.885000000002,18.285287,10.0,90.355,0.100047,1.0,3434.42,3.80282,1.0,mnasnet1_0.onnx
60674.258,67.02895500000001,35.0,90519.492,100.00000700000002,54.0,9803.705000000002,10.830487,7.0,16499.995,18.228104,10.0,91.534,0.101121,1.0,3450.0,3.81134,1.0,mnasnet1_0.onnx
60901.47,67.134113,35.0,90716.13099999996,100.00000419999999,54.0,9784.583,10.785930999999998,7.0,16499.818,18.188420999999998,10.0,90.67,0.0999492,1.0,3439.59,3.79159,1.0,mnasnet1_0.onnx
60914.483,67.05458399999999,35.0,90843.132,99.99999000000003,54.0,9832.939999999999,10.824095,7.0,16553.03,18.221536,10.0,91.429,0.100645,1.0,3451.25,3.79913,1.0,mnasnet1_0.onnx
60554.877,66.98508199999999,35.0,90400.545,100.000011,54.0,9840.043,10.884946,7.0,16451.645,18.198612,10.0,92.02,0.101791,1.0,3461.96,3.82958,1.0,mnasnet1_0.onnx
60442.34199999999,66.91702,35.0,90324.33400000002,100.00001499999999,54.0,9821.37,10.873449,7.0,16525.877,18.296152,10.0,92.035,0.101894,1.0,3442.71,3.8115,1.0,mnasnet1_0.onnx
60519.28200000001,66.939105,35.0,90409.52000000002,100.000041,54.0,9836.745,10.880202999999998,7.0,16523.9,18.276726999999998,10.0,91.003,0.100656,1.0,3438.59,3.80335,1.0,mnasnet1_0.onnx
60768.15000000001,67.058957,35.0,90618.99599999997,100.000005,54.0,9799.214,10.813641,7.0,16505.493,18.214171,10.0,92.219,0.101766,1.0,3453.92,3.81147,1.0,mnasnet1_0.onnx
60443.942,66.950075,35.0,90282.156,100.00002299999998,54.0,9747.324,10.796502,7.0,16548.805,18.330088000000003,10.0,90.425,0.100158,1.0,3451.66,3.8232,1.0,mnasnet1_0.onnx
60616.634999999995,66.973121,35.0,90508.882,99.99997710000004,54.0,9758.308,10.781594,7.0,16606.002,18.347372999999997,10.0,90.137,0.0995891,1.0,3437.8,3.7983,1.0,mnasnet1_0.onnx
