aggregated_duration_nnconv2daddnnrelu,aggregated_percentage_nnconv2daddnnrelu,aggregated_count_nnconv2daddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_percentage_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_count_nncontribconv2dwinogradwithoutweighttransformaddnnrelu,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnavgpool2d,aggregated_percentage_nnavgpool2d,aggregated_count_nnavgpool2d,aggregated_duration_nndenseaddnnrelu,aggregated_percentage_nndenseaddnnrelu,aggregated_count_nndenseaddnnrelu,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
57824.8,1.56109,1.0,3704141.376,100.00002147000001,22.0,1355201.3,36.586155000000005,12.0,4449.959000000001,0.12013486999999998,5.0,40.027,0.0010806,1.0,2280466.0,61.56528,2.0,6159.29,0.166281,1.0,vgg16_bn.onnx
0.0,nan,1.0,0.0,nan,22.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
57859.8,1.53871,1.0,3760282.3539999994,100.00001723999999,22.0,1410194.5,37.502354,12.0,4456.1410000000005,0.11850551,5.0,40.413,0.00107473,1.0,2281322.0,60.66892,2.0,6409.5,0.170453,1.0,vgg16_bn.onnx
0.0,nan,1.0,0.0,nan,22.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
57784.7,1.5632,1.0,3696561.732,99.99996777999999,22.0,1352096.9000000001,36.577141,12.0,4474.1539999999995,0.12103547999999999,5.0,40.858,0.0011053,1.0,2275795.0,61.56516,2.0,6370.12,0.172326,1.0,vgg16_bn.onnx
0.0,nan,1.0,0.0,nan,22.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
57882.3,1.53363,1.0,3774206.4129999997,99.99999939000001,22.0,1406660.4,37.270301,12.0,4430.686000000001,0.11739379,5.0,40.067,0.0010616,1.0,2298825.0,60.90889,2.0,6367.96,0.168723,1.0,vgg16_bn.onnx
0.0,nan,1.0,0.0,nan,22.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
57862.1,1.56023,1.0,3708551.1059999997,99.99995813,22.0,1354314.5,36.518632,12.0,4458.706999999999,0.12022769,5.0,39.809,0.00107344,1.0,2285506.0,61.62803,2.0,6369.99,0.171765,1.0,vgg16_bn.onnx
0.0,nan,1.0,0.0,nan,22.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
57835.8,1.53153,1.0,3776329.0889999997,99.99993391999999,22.0,1409230.7999999998,37.317412999999995,12.0,4466.48,0.11827552999999999,5.0,40.799,0.00108039,1.0,2298370.0,60.86255,2.0,6385.21,0.169085,1.0,vgg16_bn.onnx
0.0,nan,1.0,0.0,nan,22.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
57849.9,1.55449,1.0,3721470.592,99.99997143000002,22.0,1356624.9,36.454004,12.0,4432.918,0.11911731,5.0,41.164,0.00110612,1.0,2296156.0,61.700199999999995,2.0,6365.71,0.171054,1.0,vgg16_bn.onnx
0.0,nan,1.0,0.0,nan,22.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
57889.8,1.53226,1.0,3778065.6620000005,99.99992293000001,22.0,1411904.5000000002,37.37107700000001,12.0,4450.505,0.11779840999999999,5.0,40.407,0.00106952,1.0,2297416.0,60.809259999999995,2.0,6364.45,0.168458,1.0,vgg16_bn.onnx
0.0,nan,1.0,0.0,nan,22.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
57810.9,1.56462,1.0,3694893.449,100.00001506000001,22.0,1354557.2999999998,36.660241000000006,12.0,4463.898,0.12081285000000001,5.0,41.021,0.00111021,1.0,2271671.0,61.48139,2.0,6349.33,0.171841,1.0,vgg16_bn.onnx
0.0,nan,1.0,0.0,nan,22.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
57838.9,1.53977,1.0,3756334.3619999997,100.00000495000002,22.0,1413964.9999999995,37.64216400000001,12.0,4459.568,0.11872123,5.0,41.234,0.00109772,1.0,2273681.0,60.52924,2.0,6348.66,0.169012,1.0,vgg16_bn.onnx
0.0,nan,1.0,0.0,nan,22.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
57767.5,1.57182,1.0,3675189.3209999995,100.00000924,22.0,1353594.4999999998,36.83059900000001,12.0,4454.764,0.12121176,5.0,41.437,0.00112748,1.0,2252955.0,61.30176,2.0,6376.12,0.173491,1.0,vgg16_bn.onnx
0.0,nan,1.0,0.0,nan,22.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
57802.0,1.52727,1.0,3784671.199,100.00004837,22.0,1417531.6,37.45453499999999,12.0,4475.794,0.11826115,5.0,40.845,0.00107922,1.0,2298424.0,60.72988,2.0,6396.96,0.169023,1.0,vgg16_bn.onnx
0.0,nan,1.0,0.0,nan,22.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
57807.2,1.55608,1.0,3714916.193,99.99995739999999,22.0,1350783.8,36.361090999999995,12.0,4418.312,0.11893436,5.0,40.011,0.00107704,1.0,2295493.0,61.7912,2.0,6373.87,0.171575,1.0,vgg16_bn.onnx
0.0,nan,1.0,0.0,nan,22.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
57872.1,1.53943,1.0,3759307.023,100.00003058000001,22.0,1413250.7,37.59342900000001,12.0,4445.878000000001,0.11826300999999999,5.0,40.885,0.00108757,1.0,2277325.0,60.57831,2.0,6372.46,0.169511,1.0,vgg16_bn.onnx
0.0,nan,1.0,0.0,nan,22.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
57854.7,1.56213,1.0,3703575.318,100.00003482000001,22.0,1353558.0,36.54732799999999,12.0,4429.326,0.11959597999999999,5.0,41.252,0.00111384,1.0,2281332.0,61.598139999999994,2.0,6360.04,0.171727,1.0,vgg16_bn.onnx
0.0,nan,1.0,0.0,nan,22.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
57816.6,1.53844,1.0,3758136.645,100.00006882999999,22.0,1406763.9000000001,37.43250899999999,12.0,4457.468,0.11860851,5.0,40.337,0.00107332,1.0,2282691.0,60.74001,2.0,6367.34,0.169428,1.0,vgg16_bn.onnx
0.0,nan,1.0,0.0,nan,22.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
57736.1,1.56277,1.0,3694474.0319999997,99.99995631,22.0,1355109.6999999997,36.679339,12.0,4429.826000000001,0.11990417,5.0,40.866,0.00110614,1.0,2270764.0,61.46378,2.0,6393.54,0.173057,1.0,vgg16_bn.onnx
0.0,nan,1.0,0.0,nan,22.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
57796.5,1.53671,1.0,3761059.04,99.99997302999999,22.0,1412540.5999999996,37.556986,12.0,4417.2339999999995,0.11744673000000001,5.0,40.706,0.0010823,1.0,2279903.0,60.61862,2.0,6361.0,0.169128,1.0,vgg16_bn.onnx
0.0,nan,1.0,0.0,nan,22.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
57859.3,1.55593,1.0,3718633.7359999996,100.00003434,22.0,1354697.7999999998,36.430006,12.0,4471.4529999999995,0.12024458999999998,5.0,40.933,0.00110075,1.0,2295177.0,61.72099,2.0,6387.25,0.171763,1.0,vgg16_bn.onnx
0.0,nan,1.0,0.0,nan,22.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
57836.9,1.5388,1.0,3758583.182,99.99992796999999,22.0,1412049.4,37.56866499999998,12.0,4458.24,0.11861494,5.0,40.932,0.00108903,1.0,2277848.0,60.60382,2.0,6349.71,0.168939,1.0,vgg16_bn.onnx
0.0,nan,1.0,0.0,nan,22.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,2.0,0.0,nan,1.0,vgg16_bn.onnx
