aggregated_duration_nnconv2daddnnrelu,aggregated_percentage_nnconv2daddnnrelu,aggregated_count_nnconv2daddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnconv2dadd,aggregated_percentage_nnconv2dadd,aggregated_count_nnconv2dadd,aggregated_duration_concatenatereshapetransposereshape,aggregated_percentage_concatenatereshapetransposereshape,aggregated_count_concatenatereshapetransposereshape,aggregated_duration_stridedslice,aggregated_percentage_stridedslice,aggregated_count_stridedslice,aggregated_duration_stridedsliceconcatenatereshapetransposereshape,aggregated_percentage_stridedsliceconcatenatereshapetransposereshape,aggregated_count_stridedsliceconcatenatereshapetransposereshape,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
15979.08,68.690403,37.0,23262.465000000004,100.00002330000001,88.0,370.113,1.59103,1.0,2787.457,11.982644,19.0,163.88400000000001,0.7045,3.0,182.62900000000002,0.7850803,13.0,702.7189999999998,3.0208280000000007,13.0,74.123,0.318638,1.0,3002.46,12.9069,1.0,shufflenet_v2_x0_5.onnx
16002.267,68.70776900000001,37.0,23290.344999999994,100.00006790000003,88.0,371.851,1.59659,1.0,2782.2010000000005,11.945718000000001,19.0,164.44599999999997,0.7060690000000001,3.0,183.115,0.7862269000000001,13.0,702.597,3.0166869999999997,13.0,74.368,0.319308,1.0,3009.5,12.9217,1.0,shufflenet_v2_x0_5.onnx
16033.663999999999,68.79176300000002,37.0,23307.533000000003,100.00000950000002,88.0,369.453,1.58512,1.0,2780.869999999999,11.931216000000001,19.0,165.176,0.7086810000000001,3.0,184.26500000000001,0.7905814999999999,13.0,703.977,3.0203830000000003,13.0,72.618,0.311565,1.0,2997.51,12.8607,1.0,shufflenet_v2_x0_5.onnx
15612.739000000003,68.193122,37.0,22894.889000000003,99.99999460000001,88.0,369.969,1.61595,1.0,2787.754,12.176315,19.0,162.33999999999997,0.7090660000000001,3.0,181.734,0.7937756,13.0,702.5559999999999,3.068615,13.0,72.497,0.316651,1.0,3005.3,13.1265,1.0,shufflenet_v2_x0_5.onnx
15959.262999999992,68.63293399999999,37.0,23253.068,99.99998100000002,88.0,369.685,1.58983,1.0,2786.709,11.984266,19.0,164.239,0.7063109999999999,3.0,182.72299999999998,0.785802,13.0,702.3209999999999,3.020337,13.0,73.038,0.314101,1.0,3015.09,12.9664,1.0,shufflenet_v2_x0_5.onnx
15980.857999999997,68.66405599999997,37.0,23273.96999999999,99.99994489999997,88.0,373.603,1.60524,1.0,2786.4109999999996,11.972221000000001,19.0,164.50099999999998,0.7068019999999999,3.0,185.54700000000003,0.7972299,13.0,703.537,3.02285,13.0,74.883,0.321746,1.0,3004.63,12.9098,1.0,shufflenet_v2_x0_5.onnx
16037.439999999995,68.676799,37.0,23352.031000000003,99.99999919999998,88.0,370.875,1.58819,1.0,2790.174,11.948315999999998,19.0,164.065,0.702572,3.0,184.501,0.7900852,13.0,701.627,3.0045640000000002,13.0,73.109,0.313073,1.0,3030.24,12.9764,1.0,shufflenet_v2_x0_5.onnx
15639.377999999999,68.261578,37.0,22910.951999999997,99.99995289999998,88.0,372.08,1.62403,1.0,2774.6790000000005,12.110712999999999,19.0,164.243,0.716875,3.0,183.617,0.8014378999999999,13.0,703.2050000000002,3.0692980000000003,13.0,74.03,0.323121,1.0,2999.72,13.0929,1.0,shufflenet_v2_x0_5.onnx
15963.951,68.56491899999997,37.0,23282.962999999996,99.99999389999999,88.0,370.734,1.5923,1.0,2790.1440000000002,11.983632,19.0,164.04399999999998,0.704567,3.0,182.052,0.7819109,13.0,705.8250000000002,3.0315099999999995,13.0,73.913,0.317455,1.0,3032.3,13.0237,1.0,shufflenet_v2_x0_5.onnx
15964.354000000005,68.67794999999998,37.0,23245.253000000008,99.99998299999996,88.0,370.021,1.59181,1.0,2780.1790000000005,11.960196999999999,19.0,163.416,0.7030069999999999,3.0,183.20400000000006,0.788135,13.0,704.3059999999999,3.0298909999999997,13.0,73.523,0.316293,1.0,3006.25,12.9327,1.0,shufflenet_v2_x0_5.onnx
