Argument Shapes,Count,Device,Duration (us),Hash,Name,Percent,data_layout,kernel_layout,layout,out_layout
"float32[1, 3, 224, 224], float32[64, 3, 3, 3], float32[1, 64, 224, 224]",1,"opencl0",80093.4,"98334219283a64cf","tvmgen_default_fused_nn_conv2d",2.50702,"NCHW","OIHW",,""
"float32[1, 64, 224, 224], float32[64], float32[1, 64, 224, 224]",1,"opencl0",5288.04,"5fb4e90c5f1a0d23","tvmgen_default_fused_nn_bias_add",0.165522,,,,
"float32[1, 64, 224, 224], float32[1, 64, 224, 224]",1,"opencl0",5184.21,"de5d3359bcb15743","tvmgen_default_fused_nn_relu",0.162272,,,,
"float32[1, 64, 224, 224], float32[1, 64, 112, 112]",1,"opencl0",2243.49,"66b15f13bd0ef16f","tvmgen_default_fused_nn_max_pool2d",0.0702242,,,"NCHW",""
"float32[1, 64, 112, 112], float32[128, 64, 3, 3], float32[1, 128, 112, 112]",1,"opencl0",143581,"6c949953cd28320d","tvmgen_default_fused_nn_conv2d_1",4.49428,"NCHW","OIHW",,""
"float32[1, 128, 112, 112], float32[128], float32[1, 128, 112, 112]",1,"opencl0",2413.84,"42803c08d82f336b","tvmgen_default_fused_nn_bias_add_1",0.0755562,,,,
"float32[1, 128, 112, 112], float32[1, 128, 112, 112]",1,"opencl0",2338.95,"6906d3b37d08f0fb","tvmgen_default_fused_nn_relu_1",0.0732122,,,,
"float32[1, 128, 112, 112], float32[1, 128, 56, 56]",1,"opencl0",1114.24,"abf726ad48a565ba","tvmgen_default_fused_nn_max_pool2d_1",0.0348772,,,"NCHW",""
"float32[1, 128, 56, 56], float32[256, 128, 3, 3], float32[1, 256, 56, 56]",1,"opencl0",82807.1,"c91f4f33877bc26b","tvmgen_default_fused_nn_conv2d_2",2.59197,"NCHW","OIHW",,""
"float32[1, 256, 56, 56], float32[256], float32[1, 256, 56, 56]",1,"opencl0",1185.37,"fdcc6546a3583528","tvmgen_default_fused_nn_bias_add_2",0.0371036,,,,
"float32[1, 256, 56, 56], float32[1, 256, 56, 56]",1,"opencl0",1129.54,"2920dd789f380081","tvmgen_default_fused_nn_relu_2",0.0353559,,,,
"float32[1, 256, 56, 56], float32[256, 256, 3, 3], float32[1, 256, 56, 56]",1,"opencl0",176949,"ffc9f017a80622a4","tvmgen_default_fused_nn_conv2d_3",5.53873,"NCHW","OIHW",,""
"float32[1, 256, 56, 56], float32[256], float32[1, 256, 56, 56]",1,"opencl0",1158.38,"fdcc6546a3583528","tvmgen_default_fused_nn_bias_add_2",0.0362589,,,,
"float32[1, 256, 56, 56], float32[1, 256, 56, 56]",1,"opencl0",1146.69,"2920dd789f380081","tvmgen_default_fused_nn_relu_2",0.0358928,,,,
"float32[1, 256, 56, 56], float32[1, 256, 28, 28]",1,"opencl0",529.116,"40b91251aa1c0102","tvmgen_default_fused_nn_max_pool2d_2",0.016562,,,"NCHW",""
"float32[1, 256, 28, 28], float32[512, 256, 3, 3], float32[1, 512, 28, 28]",1,"opencl0",101206,"268accfd24b422b1","tvmgen_default_fused_nn_conv2d_4",3.16786,"NCHW","OIHW",,""
"float32[1, 512, 28, 28], float32[512], float32[1, 512, 28, 28]",1,"opencl0",575.996,"2b44fee34eaf69ef","tvmgen_default_fused_nn_bias_add_3",0.0180294,,,,
"float32[1, 512, 28, 28], float32[1, 512, 28, 28]",1,"opencl0",600.486,"a10fb7f10331e950","tvmgen_default_fused_nn_relu_3",0.018796,,,,
"float32[1, 512, 28, 28], float32[512, 512, 3, 3], float32[1, 512, 28, 28]",1,"opencl0",188684,"f51be02cf276d976","tvmgen_default_fused_nn_conv2d_5",5.90606,"NCHW","OIHW",,""
"float32[1, 512, 28, 28], float32[512], float32[1, 512, 28, 28]",1,"opencl0",616.62,"2b44fee34eaf69ef","tvmgen_default_fused_nn_bias_add_3",0.019301,,,,
"float32[1, 512, 28, 28], float32[1, 512, 28, 28]",1,"opencl0",560.023,"a10fb7f10331e950","tvmgen_default_fused_nn_relu_3",0.0175294,,,,
"float32[1, 512, 28, 28], float32[1, 512, 14, 14]",1,"opencl0",293.405,"a58460573dd02317","tvmgen_default_fused_nn_max_pool2d_3",0.00918395,,,"NCHW",""
"float32[1, 512, 14, 14], float32[512, 512, 3, 3], float32[1, 512, 14, 14]",1,"opencl0",66289.9,"dcb4a671a8ae35ab","tvmgen_default_fused_nn_conv2d_6",2.07496,"NCHW","OIHW",,""
