Argument Shapes,Count,Device,Duration (us),Hash,Name,Percent,data_layout,kernel_layout,out_layout
"float32[1, 3, 224, 224], float32[40, 3, 3, 3], float32[1, 40, 112, 112]",1,"opencl0",15111.6,"a991296d34593158","tvmgen_default_fused_nn_conv2d",7.69154,"NCHW","OIHW",""
"float32[1, 40, 112, 112], float32[40], float32[1, 40, 112, 112]",1,"opencl0",705.462,"ba6017033fda5ee3","tvmgen_default_fused_nn_bias_add",0.359067,,,
"float32[1, 40, 112, 112], float32[1, 40, 112, 112]",1,"opencl0",689.582,"f6945ce2e927d8e9","tvmgen_default_fused_nn_relu",0.350984,,,
"float32[1, 40, 112, 112], float32[40, 1, 3, 3], float32[1, 40, 112, 112]",1,"opencl0",3678.98,"f3b156bb22fc086e","tvmgen_default_fused_nn_conv2d_1",1.87253,"NCHW","OIHW",""
"float32[1, 40, 112, 112], float32[40], float32[1, 40, 112, 112]",1,"opencl0",709.324,"ba6017033fda5ee3","tvmgen_default_fused_nn_bias_add",0.361033,,,
"float32[1, 40, 112, 112], float32[1, 40, 112, 112]",1,"opencl0",688.902,"f6945ce2e927d8e9","tvmgen_default_fused_nn_relu",0.350638,,,
"float32[1, 40, 112, 112], float32[24, 40, 1, 1], float32[1, 24, 112, 112]",1,"opencl0",3626.29,"0b1b67e817a95fbb","tvmgen_default_fused_nn_conv2d_2",1.84572,"NCHW","OIHW",""
"float32[1, 24, 112, 112], float32[24], float32[1, 24, 112, 112]",1,"opencl0",416.393,"28730b13f53b4620","tvmgen_default_fused_nn_bias_add_1",0.211936,,,
"float32[1, 24, 112, 112], float32[72, 24, 1, 1], float32[1, 72, 112, 112]",1,"opencl0",5276.28,"e92bcb346ee43948","tvmgen_default_fused_nn_conv2d_3",2.68553,"NCHW","OIHW",""
"float32[1, 72, 112, 112], float32[72], float32[1, 72, 112, 112]",1,"opencl0",1296.53,"a507d12213586b39","tvmgen_default_fused_nn_bias_add_2",0.659909,,,
"float32[1, 72, 112, 112], float32[1, 72, 112, 112]",1,"opencl0",1269.7,"c4f1077195e095f3","tvmgen_default_fused_nn_relu_1",0.646256,,,
"float32[1, 72, 112, 112], float32[72, 1, 3, 3], float32[1, 72, 56, 56]",1,"opencl0",4323.76,"4e86aec0ddda81cf","tvmgen_default_fused_nn_conv2d_4",2.20072,"NCHW","OIHW",""
"float32[1, 72, 56, 56], float32[72], float32[1, 72, 56, 56]",1,"opencl0",300.849,"3cee3e3dc5e4a5a7","tvmgen_default_fused_nn_bias_add_3",0.153127,,,
"float32[1, 72, 56, 56], float32[1, 72, 56, 56]",1,"opencl0",297.867,"afac2115ffa37772","tvmgen_default_fused_nn_relu_2",0.151609,,,
"float32[1, 72, 56, 56], float32[32, 72, 1, 1], float32[1, 32, 56, 56]",1,"opencl0",1377.3,"9c54a869607bf344","tvmgen_default_fused_nn_conv2d_5",0.701021,"NCHW","OIHW",""
"float32[1, 32, 56, 56], float32[32], float32[1, 32, 56, 56]",1,"opencl0",129.627,"f29e6a0c51a3d88b","tvmgen_default_fused_nn_bias_add_4",0.0659777,,,
"float32[1, 32, 56, 56], float32[96, 32, 1, 1], float32[1, 96, 56, 56]",1,"opencl0",1913.3,"9b3a99b99513584f","tvmgen_default_fused_nn_conv2d_6",0.973835,"NCHW","OIHW",""
