Argument Shapes,Count,Device,Duration (us),Hash,Name,Percent,data_layout,kernel_layout,out_layout
"float32[1, 3, 224, 224], float32[32, 3, 3, 3], float32[1, 32, 112, 112]",1,"opencl0",3278.78,"a6253b04e6d10a75","tvmgen_default_fused_nn_conv2d",3.1129,"NCHW","OIHW",""
"float32[1, 32, 112, 112], float32[32], float32[1, 32, 112, 112]",1,"opencl0",566.565,"c614191b65dc6e6d","tvmgen_default_fused_nn_bias_add",0.537902,,,
"float32[1, 32, 112, 112], float32[1, 32, 112, 112]",1,"opencl0",555.421,"5c0d333ced61fb05","tvmgen_default_fused_nn_relu",0.527322,,,
"float32[1, 32, 112, 112], float32[32, 1, 3, 3], float32[1, 32, 112, 112]",1,"opencl0",2959.48,"fa3dd60aeda4e612","tvmgen_default_fused_nn_conv2d_1",2.80976,"NCHW","OIHW",""
"float32[1, 32, 112, 112], float32[32], float32[1, 32, 112, 112]",1,"opencl0",540.52,"c614191b65dc6e6d","tvmgen_default_fused_nn_bias_add",0.513175,,,
"float32[1, 32, 112, 112], float32[1, 32, 112, 112]",1,"opencl0",548.167,"5c0d333ced61fb05","tvmgen_default_fused_nn_relu",0.520435,,,
"float32[1, 32, 112, 112], float32[16, 32, 1, 1], float32[1, 16, 112, 112]",1,"opencl0",1816.66,"88a00a0ecafdbee1","tvmgen_default_fused_nn_conv2d_2",1.72475,"NCHW","OIHW",""
"float32[1, 16, 112, 112], float32[16], float32[1, 16, 112, 112]",1,"opencl0",269.487,"8bf39b6a5ae8cde3","tvmgen_default_fused_nn_bias_add_1",0.255853,,,
"float32[1, 16, 112, 112], float32[48, 16, 1, 1], float32[1, 48, 112, 112]",1,"opencl0",2682.18,"4c90dbe22b17a0b2","tvmgen_default_fused_nn_conv2d_3",2.54648,"NCHW","OIHW",""
"float32[1, 48, 112, 112], float32[48], float32[1, 48, 112, 112]",1,"opencl0",855.602,"cfbb483287fb2cc9","tvmgen_default_fused_nn_bias_add_2",0.812316,,,
"float32[1, 48, 112, 112], float32[1, 48, 112, 112]",1,"opencl0",835.659,"74fea7a7c47c989c","tvmgen_default_fused_nn_relu_1",0.793382,,,
"float32[1, 48, 112, 112], float32[48, 1, 3, 3], float32[1, 48, 56, 56]",1,"opencl0",2843.83,"0d6edcd6efdc7c9b","tvmgen_default_fused_nn_conv2d_4",2.69996,"NCHW","OIHW",""
"float32[1, 48, 56, 56], float32[48], float32[1, 48, 56, 56]",1,"opencl0",199.668,"672ae7232e0d9436","tvmgen_default_fused_nn_bias_add_3",0.189567,,,
"float32[1, 48, 56, 56], float32[1, 48, 56, 56]",1,"opencl0",191.49,"8ad9c7c7caa6c0d4","tvmgen_default_fused_nn_relu_2",0.181802,,,
"float32[1, 48, 56, 56], float32[24, 48, 1, 1], float32[1, 24, 56, 56]",1,"opencl0",812.711,"0d31befcf25c50d3","tvmgen_default_fused_nn_conv2d_5",0.771595,"NCHW","OIHW",""
