Argument Shapes,Count,Device,Duration (us),Hash,Name,Percent,data_layout,kernel_layout,out_layout
"float32[1, 3, 224, 224], float32[32, 3, 3, 3], float32[1, 32, 112, 112]",1,"opencl0",3285.23,"a6253b04e6d10a75","tvmgen_default_fused_nn_conv2d",3.11915,"NCHW","OIHW",""
"float32[1, 32, 112, 112], float32[32], float32[1, 32, 112, 112]",1,"opencl0",564.927,"c614191b65dc6e6d","tvmgen_default_fused_nn_bias_add",0.536369,,,
"float32[1, 32, 112, 112], float32[1, 32, 112, 112]",1,"opencl0",548.128,"5c0d333ced61fb05","tvmgen_default_fused_nn_relu",0.520419,,,
"float32[1, 32, 112, 112], float32[32, 1, 3, 3], float32[1, 32, 112, 112]",1,"opencl0",2932.99,"fa3dd60aeda4e612","tvmgen_default_fused_nn_conv2d_1",2.78472,"NCHW","OIHW",""
"float32[1, 32, 112, 112], float32[32], float32[1, 32, 112, 112]",1,"opencl0",566.9,"c614191b65dc6e6d","tvmgen_default_fused_nn_bias_add",0.538242,,,
"float32[1, 32, 112, 112], float32[1, 32, 112, 112]",1,"opencl0",549.056,"5c0d333ced61fb05","tvmgen_default_fused_nn_relu",0.5213,,,
"float32[1, 32, 112, 112], float32[16, 32, 1, 1], float32[1, 16, 112, 112]",1,"opencl0",1822.24,"88a00a0ecafdbee1","tvmgen_default_fused_nn_conv2d_2",1.73013,"NCHW","OIHW",""
"float32[1, 16, 112, 112], float32[16], float32[1, 16, 112, 112]",1,"opencl0",271.017,"8bf39b6a5ae8cde3","tvmgen_default_fused_nn_bias_add_1",0.257317,,,
"float32[1, 16, 112, 112], float32[48, 16, 1, 1], float32[1, 48, 112, 112]",1,"opencl0",2685.12,"4c90dbe22b17a0b2","tvmgen_default_fused_nn_conv2d_3",2.54938,"NCHW","OIHW",""
"float32[1, 48, 112, 112], float32[48], float32[1, 48, 112, 112]",1,"opencl0",856.577,"cfbb483287fb2cc9","tvmgen_default_fused_nn_bias_add_2",0.813275,,,
"float32[1, 48, 112, 112], float32[1, 48, 112, 112]",1,"opencl0",837.199,"74fea7a7c47c989c","tvmgen_default_fused_nn_relu_1",0.794877,,,
"float32[1, 48, 112, 112], float32[48, 1, 3, 3], float32[1, 48, 56, 56]",1,"opencl0",2871.14,"0d6edcd6efdc7c9b","tvmgen_default_fused_nn_conv2d_4",2.726,"NCHW","OIHW",""
"float32[1, 48, 56, 56], float32[48], float32[1, 48, 56, 56]",1,"opencl0",199.825,"672ae7232e0d9436","tvmgen_default_fused_nn_bias_add_3",0.189723,,,
"float32[1, 48, 56, 56], float32[1, 48, 56, 56]",1,"opencl0",192.198,"8ad9c7c7caa6c0d4","tvmgen_default_fused_nn_relu_2",0.182482,,,
"float32[1, 48, 56, 56], float32[24, 48, 1, 1], float32[1, 24, 56, 56]",1,"opencl0",808.433,"0d31befcf25c50d3","tvmgen_default_fused_nn_conv2d_5",0.767565,"NCHW","OIHW",""
"float32[1, 24, 56, 56], float32[24], float32[1, 24, 56, 56]",1,"opencl0",99.764,"e4acad988f6f3b1d","tvmgen_default_fused_nn_bias_add_4",0.0947207,,,
"float32[1, 24, 56, 56], float32[72, 24, 1, 1], float32[1, 72, 56, 56]",1,"opencl0",1197.3,"08d99171b88f9b5d","tvmgen_default_fused_nn_conv2d_6",1.13678,"NCHW","OIHW",""
"float32[1, 72, 56, 56], float32[72], float32[1, 72, 56, 56]",1,"opencl0",316.656,"3cee3e3dc5e4a5a7","tvmgen_default_fused_nn_bias_add_5",0.300648,,,
"float32[1, 72, 56, 56], float32[1, 72, 56, 56]",1,"opencl0",303.563,"afac2115ffa37772","tvmgen_default_fused_nn_relu_3",0.288217,,,
"float32[1, 72, 56, 56], float32[72, 1, 3, 3], float32[1, 72, 56, 56]",1,"opencl0",1337.32,"ad8128a34fd692ca","tvmgen_default_fused_nn_conv2d_7",1.26972,"NCHW","OIHW",""
"float32[1, 72, 56, 56], float32[72], float32[1, 72, 56, 56]",1,"opencl0",312.957,"3cee3e3dc5e4a5a7","tvmgen_default_fused_nn_bias_add_5",0.297136,,,
"float32[1, 72, 56, 56], float32[1, 72, 56, 56]",1,"opencl0",305.569,"afac2115ffa37772","tvmgen_default_fused_nn_relu_3",0.290122,,,
"float32[1, 72, 56, 56], float32[24, 72, 1, 1], float32[1, 24, 56, 56]",1,"opencl0",1214.84,"aeaddcb949ce4f33","tvmgen_default_fused_nn_conv2d_8",1.15343,"NCHW","OIHW",""
"float32[1, 24, 56, 56], float32[24], float32[1, 24, 56, 56]",1,"opencl0",97.602,"e4acad988f6f3b1d","tvmgen_default_fused_nn_bias_add_4",0.092668,,,
"float32[1, 24, 56, 56], float32[1, 24, 56, 56], float32[1, 24, 56, 56]",1,"opencl0",148.306,"8c052d6174b00ce0","tvmgen_default_fused_add",0.140809,,,
"float32[1, 24, 56, 56], float32[72, 24, 1, 1], float32[1, 72, 56, 56]",1,"opencl0",1218.21,"08d99171b88f9b5d","tvmgen_default_fused_nn_conv2d_6",1.15663,"NCHW","OIHW",""
