Argument Shapes,Count,Device,Duration (us),Hash,Name,Percent,data_layout,kernel_layout,layout,out_layout
"float32[1, 3, 224, 224], int64[], float32[1, 224, 224]",1,"opencl0",162.519,"ae2eaf7e752cc334","tvmgen_default_fused_take",0.0154306,,,,
"float32[1, 224, 224], float32[1, 1, 224, 224]",1,"opencl0",0,"050fe0b3edc693d3","__nop",0,,,,
"float32[1, 1, 224, 224], float32[], float32[1, 1, 224, 224]",1,"opencl0",64.937,"8b9d5a5a85f77f90","tvmgen_default_fused_multiply",0.00616555,,,,
"float32[1, 1, 224, 224], float32[], float32[1, 1, 224, 224]",1,"opencl0",63.124,"2fc705dea3e44e0b","tvmgen_default_fused_add",0.00599341,,,,
"float32[1, 3, 224, 224], int64[], float32[1, 224, 224]",1,"opencl0",161.114,"ae2eaf7e752cc334","tvmgen_default_fused_take",0.0152972,,,,
"float32[1, 224, 224], float32[1, 1, 224, 224]",1,"opencl0",0,"050fe0b3edc693d3","__nop",0,,,,
"float32[1, 1, 224, 224], float32[], float32[1, 1, 224, 224]",1,"opencl0",62.462,"8b9d5a5a85f77f90","tvmgen_default_fused_multiply",0.00593055,,,,
"float32[1, 1, 224, 224], float32[], float32[1, 1, 224, 224]",1,"opencl0",63.501,"2fc705dea3e44e0b","tvmgen_default_fused_add",0.0060292,,,,
"float32[1, 3, 224, 224], int64[], float32[1, 224, 224]",1,"opencl0",159.532,"ae2eaf7e752cc334","tvmgen_default_fused_take",0.015147,,,,
"float32[1, 224, 224], float32[1, 1, 224, 224]",1,"opencl0",0,"050fe0b3edc693d3","__nop",0,,,,
"float32[1, 1, 224, 224], float32[], float32[1, 1, 224, 224]",1,"opencl0",64.015,"8b9d5a5a85f77f90","tvmgen_default_fused_multiply",0.00607801,,,,
"float32[1, 1, 224, 224], float32[], float32[1, 1, 224, 224]",1,"opencl0",64.942,"2fc705dea3e44e0b","tvmgen_default_fused_add",0.00616602,,,,
"float32[1, 1, 224, 224], float32[1, 1, 224, 224], float32[1, 1, 224, 224], float32[1, 3, 224, 224]",1,"opencl0",214.199,"214167f5e989fa20","tvmgen_default_fused_concatenate",0.0203375,,,,
"float32[1, 3, 224, 224], float32[64, 3, 7, 7], float32[1, 64, 112, 112]",1,"opencl0",191493,"2dcc36ff177ff7f3","tvmgen_default_fused_nn_conv2d",18.1816,"NCHW","OIHW",,""
"float32[1, 64, 112, 112], float32[64], float32[1, 64, 112, 112]",1,"opencl0",1153.2,"ae883222383b594f","tvmgen_default_fused_nn_bias_add",0.109492,,,,
"float32[1, 64, 112, 112], float32[1, 64, 112, 112]",1,"opencl0",1137.9,"ad0ba631890195c8","tvmgen_default_fused_nn_relu",0.10804,,,,
