Argument Shapes,Count,Device,Duration (us),Hash,Name,Percent,data_layout,kernel_layout,out_layout
"float32[1, 3, 224, 224], float32[32, 3, 3, 3], float32[1, 32, 112, 112]",1,"opencl0",3292.58,"a6253b04e6d10a75","tvmgen_default_fused_nn_conv2d",3.12342,"NCHW","OIHW",""
"float32[1, 32, 112, 112], float32[32], float32[1, 32, 112, 112]",1,"opencl0",568.572,"c614191b65dc6e6d","tvmgen_default_fused_nn_bias_add",0.539362,,,
"float32[1, 32, 112, 112], float32[1, 32, 112, 112]",1,"opencl0",549.496,"5c0d333ced61fb05","tvmgen_default_fused_nn_relu",0.521266,,,
"float32[1, 32, 112, 112], float32[32, 1, 3, 3], float32[1, 32, 112, 112]",1,"opencl0",2939.11,"fa3dd60aeda4e612","tvmgen_default_fused_nn_conv2d_1",2.78812,"NCHW","OIHW",""
"float32[1, 32, 112, 112], float32[32], float32[1, 32, 112, 112]",1,"opencl0",563.59,"c614191b65dc6e6d","tvmgen_default_fused_nn_bias_add",0.534636,,,
"float32[1, 32, 112, 112], float32[1, 32, 112, 112]",1,"opencl0",552.106,"5c0d333ced61fb05","tvmgen_default_fused_nn_relu",0.523742,,,
"float32[1, 32, 112, 112], float32[16, 32, 1, 1], float32[1, 16, 112, 112]",1,"opencl0",1810.64,"88a00a0ecafdbee1","tvmgen_default_fused_nn_conv2d_2",1.71762,"NCHW","OIHW",""
"float32[1, 16, 112, 112], float32[16], float32[1, 16, 112, 112]",1,"opencl0",271.252,"8bf39b6a5ae8cde3","tvmgen_default_fused_nn_bias_add_1",0.257317,,,
"float32[1, 16, 112, 112], float32[48, 16, 1, 1], float32[1, 48, 112, 112]",1,"opencl0",2676.75,"4c90dbe22b17a0b2","tvmgen_default_fused_nn_conv2d_3",2.53924,"NCHW","OIHW",""
"float32[1, 48, 112, 112], float32[48], float32[1, 48, 112, 112]",1,"opencl0",852.709,"cfbb483287fb2cc9","tvmgen_default_fused_nn_bias_add_2",0.808902,,,
"float32[1, 48, 112, 112], float32[1, 48, 112, 112]",1,"opencl0",836.551,"74fea7a7c47c989c","tvmgen_default_fused_nn_relu_1",0.793574,,,
"float32[1, 48, 112, 112], float32[48, 1, 3, 3], float32[1, 48, 56, 56]",1,"opencl0",2834.65,"0d6edcd6efdc7c9b","tvmgen_default_fused_nn_conv2d_4",2.68903,"NCHW","OIHW",""
"float32[1, 48, 56, 56], float32[48], float32[1, 48, 56, 56]",1,"opencl0",201.193,"672ae7232e0d9436","tvmgen_default_fused_nn_bias_add_3",0.190857,,,
"float32[1, 48, 56, 56], float32[1, 48, 56, 56]",1,"opencl0",191.143,"8ad9c7c7caa6c0d4","tvmgen_default_fused_nn_relu_2",0.181323,,,
"float32[1, 48, 56, 56], float32[24, 48, 1, 1], float32[1, 24, 56, 56]",1,"opencl0",805.105,"0d31befcf25c50d3","tvmgen_default_fused_nn_conv2d_5",0.763744,"NCHW","OIHW",""
"float32[1, 24, 56, 56], float32[24], float32[1, 24, 56, 56]",1,"opencl0",98.878,"e4acad988f6f3b1d","tvmgen_default_fused_nn_bias_add_4",0.0937983,,,
"float32[1, 24, 56, 56], float32[72, 24, 1, 1], float32[1, 72, 56, 56]",1,"opencl0",1200.24,"08d99171b88f9b5d","tvmgen_default_fused_nn_conv2d_6",1.13858,"NCHW","OIHW",""
"float32[1, 72, 56, 56], float32[72], float32[1, 72, 56, 56]",1,"opencl0",317.495,"3cee3e3dc5e4a5a7","tvmgen_default_fused_nn_bias_add_5",0.301184,,,
"float32[1, 72, 56, 56], float32[1, 72, 56, 56]",1,"opencl0",300.675,"afac2115ffa37772","tvmgen_default_fused_nn_relu_3",0.285228,,,
"float32[1, 72, 56, 56], float32[72, 1, 3, 3], float32[1, 72, 56, 56]",1,"opencl0",1336.55,"ad8128a34fd692ca","tvmgen_default_fused_nn_conv2d_7",1.26789,"NCHW","OIHW",""
"float32[1, 72, 56, 56], float32[72], float32[1, 72, 56, 56]",1,"opencl0",313.834,"3cee3e3dc5e4a5a7","tvmgen_default_fused_nn_bias_add_5",0.297711,,,
"float32[1, 72, 56, 56], float32[1, 72, 56, 56]",1,"opencl0",304.938,"afac2115ffa37772","tvmgen_default_fused_nn_relu_3",0.289272,,,
