Argument Shapes,Count,Device,Duration (us),Hash,Name,Percent,data_layout,kernel_layout,layout,out_layout
"float32[1, 3, 224, 224], float32[64, 3, 7, 7], float32[1, 64, 112, 112]",1,"opencl0",174149,"2dcc36ff177ff7f3","tvmgen_default_fused_nn_conv2d",27.0889,"NCHW","OIHW",,""
"float32[1, 64, 112, 112], float32[64], float32[1, 64, 112, 112]",1,"opencl0",1155.14,"ae883222383b594f","tvmgen_default_fused_nn_bias_add",0.179682,,,,
"float32[1, 64, 112, 112], float32[1, 64, 112, 112]",1,"opencl0",1135.43,"ad0ba631890195c8","tvmgen_default_fused_nn_relu",0.176616,,,,
"float32[1, 64, 112, 112], float32[1, 64, 56, 56]",1,"opencl0",977.876,"f9a2c55cab74f218","tvmgen_default_fused_nn_max_pool2d",0.152109,,,"NCHW",""
"float32[1, 64, 56, 56], float32[64, 64, 3, 3], float32[1, 64, 56, 56]",1,"opencl0",22134.5,"ecc925d282246df8","tvmgen_default_fused_nn_conv2d_1",3.44303,"NCHW","OIHW",,""
"float32[1, 64, 56, 56], float32[64], float32[1, 64, 56, 56]",1,"opencl0",267.341,"0af568e9467d38ce","tvmgen_default_fused_nn_bias_add_1",0.041585,,,,
"float32[1, 64, 56, 56], float32[1, 64, 56, 56]",1,"opencl0",269.049,"c450efad7d659fca","tvmgen_default_fused_nn_relu_1",0.0418506,,,,
"float32[1, 64, 56, 56], float32[64, 64, 3, 3], float32[1, 64, 56, 56]",1,"opencl0",27109.9,"ecc925d282246df8","tvmgen_default_fused_nn_conv2d_1",4.21696,"NCHW","OIHW",,""
"float32[1, 64, 56, 56], float32[64], float32[1, 64, 56, 56]",1,"opencl0",280.811,"0af568e9467d38ce","tvmgen_default_fused_nn_bias_add_1",0.0436802,,,,
"float32[1, 64, 56, 56], float32[1, 64, 56, 56], float32[1, 64, 56, 56]",1,"opencl0",407.831,"8e9a0625ad1ad196","tvmgen_default_fused_add",0.0634382,,,,
"float32[1, 64, 56, 56], float32[1, 64, 56, 56]",1,"opencl0",267.072,"c450efad7d659fca","tvmgen_default_fused_nn_relu_1",0.0415431,,,,
"float32[1, 64, 56, 56], float32[64, 64, 3, 3], float32[1, 64, 56, 56]",1,"opencl0",21617.5,"ecc925d282246df8","tvmgen_default_fused_nn_conv2d_1",3.36261,"NCHW","OIHW",,""
"float32[1, 64, 56, 56], float32[64], float32[1, 64, 56, 56]",1,"opencl0",280.904,"0af568e9467d38ce","tvmgen_default_fused_nn_bias_add_1",0.0436947,,,,
"float32[1, 64, 56, 56], float32[1, 64, 56, 56]",1,"opencl0",262.167,"c450efad7d659fca","tvmgen_default_fused_nn_relu_1",0.0407801,,,,
