Argument Shapes,Count,Device,Duration (us),Hash,Name,Percent,data_layout,kernel_layout,out_layout
"float32[1, 3, 224, 224], float32[40, 3, 3, 3], float32[1, 40, 112, 112]",1,"opencl0",15160.7,"a991296d34593158","tvmgen_default_fused_nn_conv2d",7.69134,"NCHW","OIHW",""
"float32[1, 40, 112, 112], float32[40], float32[1, 40, 112, 112]",1,"opencl0",705.813,"ba6017033fda5ee3","tvmgen_default_fused_nn_bias_add",0.358074,,,
"float32[1, 40, 112, 112], float32[1, 40, 112, 112]",1,"opencl0",691.529,"f6945ce2e927d8e9","tvmgen_default_fused_nn_relu",0.350828,,,
"float32[1, 40, 112, 112], float32[40, 1, 3, 3], float32[1, 40, 112, 112]",1,"opencl0",3699.68,"f3b156bb22fc086e","tvmgen_default_fused_nn_conv2d_1",1.87693,"NCHW","OIHW",""
"float32[1, 40, 112, 112], float32[40], float32[1, 40, 112, 112]",1,"opencl0",703.744,"ba6017033fda5ee3","tvmgen_default_fused_nn_bias_add",0.357025,,,
"float32[1, 40, 112, 112], float32[1, 40, 112, 112]",1,"opencl0",669.773,"f6945ce2e927d8e9","tvmgen_default_fused_nn_relu",0.339791,,,
"float32[1, 40, 112, 112], float32[24, 40, 1, 1], float32[1, 24, 112, 112]",1,"opencl0",3593.56,"0b1b67e817a95fbb","tvmgen_default_fused_nn_conv2d_2",1.82309,"NCHW","OIHW",""
"float32[1, 24, 112, 112], float32[24], float32[1, 24, 112, 112]",1,"opencl0",417.059,"28730b13f53b4620","tvmgen_default_fused_nn_bias_add_1",0.211583,,,
"float32[1, 24, 112, 112], float32[72, 24, 1, 1], float32[1, 72, 112, 112]",1,"opencl0",5297.67,"e92bcb346ee43948","tvmgen_default_fused_nn_conv2d_3",2.68763,"NCHW","OIHW",""
"float32[1, 72, 112, 112], float32[72], float32[1, 72, 112, 112]",1,"opencl0",1299.98,"a507d12213586b39","tvmgen_default_fused_nn_bias_add_2",0.659507,,,
"float32[1, 72, 112, 112], float32[1, 72, 112, 112]",1,"opencl0",1267.72,"c4f1077195e095f3","tvmgen_default_fused_nn_relu_1",0.643141,,,
"float32[1, 72, 112, 112], float32[72, 1, 3, 3], float32[1, 72, 56, 56]",1,"opencl0",4281.96,"4e86aec0ddda81cf","tvmgen_default_fused_nn_conv2d_4",2.17233,"NCHW","OIHW",""
"float32[1, 72, 56, 56], float32[72], float32[1, 72, 56, 56]",1,"opencl0",300.865,"3cee3e3dc5e4a5a7","tvmgen_default_fused_nn_bias_add_3",0.152635,,,
