Argument Shapes,Count,Device,Duration (us),Hash,Name,Percent,data_layout,kernel_layout,out_layout
"float32[1, 3, 224, 224], float32[40, 3, 3, 3], float32[1, 40, 112, 112]",1,"opencl0",15168.7,"a991296d34593158","tvmgen_default_fused_nn_conv2d",7.75155,"NCHW","OIHW",""
"float32[1, 40, 112, 112], float32[40], float32[1, 40, 112, 112]",1,"opencl0",688.573,"ba6017033fda5ee3","tvmgen_default_fused_nn_bias_add",0.351877,,,
"float32[1, 40, 112, 112], float32[1, 40, 112, 112]",1,"opencl0",692.536,"f6945ce2e927d8e9","tvmgen_default_fused_nn_relu",0.353902,,,
"float32[1, 40, 112, 112], float32[40, 1, 3, 3], float32[1, 40, 112, 112]",1,"opencl0",3682.22,"f3b156bb22fc086e","tvmgen_default_fused_nn_conv2d_1",1.8817,"NCHW","OIHW",""
"float32[1, 40, 112, 112], float32[40], float32[1, 40, 112, 112]",1,"opencl0",705.776,"ba6017033fda5ee3","tvmgen_default_fused_nn_bias_add",0.360668,,,
"float32[1, 40, 112, 112], float32[1, 40, 112, 112]",1,"opencl0",688.637,"f6945ce2e927d8e9","tvmgen_default_fused_nn_relu",0.35191,,,
"float32[1, 40, 112, 112], float32[24, 40, 1, 1], float32[1, 24, 112, 112]",1,"opencl0",3585.65,"0b1b67e817a95fbb","tvmgen_default_fused_nn_conv2d_2",1.83235,"NCHW","OIHW",""
"float32[1, 24, 112, 112], float32[24], float32[1, 24, 112, 112]",1,"opencl0",415.843,"28730b13f53b4620","tvmgen_default_fused_nn_bias_add_1",0.212506,,,
"float32[1, 24, 112, 112], float32[72, 24, 1, 1], float32[1, 72, 112, 112]",1,"opencl0",5271.56,"e92bcb346ee43948","tvmgen_default_fused_nn_conv2d_3",2.69389,"NCHW","OIHW",""
"float32[1, 72, 112, 112], float32[72], float32[1, 72, 112, 112]",1,"opencl0",1301.21,"a507d12213586b39","tvmgen_default_fused_nn_bias_add_2",0.664952,,,
"float32[1, 72, 112, 112], float32[1, 72, 112, 112]",1,"opencl0",1270.58,"c4f1077195e095f3","tvmgen_default_fused_nn_relu_1",0.649298,,,
"float32[1, 72, 112, 112], float32[72, 1, 3, 3], float32[1, 72, 56, 56]",1,"opencl0",4315.73,"4e86aec0ddda81cf","tvmgen_default_fused_nn_conv2d_4",2.20544,"NCHW","OIHW",""
"float32[1, 72, 56, 56], float32[72], float32[1, 72, 56, 56]",1,"opencl0",300.19,"3cee3e3dc5e4a5a7","tvmgen_default_fused_nn_bias_add_3",0.153404,,,
"float32[1, 72, 56, 56], float32[1, 72, 56, 56]",1,"opencl0",296.64,"afac2115ffa37772","tvmgen_default_fused_nn_relu_2",0.15159,,,
"float32[1, 72, 56, 56], float32[32, 72, 1, 1], float32[1, 32, 56, 56]",1,"opencl0",1382.83,"9c54a869607bf344","tvmgen_default_fused_nn_conv2d_5",0.70666,"NCHW","OIHW",""
"float32[1, 32, 56, 56], float32[32], float32[1, 32, 56, 56]",1,"opencl0",127.97,"f29e6a0c51a3d88b","tvmgen_default_fused_nn_bias_add_4",0.0653957,,,
"float32[1, 32, 56, 56], float32[96, 32, 1, 1], float32[1, 96, 56, 56]",1,"opencl0",1913.65,"9b3a99b99513584f","tvmgen_default_fused_nn_conv2d_6",0.977922,"NCHW","OIHW",""
"float32[1, 96, 56, 56], float32[96], float32[1, 96, 56, 56]",1,"opencl0",414.942,"ed732ee6422ed85f","tvmgen_default_fused_nn_bias_add_5",0.212045,,,
"float32[1, 96, 56, 56], float32[1, 96, 56, 56]",1,"opencl0",395.659,"156f41187a63fcb0","tvmgen_default_fused_nn_relu_3",0.202191,,,
"float32[1, 96, 56, 56], float32[96, 1, 3, 3], float32[1, 96, 56, 56]",1,"opencl0",1759.5,"21fef9e6e10b5c3c","tvmgen_default_fused_nn_conv2d_7",0.899146,"NCHW","OIHW",""
"float32[1, 96, 56, 56], float32[96], float32[1, 96, 56, 56]",1,"opencl0",410.834,"ed732ee6422ed85f","tvmgen_default_fused_nn_bias_add_5",0.209946,,,
"float32[1, 96, 56, 56], float32[1, 96, 56, 56]",1,"opencl0",398.103,"156f41187a63fcb0","tvmgen_default_fused_nn_relu_3",0.20344,,,
"float32[1, 96, 56, 56], float32[32, 96, 1, 1], float32[1, 32, 56, 56]",1,"opencl0",1816.16,"719967d386df94b2","tvmgen_default_fused_nn_conv2d_8",0.928104,"NCHW","OIHW",""
"float32[1, 32, 56, 56], float32[32], float32[1, 32, 56, 56]",1,"opencl0",129.454,"f29e6a0c51a3d88b","tvmgen_default_fused_nn_bias_add_4",0.0661541,,,
