Argument Shapes,Count,Device,Duration (us),Hash,Name,Percent,data_layout,kernel_layout,layout,out_layout
"float32[1, 3, 224, 224], float32[64, 3, 7, 7], float32[1, 64, 112, 112]",1,"opencl0",174712,"2dcc36ff177ff7f3","tvmgen_default_fused_nn_conv2d",27.1353,"NCHW","OIHW",,""
"float32[1, 64, 112, 112], float32[64], float32[1, 64, 112, 112]",1,"opencl0",1159.86,"ae883222383b594f","tvmgen_default_fused_nn_bias_add",0.180144,,,,
"float32[1, 64, 112, 112], float32[1, 64, 112, 112]",1,"opencl0",1132.42,"ad0ba631890195c8","tvmgen_default_fused_nn_relu",0.175882,,,,
"float32[1, 64, 112, 112], float32[1, 64, 56, 56]",1,"opencl0",978.597,"f9a2c55cab74f218","tvmgen_default_fused_nn_max_pool2d",0.15199,,,"NCHW",""
"float32[1, 64, 56, 56], float32[64, 64, 3, 3], float32[1, 64, 56, 56]",1,"opencl0",22311.9,"ecc925d282246df8","tvmgen_default_fused_nn_conv2d_1",3.46537,"NCHW","OIHW",,""
"float32[1, 64, 56, 56], float32[64], float32[1, 64, 56, 56]",1,"opencl0",266.723,"0af568e9467d38ce","tvmgen_default_fused_nn_bias_add_1",0.041426,,,,
"float32[1, 64, 56, 56], float32[1, 64, 56, 56]",1,"opencl0",268.914,"c450efad7d659fca","tvmgen_default_fused_nn_relu_1",0.0417663,,,,
"float32[1, 64, 56, 56], float32[64, 64, 3, 3], float32[1, 64, 56, 56]",1,"opencl0",26988.2,"ecc925d282246df8","tvmgen_default_fused_nn_conv2d_1",4.19166,"NCHW","OIHW",,""
"float32[1, 64, 56, 56], float32[64], float32[1, 64, 56, 56]",1,"opencl0",277.415,"0af568e9467d38ce","tvmgen_default_fused_nn_bias_add_1",0.0430866,,,,
"float32[1, 64, 56, 56], float32[1, 64, 56, 56], float32[1, 64, 56, 56]",1,"opencl0",407.824,"8e9a0625ad1ad196","tvmgen_default_fused_add",0.0633411,,,,
"float32[1, 64, 56, 56], float32[1, 64, 56, 56]",1,"opencl0",269.03,"c450efad7d659fca","tvmgen_default_fused_nn_relu_1",0.0417843,,,,
"float32[1, 64, 56, 56], float32[64, 64, 3, 3], float32[1, 64, 56, 56]",1,"opencl0",22035,"ecc925d282246df8","tvmgen_default_fused_nn_conv2d_1",3.42236,"NCHW","OIHW",,""
"float32[1, 64, 56, 56], float32[64], float32[1, 64, 56, 56]",1,"opencl0",281.791,"0af568e9467d38ce","tvmgen_default_fused_nn_bias_add_1",0.0437663,,,,
"float32[1, 64, 56, 56], float32[1, 64, 56, 56]",1,"opencl0",261.983,"c450efad7d659fca","tvmgen_default_fused_nn_relu_1",0.0406898,,,,
"float32[1, 64, 56, 56], float32[64, 64, 3, 3], float32[1, 64, 56, 56]",1,"opencl0",27165.5,"ecc925d282246df8","tvmgen_default_fused_nn_conv2d_1",4.21921,"NCHW","OIHW",,""
