Argument Shapes,Count,Device,Duration (us),Hash,Name,Percent,data_layout,kernel_layout,layout,out_layout
"float32[1, 3, 224, 224], float32[64, 3, 3, 3], float32[1, 64, 224, 224]",1,"opencl0",91850.3,"98334219283a64cf","tvmgen_default_fused_nn_conv2d",2.17825,"NCHW","OIHW",,""
"float32[1, 64, 224, 224], float32[64], float32[1, 64, 224, 224]",1,"opencl0",5156.79,"5fb4e90c5f1a0d23","tvmgen_default_fused_nn_bias_add",0.122294,,,,
"float32[1, 64, 224, 224], float32[1, 64, 224, 224]",1,"opencl0",5064.51,"de5d3359bcb15743","tvmgen_default_fused_nn_relu",0.120106,,,,
"float32[1, 64, 224, 224], float32[64, 64, 3, 3], float32[1, 64, 224, 224]",1,"opencl0",381696,"84094f9c15a717f2","tvmgen_default_fused_nn_conv2d_1",9.052,"NCHW","OIHW",,""
"float32[1, 64, 224, 224], float32[64], float32[1, 64, 224, 224]",1,"opencl0",5180.8,"5fb4e90c5f1a0d23","tvmgen_default_fused_nn_bias_add",0.122864,,,,
"float32[1, 64, 224, 224], float32[1, 64, 224, 224]",1,"opencl0",5094.2,"de5d3359bcb15743","tvmgen_default_fused_nn_relu",0.12081,,,,
"float32[1, 64, 224, 224], float32[1, 64, 112, 112]",1,"opencl0",2228.16,"66b15f13bd0ef16f","tvmgen_default_fused_nn_max_pool2d",0.0528414,,,"NCHW",""
"float32[1, 64, 112, 112], float32[128, 64, 3, 3], float32[1, 128, 112, 112]",1,"opencl0",123764,"6c949953cd28320d","tvmgen_default_fused_nn_conv2d_2",2.93508,"NCHW","OIHW",,""
"float32[1, 128, 112, 112], float32[128], float32[1, 128, 112, 112]",1,"opencl0",2453.13,"42803c08d82f336b","tvmgen_default_fused_nn_bias_add_1",0.0581764,,,,
"float32[1, 128, 112, 112], float32[1, 128, 112, 112]",1,"opencl0",2353.06,"6906d3b37d08f0fb","tvmgen_default_fused_nn_relu_1",0.0558033,,,,
"float32[1, 128, 112, 112], float32[128, 128, 3, 3], float32[1, 128, 112, 112]",1,"opencl0",206924,"99d5efd7af165ec2","tvmgen_default_fused_nn_conv2d_3",4.90724,"NCHW","OIHW",,""
"float32[1, 128, 112, 112], float32[128], float32[1, 128, 112, 112]",1,"opencl0",2412.26,"42803c08d82f336b","tvmgen_default_fused_nn_bias_add_1",0.0572072,,,,
"float32[1, 128, 112, 112], float32[1, 128, 112, 112]",1,"opencl0",2370.94,"6906d3b37d08f0fb","tvmgen_default_fused_nn_relu_1",0.0562274,,,,
"float32[1, 128, 112, 112], float32[1, 128, 56, 56]",1,"opencl0",1111.97,"abf726ad48a565ba","tvmgen_default_fused_nn_max_pool2d_1",0.0263705,,,"NCHW",""
