Argument Shapes,Count,Device,Duration (us),Hash,Name,Percent,data_layout,kernel_layout,out_layout
"float32[1, 3, 224, 224], float32[40, 3, 3, 3], float32[1, 40, 112, 112]",1,"opencl0",15256.7,"a991296d34593158","tvmgen_default_fused_nn_conv2d",7.76759,"NCHW","OIHW",""
"float32[1, 40, 112, 112], float32[40], float32[1, 40, 112, 112]",1,"opencl0",705.174,"ba6017033fda5ee3","tvmgen_default_fused_nn_bias_add",0.359023,,,
"float32[1, 40, 112, 112], float32[1, 40, 112, 112]",1,"opencl0",698.286,"f6945ce2e927d8e9","tvmgen_default_fused_nn_relu",0.355516,,,
"float32[1, 40, 112, 112], float32[40, 1, 3, 3], float32[1, 40, 112, 112]",1,"opencl0",3676.5,"f3b156bb22fc086e","tvmgen_default_fused_nn_conv2d_1",1.87181,"NCHW","OIHW",""
"float32[1, 40, 112, 112], float32[40], float32[1, 40, 112, 112]",1,"opencl0",715.413,"ba6017033fda5ee3","tvmgen_default_fused_nn_bias_add",0.364236,,,
"float32[1, 40, 112, 112], float32[1, 40, 112, 112]",1,"opencl0",690.845,"f6945ce2e927d8e9","tvmgen_default_fused_nn_relu",0.351728,,,
"float32[1, 40, 112, 112], float32[24, 40, 1, 1], float32[1, 24, 112, 112]",1,"opencl0",3593.76,"0b1b67e817a95fbb","tvmgen_default_fused_nn_conv2d_2",1.82968,"NCHW","OIHW",""
"float32[1, 24, 112, 112], float32[24], float32[1, 24, 112, 112]",1,"opencl0",420.043,"28730b13f53b4620","tvmgen_default_fused_nn_bias_add_1",0.213855,,,
"float32[1, 24, 112, 112], float32[72, 24, 1, 1], float32[1, 72, 112, 112]",1,"opencl0",5326.93,"e92bcb346ee43948","tvmgen_default_fused_nn_conv2d_3",2.71209,"NCHW","OIHW",""
"float32[1, 72, 112, 112], float32[72], float32[1, 72, 112, 112]",1,"opencl0",1282.71,"a507d12213586b39","tvmgen_default_fused_nn_bias_add_2",0.653064,,,
"float32[1, 72, 112, 112], float32[1, 72, 112, 112]",1,"opencl0",1279.89,"c4f1077195e095f3","tvmgen_default_fused_nn_relu_1",0.651629,,,
"float32[1, 72, 112, 112], float32[72, 1, 3, 3], float32[1, 72, 56, 56]",1,"opencl0",4339.7,"4e86aec0ddda81cf","tvmgen_default_fused_nn_conv2d_4",2.20946,"NCHW","OIHW",""
"float32[1, 72, 56, 56], float32[72], float32[1, 72, 56, 56]",1,"opencl0",299.952,"3cee3e3dc5e4a5a7","tvmgen_default_fused_nn_bias_add_3",0.152714,,,
