aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,total_duration,total_percentage,total_count,aggregated_duration_nnbiasadd,aggregated_percentage_nnbiasadd,aggregated_count_nnbiasadd,aggregated_duration_nnrelu,aggregated_percentage_nnrelu,aggregated_count_nnrelu,aggregated_duration_add,aggregated_percentage_add,aggregated_count_add,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndense,aggregated_percentage_nndense,aggregated_count_nndense,label_model_name
90387.87699999998,81.87727500000001,52.0,110394.286,99.99996638999995,152.0,8453.249,7.657328599999999,52.0,7224.481000000001,6.5442535,35.0,651.8839999999998,0.5905043899999999,11.0,101.535,0.0919749,1.0,3575.26,3.23863,1.0,mnasnet1_0.onnx
90577.90300000002,82.061971,52.0,110377.46200000003,100.00000351999999,152.0,8303.507,7.522823499999997,52.0,7221.624000000001,6.5426566,35.0,643.9019999999999,0.58336332,11.0,98.246,0.0890091,1.0,3532.28,3.20018,1.0,mnasnet1_0.onnx
90825.11599999998,81.977703,52.0,110792.47899999996,100.00001528000004,152.0,8411.171999999999,7.5918253999999985,52.0,7267.065999999999,6.559172700000001,35.0,611.191,0.55165448,11.0,104.344,0.0941797,1.0,3573.59,3.22548,1.0,mnasnet1_0.onnx
90470.71399999999,81.93366400000001,52.0,110419.48799999998,100.00001255000002,152.0,8442.494,7.645843500000001,52.0,7246.699000000002,6.562874799999999,35.0,603.0380000000001,0.5461338499999999,11.0,91.843,0.0831764,1.0,3564.7,3.22832,1.0,mnasnet1_0.onnx
90358.60300000002,81.96774500000002,52.0,110236.75000000001,99.99997242,152.0,8365.288,7.588476999999999,52.0,7201.001000000002,6.532299500000001,35.0,639.62,0.5802241200000001,11.0,96.608,0.0876368,1.0,3575.63,3.24359,1.0,mnasnet1_0.onnx
90487.96000000004,81.962809,52.0,110401.23900000006,99.99999829000001,152.0,8396.791000000001,7.605701400000002,52.0,7223.218999999997,6.542698499999998,35.0,636.8799999999999,0.57687789,11.0,99.429,0.0900615,1.0,3556.96,3.22185,1.0,mnasnet1_0.onnx
90746.31899999999,82.009981,52.0,110652.80899999998,100.00001259000001,152.0,8414.098000000002,7.604045599999999,52.0,7185.525,6.493753000000002,35.0,638.326,0.57687329,11.0,99.211,0.0896597,1.0,3569.33,3.2257,1.0,mnasnet1_0.onnx
90687.78700000001,81.95127399999997,52.0,110660.66699999997,100.00003021999996,152.0,8428.823000000002,7.616820699999999,52.0,7242.187999999999,6.544498600000001,35.0,639.231,0.57764982,11.0,99.348,0.0897771,1.0,3563.29,3.22001,1.0,mnasnet1_0.onnx
90617.08400000003,81.99643300000002,52.0,110513.42400000007,99.99998988000003,152.0,8397.403000000002,7.598542200000001,52.0,7207.461,6.521798900000001,35.0,627.118,0.56745868,11.0,97.558,0.0882771,1.0,3566.8,3.22748,1.0,mnasnet1_0.onnx
90547.27100000001,81.88619199999998,52.0,110576.92099999994,99.99995968999997,152.0,8478.897,7.667867500000001,52.0,7240.6539999999995,6.548072299999999,35.0,643.8049999999998,0.5822235900000002,11.0,98.374,0.0889643,1.0,3567.92,3.22664,1.0,mnasnet1_0.onnx
