aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,total_duration,total_percentage,total_count,aggregated_duration_nnbiasadd,aggregated_percentage_nnbiasadd,aggregated_count_nnbiasadd,aggregated_duration_multiply,aggregated_percentage_multiply,aggregated_count_multiply,aggregated_duration_add,aggregated_percentage_add,aggregated_count_add,aggregated_duration_clip,aggregated_percentage_clip,aggregated_count_clip,aggregated_duration_nnrelu,aggregated_percentage_nnrelu,aggregated_count_nnrelu,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndense,aggregated_percentage_nndense,aggregated_count_nndense,label_model_name
82859.60799999998,73.7501217,62.0,112351.83900000002,100.00000828000006,282.0,6657.1939999999995,5.9253165800000005,62.0,6515.57,5.799255809999998,58.0,3168.0310000000004,2.819740090000001,41.0,2144.608,1.9088320799999996,29.0,3511.1679999999997,3.12514732,19.0,816.5999999999999,0.7268247000000001,9.0,6679.06,5.94477,2.0,mobilenet_v3_large.onnx
0.0,nan,62.0,0.0,nan,282.0,0.0,nan,62.0,0.0,nan,58.0,0.0,nan,41.0,0.0,nan,29.0,0.0,nan,19.0,0.0,nan,9.0,0.0,nan,2.0,mobilenet_v3_large.onnx
83522.412,74.02146700000003,62.0,112835.37399999998,99.99997703000004,282.0,6540.0819999999985,5.79612142,62.0,6469.728000000004,5.733774880000003,58.0,3149.7690000000002,2.7914717100000006,41.0,2157.0050000000006,1.91163705,29.0,3477.7600000000007,3.0821493700000007,19.0,814.6780000000001,0.7220055999999999,9.0,6703.9400000000005,5.94135,2.0,mobilenet_v3_large.onnx
0.0,nan,62.0,0.0,nan,282.0,0.0,nan,62.0,0.0,nan,58.0,0.0,nan,41.0,0.0,nan,29.0,0.0,nan,19.0,0.0,nan,9.0,0.0,nan,2.0,mobilenet_v3_large.onnx
82829.314,73.67698159999999,62.0,112422.25700000004,100.00000671999996,282.0,6708.7789999999995,5.96747734,62.0,6545.917,5.82261477,58.0,3180.6039999999994,2.829156980000001,41.0,2154.005,1.9159947800000001,29.0,3509.124,3.1213788499999993,19.0,811.894,0.7221824,9.0,6682.62,5.94422,2.0,mobilenet_v3_large.onnx
0.0,nan,62.0,0.0,nan,282.0,0.0,nan,62.0,0.0,nan,58.0,0.0,nan,41.0,0.0,nan,29.0,0.0,nan,19.0,0.0,nan,9.0,0.0,nan,2.0,mobilenet_v3_large.onnx
83205.54299999998,73.91533380000003,62.0,112568.71499999995,99.99999976999995,282.0,6656.639000000003,5.9134014200000005,62.0,6464.2959999999985,5.742533419999999,58.0,3151.3140000000003,2.7994602099999994,41.0,2151.2519999999995,1.91105708,29.0,3487.0069999999996,3.09766864,19.0,795.404,0.7065951999999999,9.0,6657.26,5.91395,2.0,mobilenet_v3_large.onnx
0.0,nan,62.0,0.0,nan,282.0,0.0,nan,62.0,0.0,nan,58.0,0.0,nan,41.0,0.0,nan,29.0,0.0,nan,19.0,0.0,nan,9.0,0.0,nan,2.0,mobilenet_v3_large.onnx
83330.19099999999,73.89477830000001,62.0,112768.704,99.99999885000005,282.0,6640.509999999997,5.888609260000001,62.0,6503.727999999999,5.767317629999997,58.0,3159.3469999999984,2.8016203600000007,41.0,2146.53,1.90348115,29.0,3507.142,3.110034850000001,19.0,808.1759999999999,0.7166673000000001,9.0,6673.08,5.917490000000001,2.0,mobilenet_v3_large.onnx
0.0,nan,62.0,0.0,nan,282.0,0.0,nan,62.0,0.0,nan,58.0,0.0,nan,41.0,0.0,nan,29.0,0.0,nan,19.0,0.0,nan,9.0,0.0,nan,2.0,mobilenet_v3_large.onnx
83181.2,73.75905970000002,62.0,112774.23100000003,100.00001446000007,282.0,6714.03,5.953510620000003,62.0,6546.046000000002,5.804558129999998,58.0,3180.951999999999,2.820636619999999,41.0,2143.586,1.90077613,29.0,3506.1610000000005,3.109014960000001,19.0,810.5959999999999,0.7187783000000001,9.0,6691.66,5.93368,2.0,mobilenet_v3_large.onnx
0.0,nan,62.0,0.0,nan,282.0,0.0,nan,62.0,0.0,nan,58.0,0.0,nan,41.0,0.0,nan,29.0,0.0,nan,19.0,0.0,nan,9.0,0.0,nan,2.0,mobilenet_v3_large.onnx
83410.51000000001,73.94232550000001,62.0,112804.81899999997,100.00000253000003,282.0,6700.023000000001,5.939487169999998,62.0,6468.338,5.7340965100000005,58.0,3190.7270000000003,2.8285370900000006,41.0,2116.969,1.8766641100000003,29.0,3431.828000000001,3.042272249999999,19.0,813.864,0.7214799000000001,9.0,6672.5599999999995,5.91514,2.0,mobilenet_v3_large.onnx
0.0,nan,62.0,0.0,nan,282.0,0.0,nan,62.0,0.0,nan,58.0,0.0,nan,41.0,0.0,nan,29.0,0.0,nan,19.0,0.0,nan,9.0,0.0,nan,2.0,mobilenet_v3_large.onnx
83129.08900000002,73.7588738,62.0,112703.79,99.99997579000001,282.0,6664.887,5.91363534,62.0,6549.284000000001,5.811060250000001,58.0,3176.1300000000006,2.818122000000001,41.0,2150.134,1.90777458,29.0,3503.9599999999996,3.1089982199999993,19.0,816.7660000000001,0.7247016,9.0,6713.54,5.95681,2.0,mobilenet_v3_large.onnx
0.0,nan,62.0,0.0,nan,282.0,0.0,nan,62.0,0.0,nan,58.0,0.0,nan,41.0,0.0,nan,29.0,0.0,nan,19.0,0.0,nan,9.0,0.0,nan,2.0,mobilenet_v3_large.onnx
83183.55799999998,73.86675719999998,62.0,112612.97699999988,99.99997639000001,282.0,6607.356,5.867305620000002,62.0,6503.046999999997,5.774687229999998,58.0,3153.7290000000003,2.800501690000001,41.0,2138.5049999999997,1.8989846400000001,29.0,3496.602999999999,3.1049714099999997,19.0,814.5390000000001,0.7233086000000001,9.0,6715.64,5.9634599999999995,2.0,mobilenet_v3_large.onnx
0.0,nan,62.0,0.0,nan,282.0,0.0,nan,62.0,0.0,nan,58.0,0.0,nan,41.0,0.0,nan,29.0,0.0,nan,19.0,0.0,nan,9.0,0.0,nan,2.0,mobilenet_v3_large.onnx
83104.23199999999,73.7980976,62.0,112610.25899999992,100.00000426999996,282.0,6697.861,5.947826000000002,62.0,6553.296,5.819447219999999,58.0,3170.021,2.815037249999999,41.0,2148.096,1.9075503700000005,29.0,3448.879,3.0626652300000003,19.0,798.3739999999999,0.7089706000000001,9.0,6689.5,5.94041,2.0,mobilenet_v3_large.onnx
0.0,nan,62.0,0.0,nan,282.0,0.0,nan,62.0,0.0,nan,58.0,0.0,nan,41.0,0.0,nan,29.0,0.0,nan,19.0,0.0,nan,9.0,0.0,nan,2.0,mobilenet_v3_large.onnx
83307.65300000005,73.9203151,62.0,112699.28,100.00000734000001,282.0,6704.659999999997,5.94916198,62.0,6464.623000000001,5.736168809999997,58.0,3180.025,2.8216907900000012,41.0,2152.174,1.9096603300000004,29.0,3351.664,2.97399173,19.0,819.3109999999999,0.7269886,9.0,6719.17,5.96203,2.0,mobilenet_v3_large.onnx
0.0,nan,62.0,0.0,nan,282.0,0.0,nan,62.0,0.0,nan,58.0,0.0,nan,41.0,0.0,nan,29.0,0.0,nan,19.0,0.0,nan,9.0,0.0,nan,2.0,mobilenet_v3_large.onnx
83363.094,73.8950784,62.0,112812.79099999995,100.00000683999995,282.0,6659.893000000003,5.903490569999999,62.0,6521.295000000002,5.780635459999997,58.0,3162.1189999999997,2.8029784600000007,41.0,2121.9039999999995,1.8809079999999998,29.0,3503.2670000000003,3.10538715,19.0,816.289,0.7235788000000001,9.0,6664.93,5.90795,2.0,mobilenet_v3_large.onnx
0.0,nan,62.0,0.0,nan,282.0,0.0,nan,62.0,0.0,nan,58.0,0.0,nan,41.0,0.0,nan,29.0,0.0,nan,19.0,0.0,nan,9.0,0.0,nan,2.0,mobilenet_v3_large.onnx
83026.89899999999,73.73387110000002,62.0,112603.457,99.99999150000006,282.0,6692.608000000001,5.943519200000002,62.0,6554.316999999998,5.820707320000001,58.0,3187.113999999999,2.83038778,41.0,2151.2360000000003,1.91045353,29.0,3494.3200000000006,3.10320707,19.0,824.2629999999999,0.7320055000000001,9.0,6672.7,5.92584,2.0,mobilenet_v3_large.onnx
0.0,nan,62.0,0.0,nan,282.0,0.0,nan,62.0,0.0,nan,58.0,0.0,nan,41.0,0.0,nan,29.0,0.0,nan,19.0,0.0,nan,9.0,0.0,nan,2.0,mobilenet_v3_large.onnx
