aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,total_duration,total_percentage,total_count,aggregated_duration_nnbiasadd,aggregated_percentage_nnbiasadd,aggregated_count_nnbiasadd,aggregated_duration_nnrelu,aggregated_percentage_nnrelu,aggregated_count_nnrelu,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnavgpool2d,aggregated_percentage_nnavgpool2d,aggregated_count_nnavgpool2d,aggregated_duration_nndense,aggregated_percentage_nndense,aggregated_count_nndense,aggregated_duration_add,aggregated_percentage_add,aggregated_count_add,label_model_name
1694933.0,38.95844,10.0,4350618.451,99.99994952899999,44.0,23048.55,0.52977715,10.0,23437.662000000004,0.5387203719999999,12.0,5157.9259999999995,0.11855631999999999,5.0,42.71,0.0009817,1.0,2603973.37,59.852894000000006,3.0,25.233,0.000579987,3.0,vgg13_bn.onnx
0.0,nan,10.0,0.0,nan,44.0,0.0,nan,10.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg13_bn.onnx
1698336.7000000002,39.023630000000004,10.0,4352068.314000001,99.999978712,44.0,23109.051999999996,0.5309892900000001,10.0,23493.076999999997,0.539813497,12.0,5048.144,0.11599429,5.0,42.725,0.000981717,1.0,2602013.16,59.787985000000006,3.0,25.456,0.000584918,3.0,vgg13_bn.onnx
0.0,nan,10.0,0.0,nan,44.0,0.0,nan,10.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg13_bn.onnx
1701137.5999999999,39.0637,10.0,4354778.971999999,100.0000035333,44.0,23351.604999999996,0.53622994,10.0,23253.939000000002,0.5339857760000001,12.0,5067.258999999999,0.11636079,5.0,42.927,0.000985745,1.0,2601901.33,59.748183,3.0,24.311999999999998,0.0005582823,3.0,vgg13_bn.onnx
0.0,nan,10.0,0.0,nan,44.0,0.0,nan,10.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg13_bn.onnx
1695650.4000000001,39.07018,10.0,4340016.028,100.000063796,44.0,23401.891,0.5392125400000001,10.0,23131.984000000004,0.532992589,12.0,5019.788,0.11566282000000001,5.0,43.728,0.00100755,1.0,2592741.75,59.74039799999999,3.0,26.487,0.000610297,3.0,vgg13_bn.onnx
0.0,nan,10.0,0.0,nan,44.0,0.0,nan,10.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg13_bn.onnx
1698951.5000000002,39.056569999999994,10.0,4349978.389,100.00000144719996,44.0,23076.644999999993,0.5305003,10.0,23466.942000000003,0.53947299,12.0,5131.669,0.11796985,5.0,42.15,0.000968971,1.0,2599285.5,59.75396799999999,3.0,23.983000000000004,0.0005513362,3.0,vgg13_bn.onnx
0.0,nan,10.0,0.0,nan,44.0,0.0,nan,10.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg13_bn.onnx
1697687.4,39.02617,10.0,4350130.861,99.99998385,44.0,23285.31,0.5352791200000001,10.0,23149.286000000004,0.5321521539999999,12.0,5151.8730000000005,0.11843018,5.0,43.642,0.00100324,1.0,2600788.33,59.786374,3.0,25.02,0.0005751560000000001,3.0,vgg13_bn.onnx
0.0,nan,10.0,0.0,nan,44.0,0.0,nan,10.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg13_bn.onnx
1697044.7,39.05535,10.0,4345221.169,99.9998966645,44.0,23256.483,0.53521994,10.0,23315.392000000003,0.536575235,12.0,5141.03,0.11831457000000001,5.0,43.891,0.0010101,1.0,2596395.0,59.752859,3.0,24.673,0.0005678195,3.0,vgg13_bn.onnx
0.0,nan,10.0,0.0,nan,44.0,0.0,nan,10.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg13_bn.onnx
1697159.7999999998,38.93608,10.0,4358832.006000001,99.99997312299999,44.0,22714.144999999997,0.52110649,10.0,23695.181000000004,0.5436141379999999,12.0,5059.496,0.11607474000000001,5.0,42.994,0.000986366,1.0,2610135.92,59.881550000000004,3.0,24.470000000000002,0.000561389,3.0,vgg13_bn.onnx
0.0,nan,10.0,0.0,nan,44.0,0.0,nan,10.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg13_bn.onnx
1695275.5,38.984140000000004,10.0,4348631.856000001,100.00000919600002,44.0,23177.887000000002,0.53299331,10.0,23272.019999999997,0.535156856,12.0,5125.119000000001,0.11785598,5.0,43.578,0.00100211,1.0,2601712.75,59.828286,3.0,25.002,0.00057494,3.0,vgg13_bn.onnx
0.0,nan,10.0,0.0,nan,44.0,0.0,nan,10.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg13_bn.onnx
1699672.9000000001,39.26772,10.0,4328429.381,100.00004275699997,44.0,23420.059,0.54107618,10.0,23159.417000000005,0.53505479,12.0,5129.956999999999,0.11851782,5.0,43.195,0.000997938,1.0,2576978.92,59.5361,3.0,24.933,0.000576029,3.0,vgg13_bn.onnx
0.0,nan,10.0,0.0,nan,44.0,0.0,nan,10.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg13_bn.onnx
1695432.7,38.98395,10.0,4349047.836999999,100.00000935199996,44.0,23200.243000000002,0.5334553699999999,10.0,23202.15,0.5334988259999999,12.0,4957.82,0.11399783,5.0,42.442,0.000975891,1.0,2602187.63,59.83356,3.0,24.851999999999997,0.000571435,3.0,vgg13_bn.onnx
0.0,nan,10.0,0.0,nan,44.0,0.0,nan,10.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg13_bn.onnx
1697001.5999999999,38.90956,10.0,4361401.708999999,99.99996512,44.0,23381.684,0.5361046899999999,10.0,23267.786999999997,0.5334940820000001,12.0,5149.139999999999,0.11806158000000001,5.0,43.781,0.00100383,1.0,2612532.38,59.90116,3.0,25.337000000000003,0.000580938,3.0,vgg13_bn.onnx
0.0,nan,10.0,0.0,nan,44.0,0.0,nan,10.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg13_bn.onnx
1693648.0,38.963649999999994,10.0,4346745.47,100.000078059,44.0,23050.857,0.53030177,10.0,23294.167999999998,0.5359000610000001,12.0,5142.052000000001,0.11829663000000001,5.0,44.656,0.00102734,1.0,2601540.08,59.850312,3.0,25.657,0.000590258,3.0,vgg13_bn.onnx
0.0,nan,10.0,0.0,nan,44.0,0.0,nan,10.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg13_bn.onnx
1697183.6,38.78821,10.0,4375512.53,99.99998959100002,44.0,23115.852,0.5283001799999999,10.0,23355.847999999994,0.533784828,12.0,5131.621,0.11728053000000001,5.0,44.448,0.00101584,1.0,2626656.08,60.030825,3.0,25.081000000000003,0.000573213,3.0,vgg13_bn.onnx
0.0,nan,10.0,0.0,nan,44.0,0.0,nan,10.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg13_bn.onnx
1699893.2,39.19716,10.0,4336774.7069999995,100.00004795909997,44.0,23186.263000000003,0.5346433899999999,10.0,23502.279,0.5419304549999998,12.0,5095.639,0.11749828,5.0,42.843,0.0009879,1.0,2585030.33,59.607271,3.0,24.153,0.0005569341000000001,3.0,vgg13_bn.onnx
0.0,nan,10.0,0.0,nan,44.0,0.0,nan,10.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg13_bn.onnx
1699113.1,39.08196,10.0,4347568.383,100.00004037869998,44.0,23264.832,0.5351229599999999,10.0,23171.808,0.532983728,12.0,5128.364,0.11795944000000001,5.0,43.343,0.000996948,1.0,2596821.62,59.730435,3.0,25.316,0.0005823027000000001,3.0,vgg13_bn.onnx
0.0,nan,10.0,0.0,nan,44.0,0.0,nan,10.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg13_bn.onnx
1702487.7,38.98544,10.0,4366986.984000002,99.999981488,44.0,23085.426000000003,0.52863523,10.0,23352.622,0.534754053,12.0,4985.294,0.11415869999999999,5.0,42.389,0.00097067,1.0,2613008.45,59.835448,3.0,25.102999999999998,0.000574835,3.0,vgg13_bn.onnx
0.0,nan,10.0,0.0,nan,44.0,0.0,nan,10.0,0.0,nan,12.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg13_bn.onnx
