aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,total_duration,total_percentage,total_count,aggregated_duration_nnbiasadd,aggregated_percentage_nnbiasadd,aggregated_count_nnbiasadd,aggregated_duration_nnrelu,aggregated_percentage_nnrelu,aggregated_count_nnrelu,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_concatenate,aggregated_percentage_concatenate,aggregated_count_concatenate,aggregated_duration_add,aggregated_percentage_add,aggregated_count_add,aggregated_duration_rsqrt,aggregated_percentage_rsqrt,aggregated_count_rsqrt,aggregated_duration_multiply,aggregated_percentage_multiply,aggregated_count_multiply,aggregated_duration_negative,aggregated_percentage_negative,aggregated_count_negative,aggregated_duration_nnpad,aggregated_percentage_nnpad,aggregated_count_nnpad,aggregated_duration_nnavgpool2d,aggregated_percentage_nnavgpool2d,aggregated_count_nnavgpool2d,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndense,aggregated_percentage_nndense,aggregated_count_nndense,label_model_name
1329663.5359999991,89.15277020000009,200.0,1491443.2209999957,99.99996252799993,1428.0,9093.527000000007,0.6097131560000001,99.0,38469.25899999999,2.579331329,201.0,1024.75,0.0687088,1.0,41276.059,2.7675256400000006,102.0,31710.78699999999,2.1261816520000005,307.0,330.74499999999995,0.022176175,102.0,31573.12899999998,2.1169514849999986,306.0,328.90999999999997,0.022053141000000002,102.0,1257.058,0.08428469999999999,3.0,660.42,0.0442806,3.0,142.711,0.00956865,1.0,5912.33,0.396417,1.0,densenet201.onnx
0.0,nan,200.0,0.0,nan,1428.0,0.0,nan,99.0,0.0,nan,201.0,0.0,nan,1.0,0.0,nan,102.0,0.0,nan,307.0,0.0,nan,102.0,0.0,nan,306.0,0.0,nan,102.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet201.onnx
1325262.8769999996,89.16965539999993,200.0,1486226.8119999988,100.00003303300008,1428.0,8881.541999999998,0.5975902989999998,99.0,38259.27699999998,2.5742559169999986,201.0,1019.15,0.0685733,1.0,41217.75199999999,2.773315570000001,102.0,31510.51899999997,2.120168978999999,307.0,330.81999999999994,0.022259059999999997,102.0,31511.913,2.120263694999999,306.0,318.09,0.021402523000000003,102.0,1207.3809999999999,0.081238,3.0,634.53,0.042694,3.0,142.801,0.00960829,1.0,5930.16,0.399008,1.0,densenet201.onnx
0.0,nan,200.0,0.0,nan,1428.0,0.0,nan,99.0,0.0,nan,201.0,0.0,nan,1.0,0.0,nan,102.0,0.0,nan,307.0,0.0,nan,102.0,0.0,nan,306.0,0.0,nan,102.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet201.onnx
1326659.9939999997,89.16023930000004,200.0,1487950.3449999965,100.00000400800002,1428.0,9083.809000000005,0.6104910590000001,99.0,38413.30600000002,2.581625327,201.0,1018.97,0.0684814,1.0,40964.87400000002,2.753106939999999,102.0,31528.808000000005,2.1189420570000004,307.0,331.16099999999994,0.022256183,102.0,31652.601000000006,2.1272610970000017,306.0,325.2250000000001,0.021857245000000008,102.0,1253.724,0.08425840000000001,3.0,661.386,0.0444494,3.0,137.317,0.0092286,1.0,5919.17,0.397807,1.0,densenet201.onnx
0.0,nan,200.0,0.0,nan,1428.0,0.0,nan,99.0,0.0,nan,201.0,0.0,nan,1.0,0.0,nan,102.0,0.0,nan,307.0,0.0,nan,102.0,0.0,nan,306.0,0.0,nan,102.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet201.onnx
1328789.1219999988,89.16848760000006,200.0,1490199.758000002,99.99996059599974,1428.0,9078.729000000003,0.6092284349999999,99.0,38381.908,2.575620492,201.0,1026.33,0.0688722,1.0,41067.09400000002,2.7558107599999992,102.0,31563.463999999993,2.1180689760000004,307.0,338.1459999999999,0.022691313999999997,102.0,31643.52700000002,2.1234413360000004,306.0,322.8240000000001,0.021663123000000003,102.0,1259.371,0.0845102,3.0,658.4870000000001,0.0441878,3.0,145.136,0.00973936,1.0,5925.62,0.397639,1.0,densenet201.onnx
0.0,nan,200.0,0.0,nan,1428.0,0.0,nan,99.0,0.0,nan,201.0,0.0,nan,1.0,0.0,nan,102.0,0.0,nan,307.0,0.0,nan,102.0,0.0,nan,306.0,0.0,nan,102.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet201.onnx
1325668.6899999997,89.14097580000002,200.0,1487159.2210000001,99.999973474,1428.0,9077.851,0.6104157960000002,99.0,38359.02000000001,2.579349343,201.0,1024.25,0.0688729,1.0,41082.14500000003,2.7624578399999993,102.0,31513.823000000022,2.119062807000002,307.0,327.541,0.022024621000000005,102.0,31790.908999999996,2.1376947410000007,306.0,327.91600000000005,0.022049826,102.0,1256.523,0.0844915,3.0,659.693,0.0443592,3.0,143.78,0.0096681,1.0,5927.08,0.398551,1.0,densenet201.onnx
0.0,nan,200.0,0.0,nan,1428.0,0.0,nan,99.0,0.0,nan,201.0,0.0,nan,1.0,0.0,nan,102.0,0.0,nan,307.0,0.0,nan,102.0,0.0,nan,306.0,0.0,nan,102.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet201.onnx
1329137.080000001,89.1543758,200.0,1490826.3830000039,99.99998891900006,1428.0,9080.582000000002,0.6090966929999999,99.0,38530.90699999998,2.58453308,201.0,1023.87,0.0686779,1.0,41256.381,2.767348729999998,102.0,31580.75399999999,2.1183386780000024,307.0,325.57400000000007,0.02183848600000001,102.0,31568.292999999983,2.117502489999999,306.0,325.415,0.021827821999999997,102.0,1261.45,0.0846141,3.0,663.379,0.044497400000000006,3.0,142.698,0.00957174,1.0,5930.0,0.397766,1.0,densenet201.onnx
0.0,nan,200.0,0.0,nan,1428.0,0.0,nan,99.0,0.0,nan,201.0,0.0,nan,1.0,0.0,nan,102.0,0.0,nan,307.0,0.0,nan,102.0,0.0,nan,306.0,0.0,nan,102.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet201.onnx
1326181.9200000006,89.16811200000004,200.0,1487282.7450000008,99.99999767399996,1428.0,9023.380000000005,0.6067022849999999,99.0,38048.90600000002,2.558282455000002,201.0,1024.38,0.0688757,1.0,41295.412000000004,2.7765666,102.0,31541.11700000001,2.1207199389999998,307.0,326.73199999999986,0.021968380000000017,102.0,31569.298999999988,2.122615321999998,306.0,319.21099999999996,0.021462682999999996,102.0,1257.595,0.0845565,3.0,657.743,0.0442245,3.0,139.72,0.00939431,1.0,5897.33,0.396517,1.0,densenet201.onnx
0.0,nan,200.0,0.0,nan,1428.0,0.0,nan,99.0,0.0,nan,201.0,0.0,nan,1.0,0.0,nan,102.0,0.0,nan,307.0,0.0,nan,102.0,0.0,nan,306.0,0.0,nan,102.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet201.onnx
1322258.832,89.12198679999996,200.0,1483650.642,100.00001213400003,1428.0,9068.488999999996,0.6112285019999997,99.0,38212.492999999995,2.575573094000003,201.0,1027.13,0.0692298,1.0,41114.25,2.7711561799999993,102.0,31567.571000000004,2.1276963790000023,307.0,329.3379999999998,0.022197818999999994,102.0,31748.548999999995,2.1398951160000013,306.0,320.96299999999997,0.021633333999999994,102.0,1252.2399999999998,0.0844027,3.0,663.944,0.044750599999999995,3.0,142.843,0.00962781,1.0,5944.0,0.400634,1.0,densenet201.onnx
0.0,nan,200.0,0.0,nan,1428.0,0.0,nan,99.0,0.0,nan,201.0,0.0,nan,1.0,0.0,nan,102.0,0.0,nan,307.0,0.0,nan,102.0,0.0,nan,306.0,0.0,nan,102.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet201.onnx
1331088.9300000009,89.16344800000002,200.0,1492863.194,99.99995728500004,1428.0,9094.332000000008,0.6091869399999995,99.0,38602.48699999999,2.5858022150000006,201.0,1026.91,0.0687877,1.0,41167.571999999986,2.757625630000001,102.0,31612.398999999994,2.117568381,307.0,332.62800000000004,0.022281213000000005,102.0,31618.153000000002,2.117953787,306.0,319.383,0.02139398899999999,102.0,1259.49,0.08436740000000001,3.0,658.996,0.0441431,3.0,145.374,0.00973793,1.0,5936.54,0.397661,1.0,densenet201.onnx
0.0,nan,200.0,0.0,nan,1428.0,0.0,nan,99.0,0.0,nan,201.0,0.0,nan,1.0,0.0,nan,102.0,0.0,nan,307.0,0.0,nan,102.0,0.0,nan,306.0,0.0,nan,102.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet201.onnx
