aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,total_duration,total_percentage,total_count,aggregated_duration_nnbiasadd,aggregated_percentage_nnbiasadd,aggregated_count_nnbiasadd,aggregated_duration_nnrelu,aggregated_percentage_nnrelu,aggregated_count_nnrelu,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_concatenate,aggregated_percentage_concatenate,aggregated_count_concatenate,aggregated_duration_transpose,aggregated_percentage_transpose,aggregated_count_transpose,aggregated_duration_stridedslice,aggregated_percentage_stridedslice,aggregated_count_stridedslice,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndense,aggregated_percentage_nndense,aggregated_count_nndense,aggregated_duration_add,aggregated_percentage_add,aggregated_count_add,label_model_name
20105.723999999995,71.654615,56.0,28059.226000000017,99.99996620000009,211.0,1503.9069999999997,5.359756299999997,56.0,1128.8740000000003,4.023176699999999,37.0,400.298,1.42662,1.0,495.5840000000001,1.7662056000000002,16.0,809.465,2.8848429000000007,16.0,404.4990000000001,1.4415889,26.0,78.788,0.280792,1.0,3128.42,11.1493,1.0,3.667,0.0130688,1.0,shufflenet_v2_x0_5.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x0_5.onnx
20164.209000000006,72.055744,56.0,27984.207000000017,100.00002929999994,211.0,1443.6549999999997,5.158817599999998,56.0,1037.6860000000001,3.7081147999999997,37.0,387.879,1.38606,1.0,497.035,1.7761269000000004,16.0,807.5899999999998,2.8858777,16.0,402.67199999999997,1.4389256000000001,26.0,78.473,0.280419,1.0,3161.05,11.2958,1.0,3.958,0.0141437,1.0,shufflenet_v2_x0_5.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x0_5.onnx
20135.442000000006,71.86220799999998,56.0,28019.525000000005,99.99996089999993,211.0,1484.4420000000002,5.2978758,56.0,1113.4779999999998,3.973927099999999,37.0,391.362,1.39675,1.0,486.76399999999995,1.7372285000000003,16.0,809.7149999999999,2.8898190999999995,16.0,399.8869999999999,1.4271703000000002,26.0,79.404,0.283388,1.0,3115.25,11.1181,1.0,3.781,0.0134941,1.0,shufflenet_v2_x0_5.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x0_5.onnx
20259.346999999998,71.77944999999998,56.0,28224.431999999993,100.00003589999999,211.0,1496.8629999999996,5.303430300000002,56.0,1114.9219999999998,3.9502063,37.0,393.727,1.39499,1.0,501.37799999999993,1.7763980999999998,16.0,811.3619999999999,2.8746811,16.0,397.517,1.4084146999999996,26.0,70.923,0.251282,1.0,3173.91,11.2453,1.0,4.483,0.0158834,1.0,shufflenet_v2_x0_5.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x0_5.onnx
20068.430999999993,71.66482099999999,56.0,28003.184000000005,99.99994950000003,211.0,1485.575,5.3050244,56.0,1128.4220000000003,4.0296219,37.0,393.768,1.40615,1.0,491.425,1.7548893,16.0,807.3560000000002,2.8830862,16.0,401.08000000000004,1.4322655000000004,26.0,78.647,0.28085,1.0,3144.38,11.2286,1.0,4.1,0.0146412,1.0,shufflenet_v2_x0_5.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x0_5.onnx
