aggregated_duration_nnconv2dnnbiasaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddnnrelu,aggregated_count_nnconv2dnnbiasaddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnconv2dnnbiasadd,aggregated_percentage_nnconv2dnnbiasadd,aggregated_count_nnconv2dnnbiasadd,aggregated_duration_nnconv2dnnbiasaddaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddaddnnrelu,aggregated_count_nnconv2dnnbiasaddaddnnrelu,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
2234248.5300000007,82.31016700000004,101.0,2714426.0600000005,100.00000330000002,158.0,1023.96,0.0377229,1.0,114310.14,4.211213,4.0,362446.3900000001,13.352593000000006,50.0,147.92,0.0054494,1.0,2249.12,0.082858,1.0,resnet152.onnx
0.0,nan,101.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
2231334.250000001,82.32638560000002,101.0,2710351.068000001,99.99998420000001,158.0,1017.71,0.0375491,1.0,112832.37,4.163012,4.0,362768.47,13.384552,50.0,149.438,0.0055136,1.0,2248.83,0.0829719,1.0,resnet152.onnx
0.0,nan,101.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
2240376.76,82.39614990000001,101.0,2719030.7779999995,99.99999729999998,158.0,1023.63,0.0376468,1.0,113196.74,4.163127,4.0,362119.36000000004,13.317958999999997,50.0,151.178,0.00556,1.0,2163.11,0.0795546,1.0,resnet152.onnx
0.0,nan,101.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
2238111.8700000006,82.2634487,101.0,2720664.293000001,100.00000874000004,158.0,1019.97,0.0374897,1.0,112786.78,4.145556,4.0,366406.9000000001,13.467550999999998,50.0,148.873,0.00547194,1.0,2189.9,0.0804914,1.0,resnet152.onnx
0.0,nan,101.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
2234056.1999999997,82.37577920000001,101.0,2712030.1479999996,99.99998735000003,158.0,1014.21,0.0373967,1.0,109961.97,4.054596999999999,4.0,364670.26000000007,13.446393000000004,50.0,150.538,0.00555075,1.0,2176.97,0.0802707,1.0,resnet152.onnx
0.0,nan,101.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
2228595.1000000015,82.31585260000001,101.0,2707370.4080000035,99.99999418000002,158.0,1021.84,0.037743,1.0,111363.91999999998,4.113357000000001,4.0,364009.10000000003,13.445117000000002,50.0,138.958,0.00513258,1.0,2241.49,0.082792,1.0,resnet152.onnx
0.0,nan,101.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
2234152.9800000004,82.29955849999999,101.0,2714659.694999999,99.99998989000001,158.0,1024.2,0.0377286,1.0,112773.76999999999,4.154245,4.0,364320.47000000015,13.420480999999999,50.0,151.475,0.00557989,1.0,2236.8,0.0823969,1.0,resnet152.onnx
0.0,nan,101.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
2231346.05,82.2420276,101.0,2713145.283000001,99.99998985999999,158.0,1022.95,0.0377033,1.0,114050.23,4.203616,4.0,364341.7099999999,13.428762,50.0,153.913,0.00567286,1.0,2230.43,0.0822081,1.0,resnet152.onnx
0.0,nan,101.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
2229538.379999999,82.19454330000002,101.0,2712514.287,100.0000053000001,158.0,1016.82,0.0374861,1.0,115072.32,4.242271,4.0,364493.41000000003,13.437471000000002,50.0,148.407,0.0054712,1.0,2244.95,0.0827627,1.0,resnet152.onnx
0.0,nan,101.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
2230509.74,82.2234026,101.0,2712742.612,99.99998507000002,158.0,1013.71,0.0373685,1.0,114496.69,4.2207,4.0,364334.8,13.430496999999999,50.0,150.022,0.00553027,1.0,2237.65,0.0824867,1.0,resnet152.onnx
0.0,nan,101.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
2238078.340000001,82.31968880000002,101.0,2718764.6939999997,100.00000745000003,158.0,1018.75,0.0374712,1.0,113234.51,4.164919,4.0,364029.49999999994,13.389521,50.0,153.084,0.00563065,1.0,2250.51,0.0827768,1.0,resnet152.onnx
0.0,nan,101.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
2234072.859999999,82.29511430000002,101.0,2714708.902999999,99.99999676,158.0,1021.75,0.0376375,1.0,112328.65999999999,4.137778,4.0,364900.0300000001,13.441590000000001,50.0,149.403,0.00550346,1.0,2236.2,0.0823735,1.0,resnet152.onnx
0.0,nan,101.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
2228626.8900000006,82.2298123,101.0,2710241.7090000017,99.99998477000003,158.0,1018.29,0.037572,1.0,113501.92,4.187888,4.0,364707.3599999999,13.45663,50.0,155.399,0.00573377,1.0,2231.85,0.0823487,1.0,resnet152.onnx
0.0,nan,101.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
2234061.9400000004,82.32878430000002,101.0,2713586.179999998,100.00001931000004,158.0,1021.14,0.0376308,1.0,113254.49,4.173605,4.0,362928.26999999996,13.374490999999999,50.0,153.25,0.00564751,1.0,2167.09,0.0798607,1.0,resnet152.onnx
0.0,nan,101.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
2231575.56,82.2662293,101.0,2712626.378,100.00000295000001,158.0,1028.0,0.037897,1.0,114307.08,4.213897,4.0,363327.69000000006,13.393944999999999,50.0,149.798,0.00552225,1.0,2238.25,0.0825124,1.0,resnet152.onnx
0.0,nan,101.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
2226153.52,82.18985679999999,101.0,2708550.137999999,100.00000859000002,158.0,1029.38,0.0380047,1.0,112983.98999999999,4.171385,4.0,365984.42,13.512196999999999,50.0,149.658,0.00552539,1.0,2249.17,0.0830397,1.0,resnet152.onnx
0.0,nan,101.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
2227893.5099999993,82.28666630000001,101.0,2707478.0989999995,100.00000113,158.0,1021.56,0.037731,1.0,113487.23999999999,4.1916199999999995,4.0,362686.73999999993,13.395744999999994,50.0,154.289,0.00569863,1.0,2234.76,0.0825402,1.0,resnet152.onnx
0.0,nan,101.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
2229246.260000001,82.30453209999999,101.0,2708533.5940000024,99.99999619,158.0,1031.27,0.0380749,1.0,113153.96,4.177686,4.0,362723.5799999999,13.391887,50.0,151.534,0.00559469,1.0,2226.99,0.0822215,1.0,resnet152.onnx
0.0,nan,101.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
2225090.0900000003,82.24685779999997,101.0,2705380.3710000007,100.00001696,158.0,1021.67,0.0377642,1.0,113217.53,4.184907,4.0,363656.68999999994,13.441983000000004,50.0,152.631,0.00564176,1.0,2241.76,0.0828632,1.0,resnet152.onnx
0.0,nan,101.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
2230130.4099999997,82.255829,101.0,2711212.9439999987,100.00000418000008,158.0,1020.84,0.0376527,1.0,114806.1,4.234487,4.0,362855.7499999998,13.383519999999997,50.0,154.544,0.00570018,1.0,2245.3,0.0828153,1.0,resnet152.onnx
0.0,nan,101.0,0.0,nan,158.0,0.0,nan,1.0,0.0,nan,4.0,0.0,nan,50.0,0.0,nan,1.0,0.0,nan,1.0,resnet152.onnx
