aggregated_duration_nnconv2dnnbiasaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddnnrelu,aggregated_count_nnconv2dnnbiasaddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnavgpool2d,aggregated_percentage_nnavgpool2d,aggregated_count_nnavgpool2d,aggregated_duration_nndenseaddnnrelu,aggregated_percentage_nndenseaddnnrelu,aggregated_count_nndenseaddnnrelu,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
1613492.6,38.56631,10.0,4183683.174,99.99992487,19.0,5178.93,0.12378882999999999,5.0,43.554,0.00104104,1.0,2558725.0,61.15956,2.0,6243.09,0.149225,1.0,vgg13.onnx
1612667.9,38.68533,10.0,4168683.7989999996,99.99994973,19.0,5201.857000000001,0.12478405,5.0,42.132,0.00101068,1.0,2544447.0,61.0371,2.0,6324.91,0.151725,1.0,vgg13.onnx
1615572.9,38.626360000000005,10.0,4182564.563,99.99999325,19.0,5195.719999999999,0.12422354000000001,5.0,44.323,0.00105971,1.0,2555423.0,61.09704000000001,2.0,6328.62,0.15131,1.0,vgg13.onnx
1641820.0,38.809740000000005,10.0,4230428.984,99.99994115,19.0,5164.513000000001,0.12208028,5.0,45.641,0.00107887,1.0,2577095.0,60.91803,2.0,6303.83,0.149012,1.0,vgg13.onnx
1615287.7,38.58263,10.0,4186555.929,99.99995170999999,19.0,5189.16,0.12394796999999999,5.0,42.399,0.00101274,1.0,2559717.0,61.14141,2.0,6319.67,0.150951,1.0,vgg13.onnx
1609425.4000000001,38.663019999999996,10.0,4162700.704,99.99990782000002,19.0,5182.654,0.12450234999999998,5.0,44.81,0.00107647,1.0,2541793.0,61.06105,2.0,6254.84,0.150259,1.0,vgg13.onnx
1610713.7000000002,38.92194,10.0,4138318.392,100.00003789999998,19.0,5189.035,0.1253899,5.0,42.997,0.001039,1.0,2516063.0,60.7992,2.0,6309.66,0.152469,1.0,vgg13.onnx
1640496.5999999999,38.98738,10.0,4207759.687,99.99995799000001,19.0,5122.831999999999,0.12174714,5.0,44.175,0.00104985,1.0,2555845.0,60.741220000000006,2.0,6251.08,0.148561,1.0,vgg13.onnx
1618223.4,38.57239,10.0,4195293.839,99.99999715,19.0,5031.32,0.11992757999999999,5.0,43.739,0.00104257,1.0,2565682.0,61.15615,2.0,6313.38,0.150487,1.0,vgg13.onnx
1611041.7000000002,38.392070000000004,10.0,4196283.511,99.99999728,19.0,5181.079999999999,0.12346834,5.0,43.681,0.00104094,1.0,2573716.0,61.333259999999996,2.0,6301.05,0.150158,1.0,vgg13.onnx
