aggregated_duration_nnconv2dnnbiasaddnnrelu,aggregated_percentage_nnconv2dnnbiasaddnnrelu,aggregated_count_nnconv2dnnbiasaddnnrelu,total_duration,total_percentage,total_count,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_concatenateaddrsqrtmultiplyexpanddimsmultiplynegativemultiplyadd51edc2bb5499865d,aggregated_percentage_concatenateaddrsqrtmultiplyexpanddimsmultiplynegativemultiplyadd51edc2bb5499865d,aggregated_count_concatenateaddrsqrtmultiplyexpanddimsmultiplynegativemultiplyadd51edc2bb5499865d,aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,aggregated_duration_nnpad,aggregated_percentage_nnpad,aggregated_count_nnpad,aggregated_duration_nnavgpool2d,aggregated_percentage_nnavgpool2d,aggregated_count_nnavgpool2d,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndenseadd,aggregated_percentage_nndenseadd,aggregated_count_nndenseadd,label_model_name
484874.8039999998,43.19391529999998,83.0,1122552.1260000002,99.99995920000013,263.0,1015.74,0.090485,1.0,33707.01500000001,3.0027135700000005,86.0,596178.5169999996,53.10921570000001,85.0,1171.767,0.10438410000000001,3.0,611.905,0.05451013,3.0,126.258,0.0112474,1.0,4866.12,0.433488,1.0,densenet169.onnx
485934.69499999995,44.46356449999996,83.0,1092883.3939999992,100.00003346,263.0,1028.48,0.0941073,1.0,33654.72800000001,3.079444760000001,86.0,565449.4539999998,51.739242399999995,85.0,1170.758,0.10712559999999999,3.0,620.363,0.05676389999999999,3.0,125.376,0.011472,1.0,4899.54,0.448313,1.0,densenet169.onnx
479561.89200000005,42.868237700000016,83.0,1118687.005999999,99.99998769999993,263.0,1020.67,0.091238,1.0,33709.83500000001,3.013338499999999,86.0,597592.4419999996,53.41912439999999,85.0,1160.434,0.1037318,3.0,616.629,0.0551207,3.0,121.944,0.0109006,1.0,4903.16,0.438296,1.0,densenet169.onnx
485245.2589999998,44.513029599999996,83.0,1090120.0350000006,100.00002651000008,263.0,1021.6,0.093714,1.0,33677.844,3.0893720099999986,86.0,563351.995,51.67798569999995,85.0,1170.676,0.1073897,3.0,619.9820000000001,0.0568729,3.0,129.349,0.0118656,1.0,4903.33,0.449797,1.0,densenet169.onnx
487490.0500000001,43.40607009999997,83.0,1123092.5780000007,100.00002493000001,263.0,1019.0,0.0907312,1.0,33654.513999999996,2.99659243,86.0,594223.9850000001,52.90961640000001,85.0,1086.8980000000001,0.09677720000000001,3.0,595.777,0.0530479,3.0,120.774,0.0107537,1.0,4901.58,0.436436,1.0,densenet169.onnx
484684.685,44.43057689999997,83.0,1090882.5600000015,100.00003239000006,263.0,1023.73,0.0938443,1.0,33744.173,3.0932896899999998,86.0,564651.5009999999,51.76094610000001,85.0,1171.821,0.1074195,3.0,581.2900000000001,0.053286099999999996,3.0,127.74,0.0117098,1.0,4897.62,0.44896,1.0,densenet169.onnx
486917.5500000001,43.20749500000001,83.0,1126928.550999999,100.00003878000001,263.0,1017.5,0.0902893,1.0,33682.82899999998,2.9889067800000015,86.0,598520.902,53.110844600000014,85.0,1143.0720000000001,0.10143250000000001,3.0,611.115,0.0542284,3.0,126.173,0.0111962,1.0,4909.41,0.435646,1.0,densenet169.onnx
484675.09499999974,44.390526999999985,83.0,1091844.0250000006,100.00002578999992,263.0,1019.78,0.0933995,1.0,33746.168000000005,3.0907505900000003,86.0,565606.6940000003,51.802888499999995,85.0,1170.9470000000001,0.1072449,3.0,610.723,0.0559351,3.0,112.538,0.0103072,1.0,4902.08,0.448973,1.0,densenet169.onnx
485984.178,43.14469019999999,83.0,1126407.3309999995,100.00006056999997,263.0,1023.98,0.0909071,1.0,33631.34699999998,2.9857156000000002,86.0,598980.0619999999,53.17614519999999,85.0,1164.379,0.10337099999999999,3.0,606.3919999999999,0.05383417,3.0,125.113,0.0111073,1.0,4891.88,0.43429,1.0,densenet169.onnx
485463.4079999999,44.362803799999995,83.0,1094302.0330000008,99.99995208000003,263.0,1020.62,0.0932666,1.0,33683.64499999998,3.0780924799999996,86.0,567348.2309999999,51.845656600000034,85.0,1168.03,0.10673740000000001,3.0,616.261,0.0563154,3.0,126.828,0.0115898,1.0,4875.01,0.44549,1.0,densenet169.onnx
474967.07599999977,42.62614390000001,83.0,1114262.338999999,100.00000648000001,263.0,1020.83,0.0916146,1.0,33643.222,3.0193284799999986,86.0,597812.093,53.65093460000001,85.0,1167.882,0.10481220000000001,3.0,620.212,0.055661300000000004,3.0,125.894,0.0112984,1.0,4905.13,0.440213,1.0,densenet169.onnx
