aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,total_duration,total_percentage,total_count,aggregated_duration_nnbiasadd,aggregated_percentage_nnbiasadd,aggregated_count_nnbiasadd,aggregated_duration_nnrelu,aggregated_percentage_nnrelu,aggregated_count_nnrelu,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnavgpool2d,aggregated_percentage_nnavgpool2d,aggregated_count_nnavgpool2d,aggregated_duration_nndense,aggregated_percentage_nndense,aggregated_count_nndense,aggregated_duration_add,aggregated_percentage_add,aggregated_count_add,label_model_name
964714.7,26.57097,8.0,3630709.3989999997,99.999973012,38.0,12904.022,0.35541381999999994,8.0,13061.591999999999,0.359752959,10.0,5399.066999999999,0.14870537,5.0,43.468,0.00119723,1.0,2634563.0,72.56328500000001,3.0,23.549999999999997,0.000648633,3.0,vgg11.onnx
0.0,nan,8.0,0.0,nan,38.0,0.0,nan,8.0,0.0,nan,10.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg11.onnx
966800.4,26.657400000000003,8.0,3626761.0519999997,100.00006182300001,38.0,13235.812000000002,0.36494782,8.0,13272.848,0.36596894399999996,10.0,5216.741000000001,0.14384007000000001,5.0,42.018,0.00115855,1.0,2628168.41,72.466062,3.0,24.823,0.000684439,3.0,vgg11.onnx
0.0,nan,8.0,0.0,nan,38.0,0.0,nan,8.0,0.0,nan,10.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg11.onnx
964097.1,26.61626,8.0,3622212.098999999,100.000012877,38.0,13054.912,0.36041302000000003,8.0,13229.538999999999,0.36523348099999997,10.0,5394.143999999999,0.1489185,5.0,43.543,0.00120211,1.0,2626367.84,72.507295,3.0,25.021,0.0006907660000000001,3.0,vgg11.onnx
0.0,nan,8.0,0.0,nan,38.0,0.0,nan,8.0,0.0,nan,10.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg11.onnx
961160.0,26.402659999999997,8.0,3640392.332,99.99995144599998,38.0,13218.286,0.3631001499999999,8.0,13259.292000000001,0.3642273080000001,10.0,5229.349,0.14364783000000003,5.0,43.239,0.00118776,1.0,2647456.96,72.72443599999998,3.0,25.206,0.000692398,3.0,vgg11.onnx
0.0,nan,8.0,0.0,nan,38.0,0.0,nan,8.0,0.0,nan,10.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg11.onnx
965440.4,26.494460000000004,8.0,3643936.074,100.00002568199999,38.0,13240.880000000001,0.36336784000000005,8.0,13250.065000000002,0.363619421,10.0,5223.592,0.14335041999999998,5.0,41.718,0.00114486,1.0,2646714.38,72.63339599999999,3.0,25.039,0.000687141,3.0,vgg11.onnx
0.0,nan,8.0,0.0,nan,38.0,0.0,nan,8.0,0.0,nan,10.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg11.onnx
