aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,total_duration,total_percentage,total_count,aggregated_duration_nnbiasadd,aggregated_percentage_nnbiasadd,aggregated_count_nnbiasadd,aggregated_duration_nnrelu,aggregated_percentage_nnrelu,aggregated_count_nnrelu,aggregated_duration_add,aggregated_percentage_add,aggregated_count_add,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndense,aggregated_percentage_nndense,aggregated_count_nndense,label_model_name
81792.53399999999,82.17960099999998,52.0,99529.08600000004,100.00006736999997,152.0,7326.6640000000025,7.361324860000003,52.0,6196.814,6.2261318,35.0,571.174,0.57387571,11.0,98.07,0.098534,1.0,3543.83,3.5606,1.0,mnasnet0_75.onnx
81563.75799999999,82.06333400000004,52.0,99391.16399999999,99.99994494000005,152.0,7339.687,7.384646500000002,52.0,6290.285999999997,6.328815899999998,35.0,571.0260000000001,0.57452414,11.0,97.527,0.0981244,1.0,3528.88,3.5505,1.0,mnasnet0_75.onnx
82107.90599999997,82.15215499999998,52.0,99946.15799999991,100.00001540999995,152.0,7375.307999999999,7.379284000000003,52.0,6287.562999999999,6.2909508,35.0,562.3539999999999,0.5626574099999999,11.0,94.867,0.0949182,1.0,3518.16,3.52005,1.0,mnasnet0_75.onnx
81871.50400000002,82.10653300000001,52.0,99713.785,100.00002703999994,152.0,7294.981000000001,7.315919699999998,52.0,6327.764,6.3459231,35.0,579.211,0.58087324,11.0,101.955,0.102248,1.0,3538.37,3.54853,1.0,mnasnet0_75.onnx
81931.96799999998,82.21999600000001,52.0,99649.64199999999,99.99996104000003,152.0,7286.999000000002,7.3126193,52.0,6237.536000000001,6.259465200000001,35.0,570.2789999999999,0.5722839399999999,11.0,95.72,0.0960566,1.0,3527.14,3.53954,1.0,mnasnet0_75.onnx
82239.898,82.15195500000003,52.0,100107.02299999994,99.99999628000008,152.0,7321.525999999999,7.3137022000000025,52.0,6335.697000000002,6.328929800000002,35.0,575.948,0.57533228,11.0,100.134,0.100027,1.0,3533.82,3.53005,1.0,mnasnet0_75.onnx
81757.78400000001,82.08731700000003,52.0,99598.56799999997,100.00001275999999,152.0,7323.540999999998,7.353065199999996,52.0,6325.436999999999,6.350926199999999,35.0,575.6850000000001,0.57800536,11.0,101.121,0.101529,1.0,3515.0,3.52917,1.0,mnasnet0_75.onnx
81858.131,82.145465,52.0,99650.225,100.00001124999999,152.0,7385.698,7.411621079999999,52.0,6215.209999999999,6.237024799999999,35.0,565.3069999999999,0.56729187,11.0,99.549,0.0998985,1.0,3526.33,3.53871,1.0,mnasnet0_75.onnx
82125.94900000001,82.14978499999998,52.0,99970.959,99.99999188,152.0,7344.5909999999985,7.3467289,52.0,6304.917000000001,6.306751499999998,35.0,573.3219999999999,0.57348778,11.0,98.63,0.0986587,1.0,3523.55,3.52458,1.0,mnasnet0_75.onnx
81893.675,82.13099,52.0,99711.044,100.00000136000003,152.0,7387.155999999997,7.408569999999999,52.0,6225.970000000002,6.2440179,35.0,574.4090000000001,0.5760739600000001,11.0,95.084,0.0953595,1.0,3534.75,3.54499,1.0,mnasnet0_75.onnx
