aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,total_duration,total_percentage,total_count,aggregated_duration_nnbiasadd,aggregated_percentage_nnbiasadd,aggregated_count_nnbiasadd,aggregated_duration_nnrelu,aggregated_percentage_nnrelu,aggregated_count_nnrelu,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_concatenate,aggregated_percentage_concatenate,aggregated_count_concatenate,aggregated_duration_add,aggregated_percentage_add,aggregated_count_add,aggregated_duration_rsqrt,aggregated_percentage_rsqrt,aggregated_count_rsqrt,aggregated_duration_multiply,aggregated_percentage_multiply,aggregated_count_multiply,aggregated_duration_negative,aggregated_percentage_negative,aggregated_count_negative,aggregated_duration_nnpad,aggregated_percentage_nnpad,aggregated_count_nnpad,aggregated_duration_nnavgpool2d,aggregated_percentage_nnavgpool2d,aggregated_count_nnavgpool2d,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndense,aggregated_percentage_nndense,aggregated_count_nndense,label_model_name
5211950.910000004,96.67045369999994,160.0,5391462.02000001,99.9999978339002,1148.0,12892.982999999991,0.2391370010000001,79.0,44814.03400000003,0.8312036930000004,161.0,1488.51,0.0276086,1.0,40479.140999999996,0.75080061,82.0,34430.44700000001,0.6386105412,247.0,279.28000000000003,0.005180041799999999,82.0,34826.209000000024,0.6459510242000003,246.0,279.98199999999997,0.0051930627,82.0,1730.337,0.03209397,3.0,933.547,0.017315280000000002,3.0,166.02,0.00307931,1.0,7190.62,0.133371,1.0,densenet161.onnx
0.0,nan,160.0,0.0,nan,1148.0,0.0,nan,79.0,0.0,nan,161.0,0.0,nan,1.0,0.0,nan,82.0,0.0,nan,247.0,0.0,nan,82.0,0.0,nan,246.0,0.0,nan,82.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet161.onnx
5221196.810000002,96.66368390000002,160.0,5401404.601999994,99.99999773469989,1148.0,12989.160999999998,0.24047734700000006,79.0,45099.30699999998,0.8349551719999999,161.0,1526.33,0.0282581,1.0,40675.229999999996,0.7530488700000003,82.0,34470.887999999984,0.6381840135000004,247.0,287.47200000000004,0.0053221716,82.0,34895.54399999999,0.6460458003,246.0,274.555,0.0050830303,82.0,1709.538,0.031649870000000004,3.0,931.5720000000001,0.017246849999999998,3.0,147.275,0.00272661,1.0,7200.92,0.133316,1.0,densenet161.onnx
0.0,nan,160.0,0.0,nan,1148.0,0.0,nan,79.0,0.0,nan,161.0,0.0,nan,1.0,0.0,nan,82.0,0.0,nan,247.0,0.0,nan,82.0,0.0,nan,246.0,0.0,nan,82.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet161.onnx
5210327.829999995,96.6702456000001,160.0,5389796.277999993,100.00002759659984,1148.0,12939.867000000004,0.2400807769999999,79.0,44966.07899999999,0.834281605,161.0,1521.6,0.0282311,1.0,40441.69599999998,0.7503378999999997,82.0,34159.779999999984,0.6337862333999992,247.0,281.50100000000003,0.005222850500000002,82.0,34882.86900000002,0.6472021481000001,246.0,276.819,0.005135982600000002,82.0,1726.199,0.03202718,3.0,938.927,0.01742045,3.0,160.981,0.00298677,1.0,7172.13,0.133069,1.0,densenet161.onnx
0.0,nan,160.0,0.0,nan,1148.0,0.0,nan,79.0,0.0,nan,161.0,0.0,nan,1.0,0.0,nan,82.0,0.0,nan,247.0,0.0,nan,82.0,0.0,nan,246.0,0.0,nan,82.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet161.onnx
5197454.719999996,96.65186519999997,160.0,5377500.300999987,99.99999278179988,1148.0,12984.440000000002,0.24145871900000007,79.0,45450.80299999999,0.8452030639999994,161.0,1524.83,0.0283558,1.0,40407.88499999997,0.75142491,82.0,34413.46,0.639952715800001,247.0,283.212,0.005266610599999999,82.0,34701.553999999975,0.6453098407000005,246.0,266.98600000000005,0.0049648717,82.0,1731.1290000000001,0.03219208,3.0,939.336,0.0174679,3.0,162.996,0.00303107,1.0,7178.95,0.1335,1.0,densenet161.onnx
0.0,nan,160.0,0.0,nan,1148.0,0.0,nan,79.0,0.0,nan,161.0,0.0,nan,1.0,0.0,nan,82.0,0.0,nan,247.0,0.0,nan,82.0,0.0,nan,246.0,0.0,nan,82.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet161.onnx
5213982.499999999,96.66590029999995,160.0,5393817.494000001,99.99999483449986,1148.0,12978.536999999997,0.240618745,79.0,44987.651000000005,0.8340594619999998,161.0,1525.82,0.0282883,1.0,40447.367000000006,0.7498838400000001,82.0,34451.835999999996,0.6387283576,247.0,282.706,0.005241296799999999,82.0,34842.602999999996,0.6459730318999997,246.0,273.32099999999997,0.005067301199999998,82.0,1737.638,0.0322154,3.0,942.8409999999999,0.01748003,3.0,161.964,0.00300277,1.0,7202.71,0.133536,1.0,densenet161.onnx
0.0,nan,160.0,0.0,nan,1148.0,0.0,nan,79.0,0.0,nan,161.0,0.0,nan,1.0,0.0,nan,82.0,0.0,nan,247.0,0.0,nan,82.0,0.0,nan,246.0,0.0,nan,82.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet161.onnx
5217307.389999999,96.66022760000001,160.0,5397573.875,99.99999584510002,1148.0,12883.78,0.23869589999999996,79.0,45322.18400000001,0.8396769299999997,161.0,1487.38,0.0275564,1.0,40547.955,0.7512255099999997,82.0,34535.520999999986,0.6398341102000001,247.0,280.97900000000004,0.0052056527000000005,82.0,34905.29500000001,0.6466849793000002,246.0,281.7729999999999,0.0052203629,82.0,1732.3010000000002,0.03209405,3.0,934.394,0.01731136,3.0,161.873,0.00299899,1.0,7193.05,0.133264,1.0,densenet161.onnx
0.0,nan,160.0,0.0,nan,1148.0,0.0,nan,79.0,0.0,nan,161.0,0.0,nan,1.0,0.0,nan,82.0,0.0,nan,247.0,0.0,nan,82.0,0.0,nan,246.0,0.0,nan,82.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet161.onnx
5211180.519999999,96.66508789999997,160.0,5390964.028999999,99.99999266130008,1148.0,12934.683999999997,0.23993279499999992,79.0,45472.715,0.8434983480000003,161.0,1517.0,0.0281397,1.0,40339.428,0.7482787699999998,82.0,34329.146999999975,0.6367905977000002,247.0,288.96099999999996,0.005360098100000002,82.0,34607.082000000046,0.6419460753000003,246.0,275.74500000000006,0.005114947200000001,82.0,1732.8639999999998,0.0321439,3.0,932.274,0.01729327,3.0,151.069,0.00280226,1.0,7202.54,0.133604,1.0,densenet161.onnx
0.0,nan,160.0,0.0,nan,1148.0,0.0,nan,79.0,0.0,nan,161.0,0.0,nan,1.0,0.0,nan,82.0,0.0,nan,247.0,0.0,nan,82.0,0.0,nan,246.0,0.0,nan,82.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet161.onnx
