aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,total_duration,total_percentage,total_count,aggregated_duration_nnbiasadd,aggregated_percentage_nnbiasadd,aggregated_count_nnbiasadd,aggregated_duration_nnrelu,aggregated_percentage_nnrelu,aggregated_count_nnrelu,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_concatenate,aggregated_percentage_concatenate,aggregated_count_concatenate,aggregated_duration_add,aggregated_percentage_add,aggregated_count_add,aggregated_duration_rsqrt,aggregated_percentage_rsqrt,aggregated_count_rsqrt,aggregated_duration_multiply,aggregated_percentage_multiply,aggregated_count_multiply,aggregated_duration_negative,aggregated_percentage_negative,aggregated_count_negative,aggregated_duration_nnpad,aggregated_percentage_nnpad,aggregated_count_nnpad,aggregated_duration_nnavgpool2d,aggregated_percentage_nnavgpool2d,aggregated_count_nnavgpool2d,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndense,aggregated_percentage_nndense,aggregated_count_nndense,label_model_name
1037968.6939999999,92.13890100000005,120.0,1126525.7059999986,99.99997622500011,868.0,8064.301,0.7158560570000001,59.0,24271.032999999992,2.1545025209999995,121.0,1016.55,0.0902379,1.0,18177.895,1.6136259000000002,62.0,17460.95200000001,1.5499822669999996,187.0,163.96200000000002,0.014554661999999996,62.0,17356.392,1.5407020609999993,186.0,156.40000000000003,0.013883397,62.0,1112.184,0.0987269,3.0,584.903,0.05192099,3.0,78.051,0.00692847,1.0,114.389,0.0101541,1.0,densenet121.onnx
0.0,nan,120.0,0.0,nan,868.0,0.0,nan,59.0,0.0,nan,121.0,0.0,nan,1.0,0.0,nan,62.0,0.0,nan,187.0,0.0,nan,62.0,0.0,nan,186.0,0.0,nan,62.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet121.onnx
1040870.2690000004,92.16724570000004,120.0,1129327.3269999993,99.99996591900009,868.0,8207.277000000002,0.7267407719999998,59.0,24174.957,2.140649608999999,121.0,1020.7,0.0903813,1.0,18295.292,1.62001786,62.0,17181.729000000003,1.5214124239999993,187.0,169.03000000000003,0.014967320000000003,62.0,17442.720999999983,1.5445223970000013,186.0,158.85999999999996,0.014066776999999999,62.0,1101.433,0.09753,3.0,513.843,0.04549991,3.0,81.651,0.00723006,1.0,109.565,0.00970179,1.0,densenet121.onnx
0.0,nan,120.0,0.0,nan,868.0,0.0,nan,59.0,0.0,nan,121.0,0.0,nan,1.0,0.0,nan,62.0,0.0,nan,187.0,0.0,nan,62.0,0.0,nan,186.0,0.0,nan,62.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet121.onnx
1036881.044,92.12492079999991,120.0,1125515.7560000008,99.999952118,868.0,8029.355999999998,0.7133936249999999,59.0,24357.03500000001,2.164077234999998,121.0,1021.73,0.0907788,1.0,18312.251999999993,1.6270100800000005,62.0,17394.527000000002,1.5454721469999995,187.0,164.345,0.014601754,62.0,17327.98200000001,1.5395592569999987,186.0,161.543,0.014352799999999999,62.0,1094.9940000000001,0.0972883,3.0,572.981,0.050908339999999996,3.0,82.724,0.00734988,1.0,115.243,0.0102391,1.0,densenet121.onnx
0.0,nan,120.0,0.0,nan,868.0,0.0,nan,59.0,0.0,nan,121.0,0.0,nan,1.0,0.0,nan,62.0,0.0,nan,187.0,0.0,nan,62.0,0.0,nan,186.0,0.0,nan,62.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet121.onnx
1036957.036,92.11340420000006,120.0,1125739.910000002,100.00002562200001,868.0,8212.125000000002,0.7294869580000001,59.0,24195.16500000002,2.149266583999998,121.0,1020.4,0.0906427,1.0,18321.490999999998,1.6275055299999994,62.0,17440.44899999999,1.5492431610000006,187.0,169.96000000000004,0.015097623000000001,62.0,17373.410000000007,1.5432877149999995,186.0,159.973,0.014210470999999999,62.0,1107.4379999999999,0.0983741,3.0,587.99,0.05223149,3.0,78.733,0.00699389,1.0,115.74,0.0102812,1.0,densenet121.onnx
0.0,nan,120.0,0.0,nan,868.0,0.0,nan,59.0,0.0,nan,121.0,0.0,nan,1.0,0.0,nan,62.0,0.0,nan,187.0,0.0,nan,62.0,0.0,nan,186.0,0.0,nan,62.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet121.onnx
1037666.1959999995,92.12556809999992,120.0,1126360.7070000006,99.99999822299998,868.0,8142.783000000002,0.722928814,59.0,24468.823999999993,2.172377831999999,121.0,1019.7,0.0905308,1.0,18085.81900000001,1.6056856600000007,62.0,17452.794000000005,1.5494848530000003,187.0,163.85100000000003,0.014546931,62.0,17323.927999999996,1.5380440650000002,186.0,159.43200000000002,0.014154608000000003,62.0,1099.035,0.0975739,3.0,583.6329999999999,0.051815839999999995,3.0,82.922,0.00736194,1.0,111.79,0.00992488,1.0,densenet121.onnx
0.0,nan,120.0,0.0,nan,868.0,0.0,nan,59.0,0.0,nan,121.0,0.0,nan,1.0,0.0,nan,62.0,0.0,nan,187.0,0.0,nan,62.0,0.0,nan,186.0,0.0,nan,62.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet121.onnx
