aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,total_duration,total_percentage,total_count,aggregated_duration_nnbiasadd,aggregated_percentage_nnbiasadd,aggregated_count_nnbiasadd,aggregated_duration_nnrelu,aggregated_percentage_nnrelu,aggregated_count_nnrelu,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_concatenate,aggregated_percentage_concatenate,aggregated_count_concatenate,aggregated_duration_add,aggregated_percentage_add,aggregated_count_add,aggregated_duration_rsqrt,aggregated_percentage_rsqrt,aggregated_count_rsqrt,aggregated_duration_multiply,aggregated_percentage_multiply,aggregated_count_multiply,aggregated_duration_negative,aggregated_percentage_negative,aggregated_count_negative,aggregated_duration_nnpad,aggregated_percentage_nnpad,aggregated_count_nnpad,aggregated_duration_nnavgpool2d,aggregated_percentage_nnavgpool2d,aggregated_count_nnavgpool2d,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndense,aggregated_percentage_nndense,aggregated_count_nndense,label_model_name
1282796.586,89.2925141,200.0,1436623.4840000027,100.00004242300028,1428.0,8925.823999999999,0.6213059089999999,99.0,37746.20899999999,2.6274253979999997,201.0,1021.28,0.0710892,1.0,41208.06800000002,2.868396189999999,102.0,31066.327999999994,2.1624537429999986,307.0,323.799,0.02253889,102.0,30973.255000000012,2.155974827,306.0,324.15700000000004,0.022563806,102.0,1236.502,0.08607000000000001,3.0,651.1840000000001,0.0453274,3.0,140.892,0.00980716,1.0,209.4,0.0145758,1.0,densenet201.onnx
0.0,nan,200.0,0.0,nan,1428.0,0.0,nan,99.0,0.0,nan,201.0,0.0,nan,1.0,0.0,nan,102.0,0.0,nan,307.0,0.0,nan,102.0,0.0,nan,306.0,0.0,nan,102.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet201.onnx
1281120.8500000017,89.30454769999994,200.0,1434552.0990000027,99.99995576399967,1428.0,8840.442000000003,0.6162510330000004,99.0,37559.10700000001,2.618175280000001,201.0,1028.06,0.0716644,1.0,41172.081999999966,2.870029080000001,102.0,31007.689000000024,2.161488845999998,307.0,334.96900000000005,0.023350066,102.0,30929.686000000005,2.1560511560000006,306.0,321.2780000000001,0.022395692999999994,102.0,1245.944,0.0868525,3.0,652.187,0.045462800000000005,3.0,141.394,0.00985631,1.0,198.411,0.0138309,1.0,densenet201.onnx
0.0,nan,200.0,0.0,nan,1428.0,0.0,nan,99.0,0.0,nan,201.0,0.0,nan,1.0,0.0,nan,102.0,0.0,nan,307.0,0.0,nan,102.0,0.0,nan,306.0,0.0,nan,102.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet201.onnx
1284218.5399999998,89.32890770000007,200.0,1437629.4019999949,100.00000907300019,1428.0,8939.453,0.6218188079999999,99.0,37426.96500000001,2.603380801000001,201.0,1019.7,0.0709294,1.0,41234.73000000001,2.8682449599999984,102.0,30798.401000000005,2.1423059539999993,307.0,335.14499999999987,0.02331234199999999,102.0,31086.60500000001,2.1623520259999998,306.0,327.27199999999993,0.022764702000000005,102.0,1236.769,0.08602839999999999,3.0,656.313,0.0456525,3.0,139.408,0.00969708,1.0,210.101,0.0146144,1.0,densenet201.onnx
0.0,nan,200.0,0.0,nan,1428.0,0.0,nan,99.0,0.0,nan,201.0,0.0,nan,1.0,0.0,nan,102.0,0.0,nan,307.0,0.0,nan,102.0,0.0,nan,306.0,0.0,nan,102.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet201.onnx
1285250.8700000008,89.23221160000006,200.0,1440343.5240000011,99.99996545900014,1428.0,9263.524000000001,0.6431464889999998,99.0,37988.96499999998,2.637493558,201.0,1169.66,0.0812071,1.0,41123.03699999999,2.855085480000001,102.0,31445.463999999985,2.183191261000001,307.0,331.62,0.023023671999999995,102.0,31236.68299999998,2.1686967860000013,306.0,322.511,0.022391253000000003,102.0,1238.751,0.08600379999999999,3.0,618.175,0.042918660000000004,3.0,144.857,0.0100571,1.0,209.407,0.0145387,1.0,densenet201.onnx
0.0,nan,200.0,0.0,nan,1428.0,0.0,nan,99.0,0.0,nan,201.0,0.0,nan,1.0,0.0,nan,102.0,0.0,nan,307.0,0.0,nan,102.0,0.0,nan,306.0,0.0,nan,102.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet201.onnx
1289717.3969999994,89.3303119,200.0,1443761.7450000003,99.99996272090003,1428.0,8989.424000000003,0.6226391889999999,99.0,37798.498,2.618055568000001,201.0,997.076,0.069061,1.0,41281.257999999994,2.85928488,102.0,30934.033,2.1425991199000007,307.0,325.75100000000003,0.02256265400000001,102.0,31170.291999999994,2.1589639099999993,306.0,322.13400000000007,0.022312129999999996,102.0,1236.1109999999999,0.08561740000000001,3.0,636.4079999999999,0.04407981,3.0,143.954,0.00997076,1.0,209.409,0.0145044,1.0,densenet201.onnx
0.0,nan,200.0,0.0,nan,1428.0,0.0,nan,99.0,0.0,nan,201.0,0.0,nan,1.0,0.0,nan,102.0,0.0,nan,307.0,0.0,nan,102.0,0.0,nan,306.0,0.0,nan,102.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet201.onnx
