aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,total_duration,total_percentage,total_count,aggregated_duration_nnbiasadd,aggregated_percentage_nnbiasadd,aggregated_count_nnbiasadd,aggregated_duration_nnrelu,aggregated_percentage_nnrelu,aggregated_count_nnrelu,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_concatenate,aggregated_percentage_concatenate,aggregated_count_concatenate,aggregated_duration_transpose,aggregated_percentage_transpose,aggregated_count_transpose,aggregated_duration_stridedslice,aggregated_percentage_stridedslice,aggregated_count_stridedslice,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndense,aggregated_percentage_nndense,aggregated_count_nndense,aggregated_duration_add,aggregated_percentage_add,aggregated_count_add,label_model_name
188893.41000000003,90.8109079,56.0,208007.39599999995,99.99999610999997,211.0,5618.471,2.7010918000000004,56.0,4064.609999999999,1.9540707000000002,37.0,388.0,0.186532,1.0,2640.7610000000004,1.2695511000000002,16.0,4146.1720000000005,1.9932792000000001,16.0,1961.4690000000005,0.9429804999999999,26.0,152.156,0.0731493,1.0,139.994,0.0673024,1.0,2.353,0.00113121,1.0,shufflenet_v2_x2_0.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x2_0.onnx
189092.075,90.809542,56.0,208229.28400000007,99.99999491699995,211.0,5586.038000000001,2.6826390999999994,56.0,4032.178,1.9364131000000002,37.0,385.632,0.185196,1.0,2674.1909999999993,1.2842529999999999,16.0,4158.501,1.9970782999999999,16.0,2002.9960000000003,0.9619188999999997,26.0,152.501,0.0732371,1.0,143.103,0.0687238,1.0,2.069,0.000993617,1.0,shufflenet_v2_x2_0.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x2_0.onnx
188979.1589999999,90.68985159999998,56.0,208379.5959999999,99.99998931000002,211.0,5797.848000000001,2.782349599999999,56.0,4057.150999999999,1.9469994000000002,37.0,385.676,0.185083,1.0,2687.8329999999996,1.2898725999999998,16.0,4160.285,1.9964905000000002,16.0,2017.0240000000003,0.9679563999999997,26.0,150.276,0.0721165,1.0,141.609,0.0679572,1.0,2.735,0.00131251,1.0,shufflenet_v2_x2_0.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x2_0.onnx
189296.30099999998,90.80327940000004,56.0,208468.57900000003,100.0000037900001,211.0,5620.2270000000035,2.695959,56.0,4061.4740000000006,1.9482435,37.0,387.199,0.185735,1.0,2664.767,1.2782582,16.0,4153.693,1.9924791,16.0,1987.604,0.9534313999999999,26.0,152.208,0.0730125,1.0,142.939,0.0685662,1.0,2.167,0.00103949,1.0,shufflenet_v2_x2_0.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x2_0.onnx
189351.90900000007,90.8552771,56.0,208410.4670000001,100.00000579999998,211.0,5581.599000000001,2.6781786,56.0,4027.2560000000003,1.9323684,37.0,388.092,0.186215,1.0,2652.158000000001,1.2725659999999999,16.0,4155.588,1.9939456,16.0,1957.4579999999999,0.9392323,26.0,151.249,0.0725727,1.0,143.24,0.0687298,1.0,1.918,0.0009203,1.0,shufflenet_v2_x2_0.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x2_0.onnx
