aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,total_duration,total_percentage,total_count,aggregated_duration_nnbiasadd,aggregated_percentage_nnbiasadd,aggregated_count_nnbiasadd,aggregated_duration_nnrelu,aggregated_percentage_nnrelu,aggregated_count_nnrelu,aggregated_duration_add,aggregated_percentage_add,aggregated_count_add,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndense,aggregated_percentage_nndense,aggregated_count_nndense,label_model_name
44475.481,83.17245100000001,52.0,53473.81100000001,99.99999361999996,152.0,4550.702000000002,8.5101503,52.0,3811.5299999999997,7.127843000000001,35.0,396.14300000000003,0.7408163200000001,11.0,98.477,0.184159,1.0,141.478,0.264574,1.0,mnasnet0_5.onnx
44627.300999999985,83.10734199999999,52.0,53698.39999999996,100.00001979000002,152.0,4545.414000000001,8.464709700000004,52.0,3888.3179999999993,7.241029999999999,35.0,395.46299999999997,0.7364520899999999,11.0,100.996,0.18808,1.0,140.908,0.262406,1.0,mnasnet0_5.onnx
44533.47500000001,83.13913200000002,52.0,53564.978000000025,99.99997255999996,152.0,4546.785000000002,8.488354300000001,52.0,3843.386,7.175188500000001,35.0,400.29999999999995,0.7473167599999999,11.0,99.222,0.185237,1.0,141.81,0.264744,1.0,mnasnet0_5.onnx
45038.28099999999,82.68974000000001,52.0,54466.632,100.00006370999994,152.0,4624.1269999999995,8.4898345,52.0,4186.242,7.685883500000002,35.0,378.38300000000004,0.6947057099999998,11.0,98.705,0.181221,1.0,140.894,0.258679,1.0,mnasnet0_5.onnx
44372.24699999998,82.953292,52.0,53490.647000000004,100.00001004000003,152.0,4592.905000000002,8.586369900000003,52.0,3883.804000000001,7.260716600000003,35.0,400.08500000000004,0.7479525400000001,11.0,99.414,0.185853,1.0,142.192,0.265826,1.0,mnasnet0_5.onnx
44389.337999999996,82.96517600000001,52.0,53503.579999999994,100.00000342,152.0,4606.075000000001,8.6089088,52.0,3872.1859999999992,7.237248100000001,35.0,392.8819999999999,0.73431052,11.0,100.885,0.188557,1.0,142.214,0.265803,1.0,mnasnet0_5.onnx
44314.36200000001,83.077901,52.0,53340.71500000001,99.99997428999995,152.0,4605.168,8.633497300000002,52.0,3783.7449999999994,7.093541999999999,35.0,396.06499999999994,0.74251899,11.0,100.412,0.188246,1.0,140.963,0.264269,1.0,mnasnet0_5.onnx
44811.622,83.07632900000002,52.0,53940.31500000001,100.00002061,152.0,4606.478999999999,8.5399551,52.0,3882.3929999999978,7.1975717999999995,35.0,399.574,0.7407707099999999,11.0,99.838,0.18509,1.0,140.409,0.260304,1.0,mnasnet0_5.onnx
44389.72200000001,83.00822000000001,52.0,53476.29500000002,99.99999259000003,152.0,4601.314000000001,8.604395900000002,52.0,3850.7910000000006,7.2009303,35.0,395.99700000000007,0.7405093899999999,11.0,94.887,0.177437,1.0,143.584,0.2685,1.0,mnasnet0_5.onnx
44340.594999999994,82.931498,52.0,53466.50599999998,99.99996388999998,152.0,4610.592000000001,8.623328599999999,52.0,3870.714000000001,7.239513399999998,35.0,399.49100000000004,0.74717989,11.0,101.928,0.190639,1.0,143.186,0.267805,1.0,mnasnet0_5.onnx
