aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,total_duration,total_percentage,total_count,aggregated_duration_nnbiasadd,aggregated_percentage_nnbiasadd,aggregated_count_nnbiasadd,aggregated_duration_nnrelu,aggregated_percentage_nnrelu,aggregated_count_nnrelu,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnavgpool2d,aggregated_percentage_nnavgpool2d,aggregated_count_nnavgpool2d,aggregated_duration_nndense,aggregated_percentage_nndense,aggregated_count_nndense,aggregated_duration_add,aggregated_percentage_add,aggregated_count_add,label_model_name
981215.2999999999,27.421079999999996,8.0,3578326.9020000002,100.00004900590001,38.0,13113.909999999998,0.36648142,8.0,12738.137999999999,0.355981071,10.0,5187.793,0.14497796999999998,5.0,42.301,0.00118215,1.0,2566007.5,71.7097327,3.0,21.959999999999997,0.0006136949,3.0,vgg11.onnx
0.0,nan,8.0,0.0,nan,38.0,0.0,nan,8.0,0.0,nan,10.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg11.onnx
977573.6,27.176769999999998,8.0,3597091.2690000003,99.99999137309997,38.0,13040.806,0.36253766,8.0,12958.309,0.36024346999999995,10.0,5213.696,0.14494191,5.0,42.469,0.00118065,1.0,2588240.693,71.95371452999998,3.0,21.696,0.0006031531000000001,3.0,vgg11.onnx
0.0,nan,8.0,0.0,nan,38.0,0.0,nan,8.0,0.0,nan,10.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg11.onnx
976769.7999999999,27.337709999999998,8.0,3572972.1889999993,100.00000249329999,38.0,12889.013,0.36073605999999997,8.0,13104.773,0.36677502200000006,10.0,5204.483,0.14566228999999997,5.0,43.026,0.00120421,1.0,2564938.76,71.78728982999999,3.0,22.334,0.0006250813,3.0,vgg11.onnx
0.0,nan,8.0,0.0,nan,38.0,0.0,nan,8.0,0.0,nan,10.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg11.onnx
977454.8,27.208270000000002,8.0,3592497.147,100.0000229524,38.0,13137.206,0.36568458,8.0,12896.675,0.3589889209999999,10.0,5203.307,0.14483816,5.0,41.869,0.00116546,1.0,2583741.652,71.92047352,3.0,21.637999999999998,0.0006023114,3.0,vgg11.onnx
0.0,nan,8.0,0.0,nan,38.0,0.0,nan,8.0,0.0,nan,10.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg11.onnx
977799.1,27.168860000000002,8.0,3598966.904,99.99999913689999,38.0,13084.766999999998,0.36356933,8.0,12936.814,0.35945837599999997,10.0,5214.995,0.14490231,5.0,42.658,0.00118528,1.0,2589866.92,71.96142228,3.0,21.650000000000002,0.0006015609,3.0,vgg11.onnx
0.0,nan,8.0,0.0,nan,38.0,0.0,nan,8.0,0.0,nan,10.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg11.onnx
