aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,total_duration,total_percentage,total_count,aggregated_duration_nnbiasadd,aggregated_percentage_nnbiasadd,aggregated_count_nnbiasadd,aggregated_duration_nnrelu,aggregated_percentage_nnrelu,aggregated_count_nnrelu,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_concatenate,aggregated_percentage_concatenate,aggregated_count_concatenate,aggregated_duration_transpose,aggregated_percentage_transpose,aggregated_count_transpose,aggregated_duration_stridedslice,aggregated_percentage_stridedslice,aggregated_count_stridedslice,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndense,aggregated_percentage_nndense,aggregated_count_nndense,aggregated_duration_add,aggregated_percentage_add,aggregated_count_add,label_model_name
21848.495000000014,81.32827399999998,56.0,26864.560000000005,99.99998402999992,211.0,1549.0500000000004,5.766156500000001,56.0,1158.2319999999997,4.311384300000001,37.0,389.758,1.45083,1.0,511.268,1.9031334000000002,16.0,805.4949999999999,2.9983584,16.0,410.93700000000007,1.5296635,26.0,79.986,0.297738,1.0,109.318,0.406923,1.0,2.021,0.00752293,1.0,shufflenet_v2_x0_5.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x0_5.onnx
21642.930000000008,81.17099900000001,56.0,26663.380000000023,100.00003412000001,211.0,1548.869,5.808983100000001,56.0,1168.0030000000002,4.380555500000001,37.0,391.882,1.46974,1.0,503.773,1.8893855,16.0,806.715,3.0255591,16.0,413.547,1.5509946999999997,26.0,76.933,0.288535,1.0,108.669,0.40756,1.0,2.059,0.00772222,1.0,shufflenet_v2_x0_5.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x0_5.onnx
21662.810000000005,81.128811,56.0,26701.733,99.99999152,211.0,1549.6170000000006,5.8034406999999995,56.0,1173.7269999999999,4.395702799999999,37.0,394.495,1.47742,1.0,510.67600000000004,1.9125235000000005,16.0,806.039,3.0186822,16.0,411.247,1.5401538,26.0,81.753,0.306172,1.0,109.543,0.410247,1.0,1.826,0.00683852,1.0,shufflenet_v2_x0_5.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x0_5.onnx
21591.56499999999,81.08539900000002,56.0,26628.18299999999,99.99998973999993,211.0,1542.0689999999988,5.7911135000000025,56.0,1170.9259999999995,4.3973119,37.0,392.003,1.47213,1.0,515.1790000000001,1.9347113999999999,16.0,809.0619999999999,3.0383639000000002,16.0,410.8519999999999,1.5429194999999998,26.0,82.058,0.308162,1.0,112.754,0.423438,1.0,1.715,0.00644054,1.0,shufflenet_v2_x0_5.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x0_5.onnx
21739.725999999995,81.23646200000002,56.0,26761.041999999994,100.00002168000007,211.0,1544.4850000000001,5.771401,56.0,1161.9959999999999,4.342125,37.0,390.531,1.45933,1.0,509.893,1.9053598,16.0,809.53,3.0250363999999994,16.0,410.09600000000006,1.5324388000000002,26.0,80.686,0.301506,1.0,112.335,0.419771,1.0,1.764,0.00659168,1.0,shufflenet_v2_x0_5.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x0_5.onnx
