aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,total_duration,total_percentage,total_count,aggregated_duration_nnbiasadd,aggregated_percentage_nnbiasadd,aggregated_count_nnbiasadd,aggregated_duration_nnrelu,aggregated_percentage_nnrelu,aggregated_count_nnrelu,aggregated_duration_add,aggregated_percentage_add,aggregated_count_add,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndense,aggregated_percentage_nndense,aggregated_count_nndense,label_model_name
180458.99099999998,88.85976600000001,52.0,203082.87499999997,99.99998814000004,152.0,11568.425999999996,5.69640755,52.0,9945.653,4.8973358,35.0,866.1259999999999,0.42648888999999995,11.0,100.882,0.0496753,1.0,142.797,0.0703146,1.0,mnasnet1_3.onnx
181222.67200000005,88.84132600000001,52.0,203984.689,100.00001069000002,152.0,11692.196000000002,5.7318975299999995,52.0,9954.185000000001,4.879865400000001,35.0,870.103,0.42655336,11.0,100.984,0.0495057,1.0,144.549,0.0708627,1.0,mnasnet1_3.onnx
182027.11,88.99307099999999,52.0,204540.70399999997,99.99997122,152.0,11436.496000000001,5.591304309999998,52.0,9958.685999999998,4.868804600000001,35.0,878.7750000000001,0.42963281000000003,11.0,96.378,0.0471192,1.0,143.259,0.0700393,1.0,mnasnet1_3.onnx
182902.53499999997,88.91932,52.0,205694.956,100.00000982899999,152.0,11688.817999999997,5.682597800000003,52.0,9988.499000000002,4.8559773,35.0,872.0150000000002,0.4239354290000001,11.0,99.296,0.0482734,1.0,143.793,0.0699059,1.0,mnasnet1_3.onnx
180870.95299999998,88.80061800000001,52.0,203682.04699999993,99.99998174000005,152.0,11708.043999999996,5.748197480000002,52.0,9982.046,4.900796400000001,35.0,876.712,0.43043196000000006,11.0,102.781,0.0504615,1.0,141.511,0.0694764,1.0,mnasnet1_3.onnx
181407.16800000003,88.935556,52.0,203975.85300000015,99.99995070000004,152.0,11628.057999999999,5.700704430000001,52.0,9864.904000000002,4.836312499999998,35.0,833.1640000000001,0.4084621699999999,11.0,99.028,0.0485489,1.0,143.531,0.0703667,1.0,mnasnet1_3.onnx
180771.14300000004,88.88922500000004,52.0,203366.82700000005,100.00002737000004,152.0,11607.549999999997,5.707690669999999,52.0,9906.483000000004,4.8712402,35.0,839.2669999999998,0.41268589999999994,11.0,98.417,0.0483938,1.0,143.967,0.0707918,1.0,mnasnet1_3.onnx
181798.84900000005,88.94170099999998,52.0,204402.23000000007,99.99998550999999,152.0,11559.304000000004,5.655175440000001,52.0,9939.781000000003,4.8628523,35.0,878.9540000000001,0.43001247,11.0,90.443,0.0442475,1.0,134.899,0.0659968,1.0,mnasnet1_3.onnx
181294.252,88.83150099999997,52.0,204087.7610000001,99.99998363199997,152.0,11690.125000000004,5.727986100000002,52.0,9981.160999999996,4.890623000000001,35.0,880.6680000000001,0.43151513199999997,11.0,99.221,0.0486168,1.0,142.334,0.0697416,1.0,mnasnet1_3.onnx
181212.56200000003,88.95691300000001,52.0,203708.2030000001,99.99998507400004,152.0,11553.817,5.671751550000001,52.0,9837.296,4.829109700000001,35.0,860.444,0.42239042399999993,11.0,101.272,0.0497142,1.0,142.812,0.0701062,1.0,mnasnet1_3.onnx
