aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,total_duration,total_percentage,total_count,aggregated_duration_nnbiasadd,aggregated_percentage_nnbiasadd,aggregated_count_nnbiasadd,aggregated_duration_nnrelu,aggregated_percentage_nnrelu,aggregated_count_nnrelu,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_nnavgpool2d,aggregated_percentage_nnavgpool2d,aggregated_count_nnavgpool2d,aggregated_duration_nndense,aggregated_percentage_nndense,aggregated_count_nndense,aggregated_duration_add,aggregated_percentage_add,aggregated_count_add,label_model_name
953562.7000000001,26.827429999999996,8.0,3554433.315,100.00000066330003,38.0,13881.327,0.39053576,8.0,13947.437000000002,0.392395526,10.0,5037.83,0.14173379000000003,5.0,43.66,0.00122833,1.0,2567938.212,72.24605412000001,3.0,22.149,0.0006231373,3.0,vgg11_bn.onnx
0.0,nan,8.0,0.0,nan,38.0,0.0,nan,8.0,0.0,nan,10.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg11_bn.onnx
966828.7000000001,27.5687,8.0,3506981.5900000003,100.00001090500001,38.0,13629.212,0.38863166,8.0,13931.028,0.397238048,10.0,5111.695,0.14575791000000002,5.0,40.151,0.00114489,1.0,2507419.245,71.49792365,3.0,21.558999999999997,0.000614747,3.0,vgg11_bn.onnx
0.0,nan,8.0,0.0,nan,38.0,0.0,nan,8.0,0.0,nan,10.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg11_bn.onnx
954572.2999999999,26.6583,8.0,3580767.379,99.999971354,38.0,13886.290000000003,0.38780162999999995,8.0,13781.962000000001,0.38488818100000005,10.0,5092.731,0.14222443,5.0,44.099,0.00123155,1.0,2593368.431,72.42492329,3.0,21.566,0.0006022730000000001,3.0,vgg11_bn.onnx
0.0,nan,8.0,0.0,nan,38.0,0.0,nan,8.0,0.0,nan,10.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg11_bn.onnx
968218.1000000001,27.006770000000003,8.0,3585095.7250000006,99.99997727599998,38.0,13884.791999999998,0.38729272,8.0,13645.241999999998,0.380610479,10.0,5125.585999999999,0.14296918,5.0,43.073,0.00120145,1.0,2584157.936,72.08054779999999,3.0,20.996,0.000585647,3.0,vgg11_bn.onnx
0.0,nan,8.0,0.0,nan,38.0,0.0,nan,8.0,0.0,nan,10.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg11_bn.onnx
954322.5,26.93826,8.0,3542628.642,99.9999562413,38.0,13876.027999999998,0.39168804,8.0,13795.066,0.38940222899999993,10.0,5107.84,0.1441822,5.0,44.89,0.00126714,1.0,2555460.958,72.13455368999999,3.0,21.36,0.0006029423000000001,3.0,vgg11_bn.onnx
0.0,nan,8.0,0.0,nan,38.0,0.0,nan,8.0,0.0,nan,10.0,0.0,nan,5.0,0.0,nan,1.0,0.0,nan,3.0,0.0,nan,3.0,vgg11_bn.onnx
