aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,total_duration,total_percentage,total_count,aggregated_duration_nnbiasadd,aggregated_percentage_nnbiasadd,aggregated_count_nnbiasadd,aggregated_duration_nnrelu,aggregated_percentage_nnrelu,aggregated_count_nnrelu,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_concatenate,aggregated_percentage_concatenate,aggregated_count_concatenate,aggregated_duration_add,aggregated_percentage_add,aggregated_count_add,aggregated_duration_rsqrt,aggregated_percentage_rsqrt,aggregated_count_rsqrt,aggregated_duration_multiply,aggregated_percentage_multiply,aggregated_count_multiply,aggregated_duration_negative,aggregated_percentage_negative,aggregated_count_negative,aggregated_duration_nnpad,aggregated_percentage_nnpad,aggregated_count_nnpad,aggregated_duration_nnavgpool2d,aggregated_percentage_nnavgpool2d,aggregated_count_nnavgpool2d,aggregated_duration_nnglobalavgpool2d,aggregated_percentage_nnglobalavgpool2d,aggregated_count_nnglobalavgpool2d,aggregated_duration_nndense,aggregated_percentage_nndense,aggregated_count_nndense,label_model_name
5051751.339999999,96.63951800000004,160.0,5227418.285999998,100.00000954549999,1148.0,12946.093999999996,0.2476577580000001,79.0,45953.632,0.8790886410000003,161.0,1528.76,0.0292451,1.0,41260.390999999974,0.7893071600000003,82.0,34913.165000000045,0.6678852981000005,247.0,285.8209999999999,0.005467728700000001,82.0,35378.15100000005,0.6767803286999999,246.0,278.09499999999997,0.005319931,82.0,1789.754,0.03423785,3.0,930.8430000000001,0.017806939999999997,3.0,160.381,0.00306807,1.0,241.859,0.00462674,1.0,densenet161.onnx
0.0,nan,160.0,0.0,nan,1148.0,0.0,nan,79.0,0.0,nan,161.0,0.0,nan,1.0,0.0,nan,82.0,0.0,nan,247.0,0.0,nan,82.0,0.0,nan,246.0,0.0,nan,82.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet161.onnx
5054870.460000002,96.64336510000004,160.0,5230436.962000007,99.99999692640006,1148.0,12981.257000000005,0.2481870099999999,79.0,45979.656999999956,0.8790784339999999,161.0,1536.34,0.029373,1.0,41060.612000000016,0.78503255,82.0,35099.63599999999,0.6710652748000007,247.0,285.3589999999999,0.0054557398,82.0,35331.98800000001,0.6755071571999997,246.0,279.60400000000004,0.0053457106,82.0,1741.864,0.03330246,3.0,865.902,0.01655506,3.0,163.246,0.00312108,1.0,241.037,0.00460835,1.0,densenet161.onnx
0.0,nan,160.0,0.0,nan,1148.0,0.0,nan,79.0,0.0,nan,161.0,0.0,nan,1.0,0.0,nan,82.0,0.0,nan,247.0,0.0,nan,82.0,0.0,nan,246.0,0.0,nan,82.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet161.onnx
5057276.170000003,96.65627440000006,160.0,5232227.5059999935,99.99999950170019,1148.0,13052.715999999997,0.24946770399999996,79.0,45406.05699999997,0.8678147179999997,161.0,1538.95,0.0294129,1.0,41164.062999999995,0.7867406599999996,82.0,35144.504,0.6716929475,247.0,280.7960000000001,0.0053666615999999985,82.0,34966.881,0.6682979638000006,246.0,274.14400000000006,0.005239526800000002,82.0,1789.446,0.03420041,3.0,930.876,0.0177912,3.0,162.736,0.00311026,1.0,240.167,0.00459015,1.0,densenet161.onnx
0.0,nan,160.0,0.0,nan,1148.0,0.0,nan,79.0,0.0,nan,161.0,0.0,nan,1.0,0.0,nan,82.0,0.0,nan,247.0,0.0,nan,82.0,0.0,nan,246.0,0.0,nan,82.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet161.onnx
5048634.73,96.63575460000003,160.0,5224395.888999996,99.99999359319999,1148.0,12786.581999999997,0.2447476940000001,79.0,46214.113,0.8845827949999999,161.0,1542.2,0.0295192,1.0,41092.95599999999,0.7865590700000002,82.0,35058.500999999946,0.6710538520999998,247.0,286.309,0.0054802317,82.0,35487.971999999994,0.6792740389000003,246.0,279.02299999999997,0.005340771500000002,82.0,1689.462,0.03233791,3.0,918.422,0.01757949,3.0,165.097,0.00316012,1.0,240.522,0.00460382,1.0,densenet161.onnx
0.0,nan,160.0,0.0,nan,1148.0,0.0,nan,79.0,0.0,nan,161.0,0.0,nan,1.0,0.0,nan,82.0,0.0,nan,247.0,0.0,nan,82.0,0.0,nan,246.0,0.0,nan,82.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet161.onnx
5060682.4300000025,96.64132390000002,160.0,5236561.333999994,99.99999465239989,1148.0,13006.463,0.24837786099999998,79.0,46079.691,0.8799610349999997,161.0,1545.5,0.0295136,1.0,41090.98400000001,0.7846937699999998,82.0,35160.02800000002,0.6714334415999997,247.0,287.704,0.0054941378999999995,82.0,35314.855999999985,0.6743896262999994,246.0,273.83299999999997,0.0052292506,82.0,1788.541,0.034154790000000004,3.0,926.9370000000001,0.017701249999999998,3.0,161.473,0.00308357,1.0,242.894,0.00463842,1.0,densenet161.onnx
0.0,nan,160.0,0.0,nan,1148.0,0.0,nan,79.0,0.0,nan,161.0,0.0,nan,1.0,0.0,nan,82.0,0.0,nan,247.0,0.0,nan,82.0,0.0,nan,246.0,0.0,nan,82.0,0.0,nan,3.0,0.0,nan,3.0,0.0,nan,1.0,0.0,nan,1.0,densenet161.onnx
