aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,total_duration,total_percentage,total_count,aggregated_duration_nnbiasadd,aggregated_percentage_nnbiasadd,aggregated_count_nnbiasadd,aggregated_duration_nnrelu,aggregated_percentage_nnrelu,aggregated_count_nnrelu,aggregated_duration_add,aggregated_percentage_add,aggregated_count_add,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndense,aggregated_percentage_nndense,aggregated_count_nndense,label_model_name
90990.84999999999,84.701739,52.0,107424.99000000005,99.99998332,152.0,8480.098000000002,7.8939707,52.0,7070.3229999999985,6.581636200000002,35.0,648.019,0.6032290200000001,11.0,90.94,0.0846544,1.0,144.76,0.134754,1.0,mnasnet1_0.onnx
90688.73599999999,84.540434,52.0,107272.59099999999,99.99997570000002,152.0,8418.101999999999,7.8473923,52.0,7267.099000000001,6.7744203,35.0,652.37,0.6081423,11.0,100.378,0.0935728,1.0,145.906,0.136014,1.0,mnasnet1_0.onnx
90974.59100000001,84.658215,52.0,107461.028,99.99999064999999,152.0,8466.607,7.8787669000000005,52.0,7133.669999999999,6.638374800000002,35.0,644.6219999999998,0.59986575,11.0,98.11,0.0912982,1.0,143.428,0.13347,1.0,mnasnet1_0.onnx
90895.57500000004,84.54475199999999,52.0,107511.819,100.00002148000007,152.0,8468.492999999999,7.876800400000001,52.0,7253.172000000002,6.746393800000004,35.0,648.532,0.6032193800000001,11.0,101.391,0.0943069,1.0,144.656,0.134549,1.0,mnasnet1_0.onnx
90889.16700000003,84.58188899999999,52.0,107457.00200000001,99.99999812999995,152.0,8388.331999999999,7.806221099999999,52.0,7283.165999999999,6.777752900000001,35.0,654.061,0.6086715300000002,11.0,100.921,0.0939176,1.0,141.355,0.131546,1.0,mnasnet1_0.onnx
90842.212,84.34798799999999,52.0,107699.325,100.00000170999994,152.0,8752.304000000004,8.12661,52.0,7219.246,6.703148800000001,35.0,637.105,0.59155901,11.0,103.416,0.0960229,1.0,145.042,0.134673,1.0,mnasnet1_0.onnx
90971.71099999998,84.574455,52.0,107564.11299999995,100.00004327000006,152.0,8489.342000000002,7.892353499999999,52.0,7207.341999999999,6.700505500000001,35.0,650.057,0.60434387,11.0,99.267,0.0922864,1.0,146.394,0.136099,1.0,mnasnet1_0.onnx
90685.76800000001,84.590218,52.0,107205.99600000001,100.00001394,152.0,8479.913,7.909924,52.0,7148.973999999999,6.6684443,35.0,646.226,0.60278884,11.0,101.303,0.0944938,1.0,143.812,0.134145,1.0,mnasnet1_0.onnx
90789.66899999998,84.586867,52.0,107333.09,100.00002590999999,152.0,8383.216,7.810465,52.0,7256.664999999999,6.760884699999999,35.0,654.345,0.60963931,11.0,104.815,0.0976539,1.0,144.38,0.134516,1.0,mnasnet1_0.onnx
91000.27600000001,84.58877899999999,52.0,107579.60500000004,100.00000381,152.0,8456.886999999999,7.861052500000001,52.0,7217.275000000002,6.708779299999998,35.0,656.1970000000001,0.6099641100000001,11.0,104.763,0.0973819,1.0,144.207,0.134047,1.0,mnasnet1_0.onnx
