aggregated_duration_nnconv2d,aggregated_percentage_nnconv2d,aggregated_count_nnconv2d,total_duration,total_percentage,total_count,aggregated_duration_nnbiasadd,aggregated_percentage_nnbiasadd,aggregated_count_nnbiasadd,aggregated_duration_nnrelu,aggregated_percentage_nnrelu,aggregated_count_nnrelu,aggregated_duration_nnmaxpool2d,aggregated_percentage_nnmaxpool2d,aggregated_count_nnmaxpool2d,aggregated_duration_concatenate,aggregated_percentage_concatenate,aggregated_count_concatenate,aggregated_duration_transpose,aggregated_percentage_transpose,aggregated_count_transpose,aggregated_duration_stridedslice,aggregated_percentage_stridedslice,aggregated_count_stridedslice,aggregated_duration_mean,aggregated_percentage_mean,aggregated_count_mean,aggregated_duration_nndense,aggregated_percentage_nndense,aggregated_count_nndense,aggregated_duration_add,aggregated_percentage_add,aggregated_count_add,label_model_name
55410.353,85.41615899999996,56.0,64871.05400000001,100.00001998999993,211.0,2799.5350000000003,4.3155386,56.0,2047.4699999999998,3.1562159999999997,37.0,384.828,0.59322,1.0,1220.655,1.8816648999999999,16.0,1910.43,2.9449665,16.0,903.2629999999998,1.392398,26.0,79.513,0.122571,1.0,112.695,0.173722,1.0,2.312,0.00356399,1.0,shufflenet_v2_x1_0.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x1_0.onnx
55252.26700000001,85.45066799999998,56.0,64659.87400000002,100.00004831999996,211.0,2786.200000000001,4.3090117,56.0,2032.128,3.1427978,37.0,387.061,0.598611,1.0,1204.325,1.8625539,16.0,1904.1269999999997,2.9448374000000004,16.0,896.902,1.3871081,26.0,80.578,0.124618,1.0,113.925,0.176191,1.0,2.361,0.00365142,1.0,shufflenet_v2_x1_0.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x1_0.onnx
55470.563000000024,85.45602,56.0,64911.21800000002,99.99997030000009,211.0,2806.3460000000005,4.323361000000001,56.0,2029.9129999999998,3.1272143000000003,37.0,385.942,0.594569,1.0,1213.7350000000001,1.8698379000000003,16.0,1905.058,2.9348677999999992,16.0,903.6249999999999,1.3920935,26.0,80.058,0.123335,1.0,114.134,0.175831,1.0,1.844,0.0028408,1.0,shufflenet_v2_x1_0.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x1_0.onnx
55354.35299999999,85.41318199999999,56.0,64807.75000000002,100.00001339999993,211.0,2801.66,4.323032400000001,56.0,2036.0890000000006,3.1417364,37.0,386.114,0.595784,1.0,1224.3370000000004,1.8891821,16.0,1909.9510000000005,2.9471039,16.0,897.7630000000001,1.3852712,26.0,81.957,0.126462,1.0,113.297,0.17482,1.0,2.229,0.0034394,1.0,shufflenet_v2_x1_0.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x1_0.onnx
55478.80999999998,85.477041,56.0,64904.95399999999,100.00003624,211.0,2791.3079999999995,4.3006089,56.0,2038.5430000000001,3.1408126999999997,37.0,387.08,0.59638,1.0,1216.118,1.8736893000000001,16.0,1910.1559999999997,2.9430040000000006,16.0,899.738,1.3862394000000002,26.0,73.863,0.113802,1.0,107.485,0.165604,1.0,1.853,0.00285494,1.0,shufflenet_v2_x1_0.onnx
0.0,nan,56.0,0.0,nan,211.0,0.0,nan,56.0,0.0,nan,37.0,0.0,nan,1.0,0.0,nan,16.0,0.0,nan,16.0,0.0,nan,26.0,0.0,nan,1.0,0.0,nan,1.0,0.0,nan,1.0,shufflenet_v2_x1_0.onnx
